t mart.s0 mart.sn aus1.s0 aus1.sn fer1.s0 fer1.sn aus2.s0 aus2.sn fer2.s0 fer2.sn
0.000000e+00 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.302615e-01 -3.302615e-01 -3.297385e-01 -3.297385e-01 -2.615337e-04 -2.615337e-04 0.000000e+00
5.000250e-03 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.305230e-01 -3.305230e-01 -3.294769e-01 -3.294769e-01 -5.230674e-04 -5.230674e-04 0.000000e+00
1.000050e-02 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.307820e-01 -3.307820e-01 -3.292179e-01 -3.292179e-01 -7.833450e-04 -7.833450e-04 0.000000e+00
1.500075e-02 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.310361e-01 -3.310361e-01 -3.289638e-01 -3.289638e-01 -1.041100e-03 -1.041100e-03 0.000000e+00
2.000100e-02 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.312832e-01 -3.312832e-01 -3.287168e-01 -3.287168e-01 -1.295191e-03 -1.295191e-03 0.000000e+00
2.500125e-02 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.315216e-01 -3.315216e-01 -3.284784e-01 -3.284784e-01 -1.544549e-03 -1.544549e-03 0.000000e+00
3.000150e-02 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.317504e-01 -3.317504e-01 -3.282496e-01 -3.282496e-01 -1.788315e-03 -1.788315e-03 0.000000e+00
3.500175e-02 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.319692e-01 -3.319692e-01 -3.280308e-01 -3.280308e-01 -2.025790e-03 -2.025790e-03 0.000000e+00
4.000200e-02 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.321782e-01 -3.321782e-01 -3.278217e-01 -3.278217e-01 -2.256497e-03 -2.256497e-03 0.000000e+00
4.500225e-02 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.323780e-01 -3.323780e-01 -3.276218e-01 -3.276218e-01 -2.480184e-03 -2.480184e-03 0.000000e+00
5.000250e-02 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.325698e-01 -3.325698e-01 -3.274300e-01 -3.274300e-01 -2.696761e-03 -2.696761e-03 0.000000e+00
5.500275e-02 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.327545e-01 -3.327545e-01 -3.272452e-01 -3.272452e-01 -2.906387e-03 -2.906387e-03 0.000000e+00
6.000300e-02 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.329331e-01 -3.329331e-01 -3.270664e-01 -3.270664e-01 -3.109336e-03 -3.109336e-03 0.000000e+00
6.500325e-02 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.331067e-01 -3.331067e-01 -3.268927e-01 -3.268927e-01 -3.306010e-03 -3.306010e-03 0.000000e+00
7.000350e-02 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.332759e-01 -3.332759e-01 -3.267234e-01 -3.267234e-01 -3.496880e-03 -3.496880e-03 0.000000e+00
7.500375e-02 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.334413e-01 -3.334413e-01 -3.265579e-01 -3.265579e-01 -3.682445e-03 -3.682445e-03 0.000000e+00
8.000400e-02 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.336033e-01 -3.336033e-01 -3.263958e-01 -3.263958e-01 -3.863194e-03 -3.863194e-03 0.000000e+00
8.500425e-02 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.337623e-01 -3.337623e-01 -3.262367e-01 -3.262367e-01 -4.039560e-03 -4.039560e-03 0.000000e+00
9.000450e-02 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.339184e-01 -3.339184e-01 -3.260804e-01 -3.260804e-01 -4.211971e-03 -4.211971e-03 0.000000e+00
9.500475e-02 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.340720e-01 -3.340720e-01 -3.259268e-01 -3.259268e-01 -4.380753e-03 -4.380753e-03 0.000000e+00
1.000050e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.342231e-01 -3.342231e-01 -3.257756e-01 -3.257756e-01 -4.546225e-03 -4.546225e-03 0.000000e+00
1.050053e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.343718e-01 -3.343718e-01 -3.256269e-01 -3.256269e-01 -4.708584e-03 -4.708584e-03 0.000000e+00
1.100055e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.345182e-01 -3.345182e-01 -3.254805e-01 -3.254805e-01 -4.868066e-03 -4.868066e-03 0.000000e+00
1.150058e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.346623e-01 -3.346623e-01 -3.253363e-01 -3.253363e-01 -5.024851e-03 -5.024851e-03 0.000000e+00
1.200060e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.348043e-01 -3.348043e-01 -3.251943e-01 -3.251943e-01 -5.179091e-03 -5.179091e-03 0.000000e+00
1.250063e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.349442e-01 -3.349442e-01 -3.250544e-01 -3.250544e-01 -5.330920e-03 -5.330920e-03 0.000000e+00
1.300065e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.350821e-01 -3.350821e-01 -3.249166e-01 -3.249166e-01 -5.480394e-03 -5.480394e-03 0.000000e+00
1.350068e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.352180e-01 -3.352180e-01 -3.247807e-01 -3.247807e-01 -5.627603e-03 -5.627603e-03 0.000000e+00
1.400070e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.353520e-01 -3.353520e-01 -3.246468e-01 -3.246468e-01 -5.772635e-03 -5.772635e-03 0.000000e+00
1.450073e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.354840e-01 -3.354840e-01 -3.245148e-01 -3.245148e-01 -5.915554e-03 -5.915554e-03 0.000000e+00
1.500075e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.356143e-01 -3.356143e-01 -3.243847e-01 -3.243847e-01 -6.056411e-03 -6.056411e-03 0.000000e+00
1.550078e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.357427e-01 -3.357427e-01 -3.242563e-01 -3.242563e-01 -6.195278e-03 -6.195278e-03 0.000000e+00
1.600080e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.358695e-01 -3.358695e-01 -3.241297e-01 -3.241297e-01 -6.332213e-03 -6.332213e-03 0.000000e+00
1.650083e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.359945e-01 -3.359945e-01 -3.240048e-01 -3.240048e-01 -6.467257e-03 -6.467257e-03 0.000000e+00
1.700085e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.361179e-01 -3.361179e-01 -3.238815e-01 -3.238815e-01 -6.600460e-03 -6.600460e-03 0.000000e+00
1.750088e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.362396e-01 -3.362396e-01 -3.237598e-01 -3.237598e-01 -6.731877e-03 -6.731877e-03 0.000000e+00
1.800090e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.363599e-01 -3.363599e-01 -3.236398e-01 -3.236398e-01 -6.861556e-03 -6.861556e-03 0.000000e+00
1.850093e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.364785e-01 -3.364785e-01 -3.235213e-01 -3.235213e-01 -6.989531e-03 -6.989531e-03 0.000000e+00
1.900095e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.365957e-01 -3.365957e-01 -3.234043e-01 -3.234043e-01 -7.115836e-03 -7.115836e-03 0.000000e+00
1.950098e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.367114e-01 -3.367114e-01 -3.232887e-01 -3.232887e-01 -7.240519e-03 -7.240519e-03 0.000000e+00
2.000100e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.368257e-01 -3.368257e-01 -3.231746e-01 -3.231746e-01 -7.363625e-03 -7.363625e-03 0.000000e+00
2.050103e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.369386e-01 -3.369386e-01 -3.230618e-01 -3.230618e-01 -7.485196e-03 -7.485196e-03 0.000000e+00
2.100105e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.370501e-01 -3.370501e-01 -3.229504e-01 -3.229504e-01 -7.605249e-03 -7.605249e-03 0.000000e+00
2.150108e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.371604e-01 -3.371604e-01 -3.228404e-01 -3.228404e-01 -7.723817e-03 -7.723817e-03 0.000000e+00
2.200110e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.372693e-01 -3.372693e-01 -3.227316e-01 -3.227316e-01 -7.840943e-03 -7.840943e-03 0.000000e+00
2.250113e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.373770e-01 -3.373770e-01 -3.226241e-01 -3.226241e-01 -7.956667e-03 -7.956667e-03 0.000000e+00
2.300115e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.374835e-01 -3.374835e-01 -3.225177e-01 -3.225177e-01 -8.071026e-03 -8.071026e-03 0.000000e+00
2.350118e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.375888e-01 -3.375888e-01 -3.224126e-01 -3.224126e-01 -8.184049e-03 -8.184049e-03 0.000000e+00
2.400120e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.376930e-01 -3.376930e-01 -3.223086e-01 -3.223086e-01 -8.295752e-03 -8.295752e-03 0.000000e+00
2.450123e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.377960e-01 -3.377960e-01 -3.222058e-01 -3.222058e-01 -8.406175e-03 -8.406175e-03 0.000000e+00
2.500125e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.378980e-01 -3.378980e-01 -3.221040e-01 -3.221040e-01 -8.515351e-03 -8.515351e-03 0.000000e+00
2.550128e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.379988e-01 -3.379988e-01 -3.220033e-01 -3.220033e-01 -8.623314e-03 -8.623314e-03 0.000000e+00
2.600130e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.380987e-01 -3.380987e-01 -3.219037e-01 -3.219037e-01 -8.730093e-03 -8.730093e-03 0.000000e+00
2.650133e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.381975e-01 -3.381975e-01 -3.218050e-01 -3.218050e-01 -8.835719e-03 -8.835719e-03 0.000000e+00
2.700135e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.382953e-01 -3.382953e-01 -3.217074e-01 -3.217074e-01 -8.940217e-03 -8.940217e-03 0.000000e+00
2.750138e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.383922e-01 -3.383922e-01 -3.216107e-01 -3.216107e-01 -9.043617e-03 -9.043617e-03 0.000000e+00
2.800140e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.384881e-01 -3.384881e-01 -3.215150e-01 -3.215150e-01 -9.145947e-03 -9.145947e-03 0.000000e+00
2.850143e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.385830e-01 -3.385830e-01 -3.214202e-01 -3.214202e-01 -9.247232e-03 -9.247232e-03 0.000000e+00
2.900145e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.386770e-01 -3.386770e-01 -3.213264e-01 -3.213264e-01 -9.347499e-03 -9.347499e-03 0.000000e+00
2.950148e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.387702e-01 -3.387702e-01 -3.212334e-01 -3.212334e-01 -9.446771e-03 -9.446771e-03 0.000000e+00
3.000150e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.388624e-01 -3.388624e-01 -3.211413e-01 -3.211413e-01 -9.545072e-03 -9.545072e-03 0.000000e+00
3.050153e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.389539e-01 -3.389539e-01 -3.210501e-01 -3.210501e-01 -9.642414e-03 -9.642414e-03 0.000000e+00
3.100155e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.390444e-01 -3.390444e-01 -3.209596e-01 -3.209596e-01 -9.738799e-03 -9.738799e-03 0.000000e+00
3.150158e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.391342e-01 -3.391342e-01 -3.208700e-01 -3.208700e-01 -9.834253e-03 -9.834253e-03 0.000000e+00
3.200160e-01 -1.000000e+00 -6.600000e-01 -6.600000e-01 -3.392232e-01 -3.392232e-01 -3.207812e-01 -3.207812e-01 -9.928802e-03 -9.928802e-03 0.000000e+00
