t mart.s0 mart.sn aust.s0 aust.sn
6.700335e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
6.750338e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
6.800340e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
6.850343e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
6.900345e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
6.950348e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
7.000350e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
7.050353e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
7.100355e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
7.150358e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
7.200360e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
7.250363e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
7.300365e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
7.350368e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
7.400370e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
7.450373e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
7.500375e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
7.550378e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
7.600380e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
7.650383e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
7.700385e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
7.750388e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
7.800390e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
7.850393e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
7.900395e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
7.950398e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
8.000400e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
8.050403e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
8.100405e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
8.150408e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
8.200410e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
8.250413e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
8.300415e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
8.350418e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
8.400420e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
8.450423e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
8.500425e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
8.550428e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
8.600430e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
8.650433e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
8.700435e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
8.750438e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
8.800440e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
8.850443e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
8.900445e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
8.950448e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
9.000450e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
9.050453e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
9.100455e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
9.150458e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
9.200460e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
9.250463e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
9.300465e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
9.350468e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
9.400470e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
9.450473e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
9.500475e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
9.550478e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
9.600480e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
9.650483e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
9.700485e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
9.750488e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
9.800490e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
9.850493e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
9.900495e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
9.950498e+00 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.000050e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.005050e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.010051e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.015051e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.020051e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.025051e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.030052e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.035052e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.040052e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.045052e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.050053e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.055053e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.060053e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.065053e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.070054e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.075054e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.080054e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.085054e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.090055e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.095055e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.100055e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.105055e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.110056e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.115056e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.120056e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.125056e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.130057e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.135057e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.140057e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.145057e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.150058e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.155058e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.160058e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.165058e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.170059e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.175059e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.180059e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.185059e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.190060e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.195060e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.200060e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.205060e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.210061e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.215061e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.220061e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.225061e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.230062e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.235062e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.240062e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.245062e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.250063e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.255063e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.260063e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.265063e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.270064e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.275064e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.280064e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.285064e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.290065e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.295065e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.300065e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.305065e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.310066e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.315066e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.320066e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.325066e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.330067e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.335067e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.340067e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.345067e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.350068e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.355068e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.360068e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.365068e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.370069e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.375069e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.380069e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.385069e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.390070e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.395070e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.400070e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.405070e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.410071e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.415071e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.420071e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.425071e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.430072e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.435072e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.440072e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.445072e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.450073e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.455073e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.460073e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.465073e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.470074e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.475074e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.480074e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.485074e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.490075e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.495075e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.500075e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.505075e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.510076e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.515076e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.520076e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.525076e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.530077e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.535077e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.540077e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.545077e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.550078e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.555078e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.560078e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.565078e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.570079e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.575079e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.580079e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.585079e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.590080e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.595080e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.600080e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.605080e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.610081e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
1.615081e+01 -1.160000e+00 -6.600000e-01 -6.600000e-01 0.000000e+00
