t cavg
1.000000e-02 3.328515e-02
2.000000e-02 3.333591e-02
3.000000e-02 3.334980e-02
4.000000e-02 3.335525e-02
5.000000e-02 3.335957e-02
6.000000e-02 3.336159e-02
7.000000e-02 3.336345e-02
8.000000e-02 3.336471e-02
9.000000e-02 3.336557e-02
1.000000e-01 3.336647e-02
1.100000e-01 3.336705e-02
1.200000e-01 3.336754e-02
1.300000e-01 3.336804e-02
1.400000e-01 3.336842e-02
1.500000e-01 3.336873e-02
1.600000e-01 3.336904e-02
1.700000e-01 3.336932e-02
1.800000e-01 3.336954e-02
1.900000e-01 3.336975e-02
2.000000e-01 3.336996e-02
3.000000e-01 3.337098e-02
4.000000e-01 3.337152e-02
5.000000e-01 3.337187e-02
6.000000e-01 3.337211e-02
7.000000e-01 3.337230e-02
8.000000e-01 3.337244e-02
9.000000e-01 3.337256e-02
1.000000e+00 3.337266e-02
1.100000e+00 3.337274e-02
1.200000e+00 3.337282e-02
1.300000e+00 3.337288e-02
1.400000e+00 3.337293e-02
1.500000e+00 3.337298e-02
1.600000e+00 3.337303e-02
1.700000e+00 3.337307e-02
1.800000e+00 3.337310e-02
1.900000e+00 3.337314e-02
2.000000e+00 3.337317e-02
3.000000e+00 3.337236e-02
4.000000e+00 3.337188e-02
5.000000e+00 3.337154e-02
6.000000e+00 3.337130e-02
7.000000e+00 3.337110e-02
8.000000e+00 3.337095e-02
9.000000e+00 3.337082e-02
1.000000e+01 3.337071e-02
1.100000e+01 3.337061e-02
1.200000e+01 3.337053e-02
1.300000e+01 3.337046e-02
1.400000e+01 3.337039e-02
1.500000e+01 3.337033e-02
1.600000e+01 3.341417e-02
1.700000e+01 3.348626e-02
1.800000e+01 3.352053e-02
1.900000e+01 3.354150e-02
2.000000e+01 3.355648e-02
3.000000e+01 3.402577e-02
4.000000e+01 3.425895e-02
5.000000e+01 3.439318e-02
6.000000e+01 3.448139e-02
7.000000e+01 3.454441e-02
8.000000e+01 3.459206e-02
9.000000e+01 3.462959e-02
1.000000e+02 3.466006e-02
1.100000e+02 3.468539e-02
1.200000e+02 3.470685e-02
1.300000e+02 3.472531e-02
1.400000e+02 3.474137e-02
1.500000e+02 3.475548e-02
1.600000e+02 3.476795e-02
1.700000e+02 3.477903e-02
1.800000e+02 3.478892e-02
1.900000e+02 3.479776e-02
2.000000e+02 3.480569e-02
2.100000e+02 3.481279e-02
2.200000e+02 3.481917e-02
2.300000e+02 3.482490e-02
2.400000e+02 3.483004e-02
2.500000e+02 3.483466e-02
2.600000e+02 3.483881e-02
2.700000e+02 3.484253e-02
2.800000e+02 3.484587e-02
2.900000e+02 3.484887e-02
3.000000e+02 3.485156e-02
3.100000e+02 3.485397e-02
3.200000e+02 3.485614e-02
3.300000e+02 3.485808e-02
3.400000e+02 3.485982e-02
3.500000e+02 3.486139e-02
3.600000e+02 3.486279e-02
3.700000e+02 3.486404e-02
3.800000e+02 3.486517e-02
3.900000e+02 3.486618e-02
4.000000e+02 3.486708e-02
4.100000e+02 3.486789e-02
4.200000e+02 3.486862e-02
4.300000e+02 3.486927e-02
4.400000e+02 3.486985e-02
4.500000e+02 3.487038e-02
4.600000e+02 3.487085e-02
4.700000e+02 3.487127e-02
4.800000e+02 3.487164e-02
4.900000e+02 3.487198e-02
5.000000e+02 3.487228e-02
5.100000e+02 3.487255e-02
5.200000e+02 3.487280e-02
5.300000e+02 3.487301e-02
5.400000e+02 3.487321e-02
5.500000e+02 3.487338e-02
5.600000e+02 3.487354e-02
5.700000e+02 3.487368e-02
5.800000e+02 3.487381e-02
5.900000e+02 3.487392e-02
6.000000e+02 3.487402e-02
6.100000e+02 3.487411e-02
6.200000e+02 3.487419e-02
6.300000e+02 3.487426e-02
6.400000e+02 3.487433e-02
6.500000e+02 3.487439e-02
6.600000e+02 3.487444e-02
6.700000e+02 3.487448e-02
6.800000e+02 3.487453e-02
6.900000e+02 3.487456e-02
7.000000e+02 3.487460e-02
7.100000e+02 3.487463e-02
7.200000e+02 3.487465e-02
7.300000e+02 3.487468e-02
7.400000e+02 3.487470e-02
7.500000e+02 3.487472e-02
7.600000e+02 3.487474e-02
7.700000e+02 3.487475e-02
7.800000e+02 3.487477e-02
7.900000e+02 3.487478e-02
8.000000e+02 3.487479e-02
8.100000e+02 3.487480e-02
8.200000e+02 3.487481e-02
8.300000e+02 3.487482e-02
8.400000e+02 3.487482e-02
8.500000e+02 3.487483e-02
8.600000e+02 3.487484e-02
8.700000e+02 3.487484e-02
8.800000e+02 3.487485e-02
8.900000e+02 3.487485e-02
9.000000e+02 3.487485e-02
9.100000e+02 3.487486e-02
9.200000e+02 3.487486e-02
9.300000e+02 3.487486e-02
9.400000e+02 3.487487e-02
9.500000e+02 3.487487e-02
9.600000e+02 3.487487e-02
9.700000e+02 3.487487e-02
9.800000e+02 3.487487e-02
9.900000e+02 3.487487e-02
1.000000e+03 3.487488e-02
