t cavg
1.000000e-01 3.326401e-02
2.000000e-01 3.327042e-02
3.000000e-01 3.327473e-02
4.000000e-01 3.327723e-02
5.000000e-01 3.327881e-02
6.000000e-01 3.327993e-02
7.000000e-01 3.328077e-02
8.000000e-01 3.328142e-02
9.000000e-01 3.328194e-02
1.000000e+00 3.328237e-02
1.100000e+00 3.328274e-02
1.200000e+00 3.328305e-02
1.300000e+00 3.328332e-02
1.400000e+00 3.328356e-02
1.500000e+00 3.328377e-02
1.600000e+00 3.328396e-02
1.700000e+00 3.328413e-02
1.800000e+00 3.328429e-02
1.900000e+00 3.328443e-02
2.000000e+00 3.328456e-02
3.000000e+00 3.328512e-02
4.000000e+00 3.328543e-02
5.000000e+00 3.328563e-02
6.000000e+00 3.328578e-02
7.000000e+00 3.328588e-02
8.000000e+00 3.328597e-02
9.000000e+00 3.328604e-02
1.000000e+01 3.328610e-02
1.100000e+01 3.328615e-02
1.200000e+01 3.328619e-02
1.300000e+01 3.328622e-02
1.400000e+01 3.328626e-02
1.500000e+01 3.328629e-02
1.600000e+01 3.328631e-02
1.700000e+01 3.328633e-02
1.800000e+01 3.328636e-02
1.900000e+01 3.328638e-02
2.000000e+01 3.328639e-02
3.000000e+01 3.328550e-02
4.000000e+01 3.328496e-02
5.000000e+01 3.328460e-02
6.000000e+01 3.328433e-02
7.000000e+01 3.328411e-02
8.000000e+01 3.328394e-02
9.000000e+01 3.328380e-02
1.000000e+02 3.328368e-02
1.100000e+02 3.328357e-02
1.200000e+02 3.328348e-02
1.300000e+02 3.328339e-02
1.400000e+02 3.328331e-02
1.500000e+02 3.328323e-02
1.600000e+02 3.328316e-02
1.700000e+02 3.353585e-02
1.800000e+02 3.357092e-02
1.900000e+02 3.359129e-02
2.000000e+02 3.360578e-02
2.100000e+02 3.361700e-02
2.200000e+02 3.362612e-02
2.300000e+02 3.363375e-02
2.400000e+02 3.364026e-02
2.500000e+02 3.364592e-02
2.600000e+02 3.365088e-02
2.700000e+02 3.365527e-02
2.800000e+02 3.365918e-02
2.900000e+02 3.366267e-02
3.000000e+02 3.366580e-02
3.100000e+02 3.366862e-02
3.200000e+02 3.367116e-02
3.300000e+02 3.367345e-02
3.400000e+02 3.367551e-02
3.500000e+02 3.367738e-02
3.600000e+02 3.367906e-02
3.700000e+02 3.368058e-02
3.800000e+02 3.368196e-02
3.900000e+02 3.368320e-02
4.000000e+02 3.368432e-02
4.100000e+02 3.368534e-02
4.200000e+02 3.368626e-02
4.300000e+02 3.368708e-02
4.400000e+02 3.368783e-02
4.500000e+02 3.368851e-02
4.600000e+02 3.368912e-02
4.700000e+02 3.368967e-02
4.800000e+02 3.369017e-02
4.900000e+02 3.369062e-02
5.000000e+02 3.369102e-02
5.100000e+02 3.369139e-02
5.200000e+02 3.369172e-02
5.300000e+02 3.369202e-02
5.400000e+02 3.369229e-02
5.500000e+02 3.369254e-02
5.600000e+02 3.369276e-02
5.700000e+02 3.369296e-02
5.800000e+02 3.369313e-02
5.900000e+02 3.369330e-02
6.000000e+02 3.369344e-02
6.100000e+02 3.369358e-02
6.200000e+02 3.369369e-02
6.300000e+02 3.369380e-02
6.400000e+02 3.369390e-02
6.500000e+02 3.369399e-02
6.600000e+02 3.369407e-02
6.700000e+02 3.369414e-02
6.800000e+02 3.369420e-02
6.900000e+02 3.369426e-02
7.000000e+02 3.369431e-02
7.100000e+02 3.369436e-02
7.200000e+02 3.369440e-02
7.300000e+02 3.369444e-02
7.400000e+02 3.369448e-02
7.500000e+02 3.369451e-02
7.600000e+02 3.369454e-02
7.700000e+02 3.369456e-02
7.800000e+02 3.369459e-02
7.900000e+02 3.369461e-02
8.000000e+02 3.369463e-02
8.100000e+02 3.369464e-02
8.200000e+02 3.369466e-02
8.300000e+02 3.369467e-02
8.400000e+02 3.369469e-02
8.500000e+02 3.369470e-02
8.600000e+02 3.369471e-02
8.700000e+02 3.369472e-02
8.800000e+02 3.369473e-02
8.900000e+02 3.369473e-02
9.000000e+02 3.369474e-02
9.100000e+02 3.369475e-02
9.200000e+02 3.369475e-02
9.300000e+02 3.369476e-02
9.400000e+02 3.369476e-02
9.500000e+02 3.369477e-02
9.600000e+02 3.369477e-02
9.700000e+02 3.369477e-02
9.800000e+02 3.369478e-02
9.900000e+02 3.369478e-02
1.000000e+03 3.369478e-02
