t cavg
1.000000e-02 3.339084e-02
2.000000e-02 3.335729e-02
3.000000e-02 3.335409e-02
4.000000e-02 3.335622e-02
5.000000e-02 3.335795e-02
6.000000e-02 3.335885e-02
7.000000e-02 3.335934e-02
8.000000e-02 3.335971e-02
9.000000e-02 3.335999e-02
1.000000e-01 3.336018e-02
1.100000e-01 3.336030e-02
1.200000e-01 3.336036e-02
1.300000e-01 3.336039e-02
1.400000e-01 3.336039e-02
1.500000e-01 3.336037e-02
1.600000e-01 3.336033e-02
1.700000e-01 3.336027e-02
1.800000e-01 3.336021e-02
1.900000e-01 3.336013e-02
2.000000e-01 3.336005e-02
3.000000e-01 3.335688e-02
4.000000e-01 3.335453e-02
5.000000e-01 3.335259e-02
6.000000e-01 3.335095e-02
7.000000e-01 3.334954e-02
8.000000e-01 3.334831e-02
9.000000e-01 3.334722e-02
1.000000e+00 3.334625e-02
1.100000e+00 3.334537e-02
1.200000e+00 3.334458e-02
1.300000e+00 3.334386e-02
1.400000e+00 3.334319e-02
1.500000e+00 3.334258e-02
1.600000e+00 3.334201e-02
1.700000e+00 3.334149e-02
1.800000e+00 3.334100e-02
1.900000e+00 3.334054e-02
2.000000e+00 3.334011e-02
3.000000e+00 3.332603e-02
4.000000e+00 3.331580e-02
5.000000e+00 3.330787e-02
6.000000e+00 3.330138e-02
7.000000e+00 3.329585e-02
8.000000e+00 3.329103e-02
9.000000e+00 3.328673e-02
1.000000e+01 3.328284e-02
1.100000e+01 3.327927e-02
1.200000e+01 3.327596e-02
1.300000e+01 3.327287e-02
1.400000e+01 3.326996e-02
1.500000e+01 3.326721e-02
1.600000e+01 3.326458e-02
1.700000e+01 3.326205e-02
1.800000e+01 3.325960e-02
1.900000e+01 3.325721e-02
2.000000e+01 3.325486e-02
3.000000e+01 3.305244e-02
4.000000e+01 3.282768e-02
5.000000e+01 3.263754e-02
6.000000e+01 3.251352e-02
7.000000e+01 3.244839e-02
8.000000e+01 3.241780e-02
9.000000e+01 3.240356e-02
1.000000e+02 3.239637e-02
1.100000e+02 3.239214e-02
1.200000e+02 3.238917e-02
1.300000e+02 3.238676e-02
1.400000e+02 3.238460e-02
1.500000e+02 3.238259e-02
1.600000e+02 3.238066e-02
1.700000e+02 3.237880e-02
1.800000e+02 3.237699e-02
1.900000e+02 3.237523e-02
2.000000e+02 3.237352e-02
2.100000e+02 3.237184e-02
2.200000e+02 3.237020e-02
2.300000e+02 3.236859e-02
2.400000e+02 3.236702e-02
2.500000e+02 3.236547e-02
2.600000e+02 3.236396e-02
2.700000e+02 3.236247e-02
2.800000e+02 3.236100e-02
2.900000e+02 3.235956e-02
3.000000e+02 3.273767e-02
3.100000e+02 3.291632e-02
3.200000e+02 3.296610e-02
3.300000e+02 3.300178e-02
3.400000e+02 3.303117e-02
3.500000e+02 3.305604e-02
3.600000e+02 3.307728e-02
3.700000e+02 3.309554e-02
3.800000e+02 3.311133e-02
3.900000e+02 3.312505e-02
4.000000e+02 3.313704e-02
4.100000e+02 3.314756e-02
4.200000e+02 3.315684e-02
4.300000e+02 3.316506e-02
4.400000e+02 3.317236e-02
4.500000e+02 3.317886e-02
4.600000e+02 3.318467e-02
4.700000e+02 3.318987e-02
4.800000e+02 3.319452e-02
4.900000e+02 3.319870e-02
5.000000e+02 3.320246e-02
5.100000e+02 3.320585e-02
5.200000e+02 3.320890e-02
5.300000e+02 3.321165e-02
5.400000e+02 3.321413e-02
5.500000e+02 3.321637e-02
5.600000e+02 3.321840e-02
5.700000e+02 3.322023e-02
5.800000e+02 3.322189e-02
5.900000e+02 3.322339e-02
6.000000e+02 3.322475e-02
6.100000e+02 3.322599e-02
6.200000e+02 3.322710e-02
6.300000e+02 3.322811e-02
6.400000e+02 3.322903e-02
6.500000e+02 3.322986e-02
6.600000e+02 3.323062e-02
6.700000e+02 3.323130e-02
6.800000e+02 3.323192e-02
6.900000e+02 3.323248e-02
7.000000e+02 3.323300e-02
7.100000e+02 3.323346e-02
7.200000e+02 3.323388e-02
7.300000e+02 3.323426e-02
7.400000e+02 3.323461e-02
7.500000e+02 3.323492e-02
7.600000e+02 3.323521e-02
7.700000e+02 3.323547e-02
7.800000e+02 3.323570e-02
7.900000e+02 3.323591e-02
8.000000e+02 3.323611e-02
8.100000e+02 3.323628e-02
8.200000e+02 3.323644e-02
8.300000e+02 3.323659e-02
8.400000e+02 3.323672e-02
8.500000e+02 3.323684e-02
8.600000e+02 3.323695e-02
8.700000e+02 3.323705e-02
8.800000e+02 3.323714e-02
8.900000e+02 3.323722e-02
9.000000e+02 3.323729e-02
9.100000e+02 3.323736e-02
9.200000e+02 3.323742e-02
9.300000e+02 3.323747e-02
9.400000e+02 3.323752e-02
9.500000e+02 3.323757e-02
9.600000e+02 3.323761e-02
9.700000e+02 3.323765e-02
9.800000e+02 3.323768e-02
9.900000e+02 3.323771e-02
1.000000e+03 3.323774e-02
