# n=270
z c strct
-1.566694e-01 3.344140e-02 aus2
-1.533371e-01 3.344140e-02 aus2
-1.500048e-01 3.344140e-02 aus2
-1.466725e-01 3.344140e-02 aus2
-1.433402e-01 3.344140e-02 aus2
-1.400080e-01 3.344140e-02 aus2
-1.366757e-01 3.344140e-02 aus2
-1.333434e-01 3.344140e-02 aus2
-1.300111e-01 3.344140e-02 aus2
-1.266788e-01 3.344140e-02 aus2
-1.233466e-01 3.344140e-02 aus2
-1.200143e-01 3.344140e-02 aus2
-1.166820e-01 3.344140e-02 aus2
-1.133497e-01 3.344140e-02 aus2
-1.100174e-01 3.344140e-02 aus2
-1.066852e-01 3.344140e-02 aus2
-1.033529e-01 3.344140e-02 aus2
-1.000206e-01 3.344140e-02 aus2
-9.668831e-02 3.344140e-02 aus2
-9.335603e-02 3.344140e-02 aus2
-9.002374e-02 3.344140e-02 aus2
-8.669146e-02 3.344140e-02 aus2
-8.335918e-02 3.344140e-02 aus2
-8.002690e-02 3.344140e-02 aus2
-7.669462e-02 3.344140e-02 aus2
-7.336234e-02 3.344140e-02 aus2
-7.003006e-02 3.344140e-02 aus2
-6.669777e-02 3.344140e-02 aus2
-6.336549e-02 3.344140e-02 aus2
-6.003321e-02 3.344140e-02 aus2
-5.670093e-02 3.344140e-02 aus2
-5.336865e-02 3.344140e-02 aus2
-5.003637e-02 3.344140e-02 aus2
-4.670409e-02 3.344140e-02 aus2
-4.337181e-02 3.344140e-02 aus2
-4.003952e-02 3.344140e-02 aus2
-3.670724e-02 3.344140e-02 aus2
-3.337496e-02 3.344140e-02 aus2
-3.004268e-02 3.344140e-02 aus2
-2.671040e-02 3.344140e-02 aus2
-2.337812e-02 3.344140e-02 aus2
-2.004584e-02 3.344140e-02 aus2
-1.671355e-02 3.344140e-02 aus2
-1.338127e-02 3.344140e-02 aus2
-1.004899e-02 3.344141e-02 aus2
-6.716711e-03 3.344182e-02 aus2
-3.384430e-03 3.345593e-02 aus2
-5.214826e-05 3.382059e-02 aus2
-5.214826e-05 1.095971e-05 fer2
-4.635401e-05 1.095971e-05 fer2
-4.055975e-05 1.095971e-05 fer2
-3.476550e-05 1.095971e-05 fer2
-2.897125e-05 1.095971e-05 fer2
-2.317700e-05 1.095971e-05 fer2
-1.738275e-05 1.095971e-05 fer2
-1.158850e-05 1.095971e-05 fer2
-5.794251e-06 1.095971e-05 fer2
0.000000e+00 1.095971e-05 fer2
-1.160000e+00 3.344138e-02 mart
-1.149796e+00 3.344137e-02 mart
-1.139592e+00 3.344137e-02 mart
-1.129388e+00 3.344135e-02 mart
