# n=270
# ti=0.05 tf=10 tstep=0.05 ntime=200
z c strct
-1.139337e-01 3.344140e-02 aus2
-1.106353e-01 3.344140e-02 aus2
-1.073369e-01 3.344140e-02 aus2
-1.040384e-01 3.344140e-02 aus2
-1.007400e-01 3.344140e-02 aus2
-9.744152e-02 3.344140e-02 aus2
-9.414308e-02 3.344140e-02 aus2
-9.084463e-02 3.344140e-02 aus2
-8.754619e-02 3.344140e-02 aus2
-8.424774e-02 3.344140e-02 aus2
-8.094930e-02 3.344140e-02 aus2
-7.765085e-02 3.344140e-02 aus2
-7.435240e-02 3.344140e-02 aus2
-7.105396e-02 3.344140e-02 aus2
-6.775551e-02 3.344140e-02 aus2
-6.445707e-02 3.344140e-02 aus2
-6.115862e-02 3.344140e-02 aus2
-5.786018e-02 3.344140e-02 aus2
-5.456173e-02 3.344140e-02 aus2
-5.126329e-02 3.344140e-02 aus2
-4.796484e-02 3.344140e-02 aus2
-4.466640e-02 3.344140e-02 aus2
-4.136795e-02 3.344140e-02 aus2
-3.806951e-02 3.344140e-02 aus2
-3.477106e-02 3.344140e-02 aus2
-3.147262e-02 3.344140e-02 aus2
-2.817417e-02 3.344140e-02 aus2
-2.487573e-02 3.344140e-02 aus2
-2.157728e-02 3.344142e-02 aus2
-1.827884e-02 3.344171e-02 aus2
-1.498039e-02 3.344622e-02 aus2
-1.168194e-02 3.350563e-02 aus2
-8.383500e-03 3.414519e-02 aus2
-5.085054e-03 3.883731e-02 aus2
-1.786609e-03 5.211864e-02 aus2
-1.786609e-03 2.235243e-05 fer2
-1.588097e-03 2.235243e-05 fer2
-1.389585e-03 2.235243e-05 fer2
-1.191073e-03 2.235243e-05 fer2
-9.925605e-04 2.235243e-05 fer2
-7.940484e-04 2.235243e-05 fer2
-5.955363e-04 2.235243e-05 fer2
-3.970242e-04 2.235243e-05 fer2
-1.985121e-04 2.235243e-05 fer2
0.000000e+00 2.235243e-05 fer2
-1.160000e+00 3.052465e-02 mart
-1.149796e+00 3.051215e-02 mart
-1.139592e+00 3.047465e-02 mart
-1.129388e+00 3.041208e-02 mart
-1.119184e+00 3.032436e-02 mart
-1.108980e+00 3.021133e-02 mart
-1.098776e+00 3.007283e-02 mart
-1.088571e+00 2.990866e-02 mart
-1.078367e+00 2.971858e-02 mart
-1.068163e+00 2.950235e-02 mart
-1.057959e+00 2.925971e-02 mart
-1.047755e+00 2.899037e-02 mart
-1.037551e+00 2.869406e-02 mart
-1.027347e+00 2.837051e-02 mart
-1.017143e+00 2.801947e-02 mart
-1.006939e+00 2.764070e-02 mart
-9.967347e-01 2.723399e-02 mart
-9.865306e-01 2.679916e-02 mart
-9.763265e-01 2.633610e-02 mart
-9.661224e-01 2.584471e-02 mart
-9.559184e-01 2.532499e-02 mart
-9.457143e-01 2.477698e-02 mart
-9.355102e-01 2.420079e-02 mart
-9.253061e-01 2.359662e-02 mart
-9.151020e-01 2.296474e-02 mart
-9.048980e-01 2.230552e-02 mart
-8.946939e-01 2.161939e-02 mart
-8.844898e-01 2.090690e-02 mart
-8.742857e-01 2.016868e-02 mart
-8.640816e-01 1.940545e-02 mart
-8.538776e-01 1.861803e-02 mart
-8.436735e-01 1.780731e-02 mart
-8.334694e-01 1.697429e-02 mart
-8.232653e-01 1.612005e-02 mart
-8.130612e-01 1.524574e-02 mart
-8.028571e-01 1.435260e-02 mart
-7.926531e-01 1.344192e-02 mart
-7.824490e-01 1.251508e-02 mart
-7.722449e-01 1.157350e-02 mart
-7.620408e-01 1.061865e-02 mart
-7.518367e-01 9.652054e-03 mart
-7.416327e-01 8.675263e-03 mart
-7.314286e-01 7.689857e-03 mart
-7.212245e-01 6.697437e-03 mart
-7.110204e-01 5.699615e-03 mart
-7.008163e-01 4.698009e-03 mart
-6.906122e-01 3.694231e-03 mart
-6.804082e-01 2.689884e-03 mart
-6.702041e-01 1.686551e-03 mart
-6.600000e-01 6.857924e-04 mart
-6.600000e-01 1.624994e-01 aus1
-6.566955e-01 1.610791e-01 aus1
-6.533910e-01 1.595461e-01 aus1
-6.500865e-01 1.578828e-01 aus1
-6.467820e-01 1.560672e-01 aus1
-6.434775e-01 1.540713e-01 aus1
-6.401730e-01 1.518589e-01 aus1
-6.368685e-01 1.493817e-01 aus1
-6.335640e-01 1.465741e-01 aus1
-6.302594e-01 1.433433e-01 aus1
-6.269549e-01 1.395524e-01 aus1
-6.236504e-01 1.349884e-01 aus1
-6.203459e-01 1.292952e-01 aus1
-6.170414e-01 1.218150e-01 aus1
-6.137369e-01 1.111424e-01 aus1
-6.104324e-01 9.348203e-02 aus1
-6.071279e-01 5.213276e-02 aus1
-6.038234e-01 3.459701e-02 aus1
-6.005189e-01 3.349388e-02 aus1
-5.972144e-01 3.344370e-02 aus1
-5.939099e-01 3.344150e-02 aus1
-5.906054e-01 3.344140e-02 aus1
-5.873009e-01 3.344140e-02 aus1
-5.839964e-01 3.344140e-02 aus1
-5.806919e-01 3.344140e-02 aus1
-5.773874e-01 3.344140e-02 aus1
-5.740829e-01 3.344140e-02 aus1
-5.707783e-01 3.344140e-02 aus1
-5.674738e-01 3.344140e-02 aus1
-5.641693e-01 3.344140e-02 aus1
-5.608648e-01 3.344140e-02 aus1
-5.575603e-01 3.344140e-02 aus1
-5.542558e-01 3.344140e-02 aus1
-5.509513e-01 3.344140e-02 aus1
-5.476468e-01 3.344140e-02 aus1
-5.443423e-01 3.344140e-02 aus1
-5.410378e-01 3.344140e-02 aus1
-5.377333e-01 3.344140e-02 aus1
-5.344288e-01 3.344140e-02 aus1
-5.311243e-01 3.344140e-02 aus1
-5.278198e-01 3.344140e-02 aus1
-5.245153e-01 3.344140e-02 aus1
-5.212108e-01 3.344140e-02 aus1
-5.179063e-01 3.344140e-02 aus1
-5.146018e-01 3.344140e-02 aus1
-5.112972e-01 3.344140e-02 aus1
-5.079927e-01 3.344140e-02 aus1
-5.046882e-01 3.344140e-02 aus1
-5.013837e-01 3.344140e-02 aus1
-4.980792e-01 3.344140e-02 aus1
-4.947747e-01 3.344140e-02 aus1
-4.914702e-01 3.344140e-02 aus1
-4.881657e-01 3.344140e-02 aus1
-4.848612e-01 3.344140e-02 aus1
-4.815567e-01 3.344140e-02 aus1
-4.782522e-01 3.344140e-02 aus1
-4.749477e-01 3.344140e-02 aus1
-4.716432e-01 3.344140e-02 aus1
-4.683387e-01 3.344140e-02 aus1
-4.650342e-01 3.344140e-02 aus1
-4.617297e-01 3.344140e-02 aus1
-4.584252e-01 3.344140e-02 aus1
-4.551207e-01 3.344140e-02 aus1
-4.518161e-01 3.344140e-02 aus1
-4.485116e-01 3.344140e-02 aus1
-4.452071e-01 3.344140e-02 aus1
-4.419026e-01 3.344140e-02 aus1
-4.385981e-01 3.344140e-02 aus1
-4.352936e-01 3.344140e-02 aus1
-4.319891e-01 3.344140e-02 aus1
-4.286846e-01 3.344140e-02 aus1
-4.253801e-01 3.344140e-02 aus1
-4.220756e-01 3.344140e-02 aus1
-4.187711e-01 3.344140e-02 aus1
-4.154666e-01 3.344140e-02 aus1
-4.121621e-01 3.344140e-02 aus1
-4.088576e-01 3.344140e-02 aus1
-4.055531e-01 3.344140e-02 aus1
-4.022486e-01 3.344140e-02 aus1
-3.989441e-01 3.344140e-02 aus1
-3.956396e-01 3.344140e-02 aus1
-3.923350e-01 3.344140e-02 aus1
-3.890305e-01 3.344140e-02 aus1
-3.857260e-01 3.344140e-02 aus1
-3.824215e-01 3.344140e-02 aus1
-3.791170e-01 3.344140e-02 aus1
-3.758125e-01 3.344140e-02 aus1
-3.725080e-01 3.344140e-02 aus1
-3.692035e-01 3.344140e-02 aus1
-3.658990e-01 3.344140e-02 aus1
-3.625945e-01 3.344140e-02 aus1
-3.592900e-01 3.344142e-02 aus1
-3.559855e-01 3.344163e-02 aus1
-3.526810e-01 3.344347e-02 aus1
-3.493765e-01 3.345841e-02 aus1
-3.460720e-01 3.356432e-02 aus1
-3.427675e-01 3.419979e-02 aus1
-3.394630e-01 3.711789e-02 aus1
-3.361585e-01 4.500757e-02 aus1
-3.328539e-01 5.526798e-02 aus1
-3.328539e-01 2.490221e-05 fer1
-3.322197e-01 2.490235e-05 fer1
-3.315855e-01 2.490248e-05 fer1
-3.309512e-01 2.490261e-05 fer1
-3.303170e-01 2.490275e-05 fer1
-3.296827e-01 2.490288e-05 fer1
-3.290485e-01 2.490302e-05 fer1
-3.284143e-01 2.490315e-05 fer1
-3.277800e-01 2.490328e-05 fer1
-3.271458e-01 2.490342e-05 fer1
-3.271458e-01 5.526941e-02 aus2
-3.238716e-01 4.510616e-02 aus2
-3.205975e-01 3.722362e-02 aus2
-3.173233e-01 3.424210e-02 aus2
-3.140491e-01 3.357499e-02 aus2
-3.107750e-01 3.346049e-02 aus2
-3.075008e-01 3.344381e-02 aus2
-3.042266e-01 3.344167e-02 aus2
-3.009525e-01 3.344143e-02 aus2
-2.976783e-01 3.344140e-02 aus2
-2.944041e-01 3.344140e-02 aus2
-2.911300e-01 3.344140e-02 aus2
-2.878558e-01 3.344140e-02 aus2
-2.845817e-01 3.344140e-02 aus2
-2.813075e-01 3.344140e-02 aus2
-2.780333e-01 3.344140e-02 aus2
-2.747592e-01 3.344140e-02 aus2
-2.714850e-01 3.344140e-02 aus2
-2.682108e-01 3.344140e-02 aus2
-2.649367e-01 3.344140e-02 aus2
-2.616625e-01 3.344140e-02 aus2
-2.583883e-01 3.344140e-02 aus2
-2.551142e-01 3.344140e-02 aus2
-2.518400e-01 3.344140e-02 aus2
-2.485659e-01 3.344140e-02 aus2
-2.452917e-01 3.344140e-02 aus2
-2.420175e-01 3.344140e-02 aus2
-2.387434e-01 3.344140e-02 aus2
-2.354692e-01 3.344140e-02 aus2
-2.321950e-01 3.344140e-02 aus2
-2.289209e-01 3.344140e-02 aus2
-2.256467e-01 3.344140e-02 aus2
-2.223725e-01 3.344140e-02 aus2
-2.190984e-01 3.344140e-02 aus2
-2.158242e-01 3.344140e-02 aus2
-2.125501e-01 3.344140e-02 aus2
-2.092759e-01 3.344140e-02 aus2
-2.060017e-01 3.344140e-02 aus2
-2.027276e-01 3.344140e-02 aus2
-1.994534e-01 3.344140e-02 aus2
-1.961792e-01 3.344140e-02 aus2
-1.929051e-01 3.344140e-02 aus2
-1.896309e-01 3.344140e-02 aus2
-1.863567e-01 3.344140e-02 aus2
-1.830826e-01 3.344140e-02 aus2
-1.798084e-01 3.344140e-02 aus2
-1.765343e-01 3.344140e-02 aus2
-1.732601e-01 3.344140e-02 aus2
-1.699859e-01 3.344140e-02 aus2
-1.667118e-01 3.344140e-02 aus2
-1.634376e-01 3.344140e-02 aus2
-1.601634e-01 3.344140e-02 aus2
-1.568893e-01 3.344140e-02 aus2
-1.536151e-01 3.344140e-02 aus2
-1.503410e-01 3.344140e-02 aus2
-1.470668e-01 3.344140e-02 aus2
-1.437926e-01 3.344140e-02 aus2
