# n=250
z c strct
-1.160000e+00 3.344140e-02 mart
-1.149796e+00 3.344140e-02 mart
-1.139592e+00 3.344140e-02 mart
-1.129388e+00 3.344140e-02 mart
-1.119184e+00 3.344140e-02 mart
-1.108980e+00 3.344140e-02 mart
-1.098776e+00 3.344140e-02 mart
-1.088571e+00 3.344140e-02 mart
-1.078367e+00 3.344140e-02 mart
-1.068163e+00 3.344140e-02 mart
-1.057959e+00 3.344139e-02 mart
-1.047755e+00 3.344139e-02 mart
-1.037551e+00 3.344138e-02 mart
-1.027347e+00 3.344136e-02 mart
-1.017143e+00 3.344132e-02 mart
-1.006939e+00 3.344126e-02 mart
-9.967347e-01 3.344116e-02 mart
-9.865306e-01 3.344098e-02 mart
-9.763265e-01 3.344068e-02 mart
-9.661224e-01 3.344017e-02 mart
-9.559184e-01 3.343934e-02 mart
-9.457143e-01 3.343798e-02 mart
-9.355102e-01 3.343583e-02 mart
-9.253061e-01 3.343243e-02 mart
-9.151020e-01 3.342715e-02 mart
-9.048980e-01 3.341910e-02 mart
-8.946939e-01 3.340700e-02 mart
-8.844898e-01 3.338909e-02 mart
-8.742857e-01 3.336303e-02 mart
-8.640816e-01 3.332575e-02 mart
-8.538776e-01 3.327332e-02 mart
-8.436735e-01 3.320089e-02 mart
-8.334694e-01 3.310268e-02 mart
-8.232653e-01 3.297203e-02 mart
-8.130612e-01 3.280164e-02 mart
-8.028571e-01 3.258400e-02 mart
-7.926531e-01 3.231198e-02 mart
-7.824490e-01 3.197966e-02 mart
-7.722449e-01 3.158337e-02 mart
-7.620408e-01 3.112279e-02 mart
-7.518367e-01 3.060200e-02 mart
-7.416327e-01 3.003034e-02 mart
-7.314286e-01 2.942281e-02 mart
-7.212245e-01 2.879983e-02 mart
-7.110204e-01 2.818615e-02 mart
-7.008163e-01 2.760887e-02 mart
-6.906122e-01 2.709457e-02 mart
-6.804082e-01 2.666581e-02 mart
-6.702041e-01 2.633718e-02 mart
-6.600000e-01 2.611167e-02 mart
-6.600000e-01 1.128870e-01 aust
-6.566834e-01 9.755991e-02 aust
-6.533668e-01 5.749917e-02 aust
-6.500503e-01 3.457719e-02 aust
-6.467337e-01 3.346980e-02 aust
-6.434171e-01 3.344200e-02 aust
-6.401005e-01 3.344141e-02 aust
-6.367839e-01 3.344140e-02 aust
-6.334673e-01 3.344140e-02 aust
-6.301508e-01 3.344140e-02 aust
-6.268342e-01 3.344140e-02 aust
-6.235176e-01 3.344140e-02 aust
-6.202010e-01 3.344140e-02 aust
-6.168844e-01 3.344140e-02 aust
-6.135678e-01 3.344140e-02 aust
-6.102513e-01 3.344140e-02 aust
-6.069347e-01 3.344140e-02 aust
-6.036181e-01 3.344140e-02 aust
-6.003015e-01 3.344140e-02 aust
-5.969849e-01 3.344140e-02 aust
-5.936683e-01 3.344140e-02 aust
-5.903518e-01 3.344140e-02 aust
-5.870352e-01 3.344140e-02 aust
-5.837186e-01 3.344140e-02 aust
-5.804020e-01 3.344140e-02 aust
-5.770854e-01 3.344140e-02 aust
-5.737688e-01 3.344140e-02 aust
-5.704523e-01 3.344140e-02 aust
-5.671357e-01 3.344140e-02 aust
-5.638191e-01 3.344140e-02 aust
-5.605025e-01 3.344140e-02 aust
-5.571859e-01 3.344140e-02 aust
-5.538693e-01 3.344140e-02 aust
-5.505528e-01 3.344140e-02 aust
-5.472362e-01 3.344140e-02 aust
-5.439196e-01 3.344140e-02 aust
-5.406030e-01 3.344140e-02 aust
-5.372864e-01 3.344140e-02 aust
-5.339698e-01 3.344140e-02 aust
-5.306533e-01 3.344140e-02 aust
-5.273367e-01 3.344140e-02 aust
-5.240201e-01 3.344140e-02 aust
-5.207035e-01 3.344140e-02 aust
-5.173869e-01 3.344140e-02 aust
-5.140704e-01 3.344140e-02 aust
-5.107538e-01 3.344140e-02 aust
-5.074372e-01 3.344140e-02 aust
-5.041206e-01 3.344140e-02 aust
-5.008040e-01 3.344140e-02 aust
-4.974874e-01 3.344140e-02 aust
-4.941709e-01 3.344140e-02 aust
-4.908543e-01 3.344140e-02 aust
-4.875377e-01 3.344140e-02 aust
-4.842211e-01 3.344140e-02 aust
-4.809045e-01 3.344140e-02 aust
-4.775879e-01 3.344140e-02 aust
-4.742714e-01 3.344140e-02 aust
-4.709548e-01 3.344140e-02 aust
-4.676382e-01 3.344140e-02 aust
-4.643216e-01 3.344140e-02 aust
-4.610050e-01 3.344140e-02 aust
-4.576884e-01 3.344140e-02 aust
-4.543719e-01 3.344140e-02 aust
-4.510553e-01 3.344140e-02 aust
-4.477387e-01 3.344140e-02 aust
-4.444221e-01 3.344140e-02 aust
-4.411055e-01 3.344140e-02 aust
-4.377889e-01 3.344140e-02 aust
-4.344724e-01 3.344140e-02 aust
-4.311558e-01 3.344140e-02 aust
-4.278392e-01 3.344140e-02 aust
-4.245226e-01 3.344140e-02 aust
-4.212060e-01 3.344140e-02 aust
-4.178894e-01 3.344140e-02 aust
-4.145729e-01 3.344140e-02 aust
-4.112563e-01 3.344140e-02 aust
-4.079397e-01 3.344140e-02 aust
-4.046231e-01 3.344140e-02 aust
-4.013065e-01 3.344140e-02 aust
-3.979899e-01 3.344140e-02 aust
-3.946734e-01 3.344140e-02 aust
-3.913568e-01 3.344140e-02 aust
-3.880402e-01 3.344140e-02 aust
-3.847236e-01 3.344140e-02 aust
-3.814070e-01 3.344140e-02 aust
-3.780905e-01 3.344140e-02 aust
-3.747739e-01 3.344140e-02 aust
-3.714573e-01 3.344140e-02 aust
-3.681407e-01 3.344140e-02 aust
-3.648241e-01 3.344140e-02 aust
-3.615075e-01 3.344140e-02 aust
-3.581910e-01 3.344140e-02 aust
-3.548744e-01 3.344140e-02 aust
-3.515578e-01 3.344140e-02 aust
-3.482412e-01 3.344140e-02 aust
-3.449246e-01 3.344140e-02 aust
-3.416080e-01 3.344140e-02 aust
-3.382915e-01 3.344140e-02 aust
-3.349749e-01 3.344140e-02 aust
-3.316583e-01 3.344140e-02 aust
-3.283417e-01 3.344140e-02 aust
-3.250251e-01 3.344140e-02 aust
-3.217085e-01 3.344140e-02 aust
-3.183920e-01 3.344140e-02 aust
-3.150754e-01 3.344140e-02 aust
-3.117588e-01 3.344140e-02 aust
-3.084422e-01 3.344140e-02 aust
-3.051256e-01 3.344140e-02 aust
-3.018090e-01 3.344140e-02 aust
-2.984925e-01 3.344140e-02 aust
-2.951759e-01 3.344140e-02 aust
-2.918593e-01 3.344140e-02 aust
-2.885427e-01 3.344140e-02 aust
-2.852261e-01 3.344140e-02 aust
-2.819095e-01 3.344140e-02 aust
-2.785930e-01 3.344140e-02 aust
-2.752764e-01 3.344140e-02 aust
-2.719598e-01 3.344140e-02 aust
-2.686432e-01 3.344140e-02 aust
-2.653266e-01 3.344140e-02 aust
-2.620101e-01 3.344140e-02 aust
-2.586935e-01 3.344140e-02 aust
-2.553769e-01 3.344140e-02 aust
-2.520603e-01 3.344140e-02 aust
-2.487437e-01 3.344140e-02 aust
-2.454271e-01 3.344140e-02 aust
-2.421106e-01 3.344140e-02 aust
-2.387940e-01 3.344140e-02 aust
-2.354774e-01 3.344140e-02 aust
-2.321608e-01 3.344140e-02 aust
-2.288442e-01 3.344140e-02 aust
-2.255276e-01 3.344140e-02 aust
-2.222111e-01 3.344140e-02 aust
-2.188945e-01 3.344140e-02 aust
-2.155779e-01 3.344140e-02 aust
-2.122613e-01 3.344140e-02 aust
-2.089447e-01 3.344140e-02 aust
-2.056281e-01 3.344140e-02 aust
-2.023116e-01 3.344140e-02 aust
-1.989950e-01 3.344140e-02 aust
-1.956784e-01 3.344140e-02 aust
-1.923618e-01 3.344140e-02 aust
-1.890452e-01 3.344140e-02 aust
-1.857286e-01 3.344140e-02 aust
-1.824121e-01 3.344140e-02 aust
-1.790955e-01 3.344140e-02 aust
-1.757789e-01 3.344140e-02 aust
-1.724623e-01 3.344140e-02 aust
-1.691457e-01 3.344140e-02 aust
-1.658291e-01 3.344140e-02 aust
-1.625126e-01 3.344140e-02 aust
-1.591960e-01 3.344140e-02 aust
-1.558794e-01 3.344140e-02 aust
-1.525628e-01 3.344140e-02 aust
-1.492462e-01 3.344140e-02 aust
-1.459296e-01 3.344140e-02 aust
-1.426131e-01 3.344140e-02 aust
