mart_FoFo_mu16e3.log @ arthur-ltf
2018-06-22T21:08:42

c0 = 3.344140e-02 (approx 0.74 wt.%)
T_C = 375.0 [oC]
total_time = 1000.0 [s]; n_time = 2198

mart: structure = bcc; E = 0.0 [J/mol]; type_D = 3 (pseudophase alpha + carbides)
      thermodynamical data: thermo/FoFo/TCFE8/375-bcc.txt
      z0 = -1.16 um; zn = -0.66 um; n = 20
aust: structure = fcc; E = 0.0 [J/mol]; type_D = 0 (comp.local)
      thermodynamical data: thermo/FoFo/TCFE8/375-fcc.txt
      z0 = -0.66 um; zn = 0.00 um; n = 100
intf: type_int = 1 (fixed.fluxes)

 1464: t=633.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1466: t=634.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1468: t=635.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1470: t=636.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1472: t=637.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1474: t=638.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1476: t=639.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1478: t=640.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1480: t=641.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1482: t=642.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1484: t=643.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1486: t=644.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1488: t=645.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1490: t=646.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1492: t=647.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1494: t=648.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1496: t=649.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1498: t=650.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1500: t=651.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1502: t=652.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1504: t=653.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1506: t=654.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1508: t=655.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1510: t=656.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1512: t=657.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1514: t=658.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1516: t=659.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1518: t=660.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1520: t=661.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1522: t=662.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1524: t=663.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1526: t=664.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1528: t=665.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1530: t=666.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1532: t=667.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1534: t=668.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1536: t=669.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1538: t=670.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1540: t=671.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1542: t=672.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1544: t=673.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1546: t=674.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1548: t=675.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1550: t=676.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1552: t=677.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1554: t=678.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1556: t=679.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1558: t=680.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1560: t=681.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1562: t=682.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1564: t=683.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1566: t=684.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1568: t=685.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1570: t=686.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1572: t=687.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1574: t=688.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1576: t=689.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1578: t=690.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1580: t=691.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1582: t=692.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1584: t=693.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1586: t=694.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1588: t=695.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1590: t=696.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1592: t=697.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1594: t=698.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1596: t=699.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1598: t=700.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1600: t=701.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1602: t=702.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1604: t=703.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1606: t=704.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1608: t=705.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1610: t=706.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1612: t=707.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1614: t=708.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1616: t=709.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1618: t=710.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1620: t=711.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1622: t=712.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1624: t=713.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1626: t=714.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1628: t=715.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1630: t=716.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1632: t=717.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1634: t=718.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1636: t=719.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1638: t=720.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1640: t=721.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1642: t=722.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1644: t=723.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1646: t=724.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1648: t=725.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1650: t=726.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1652: t=727.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1654: t=728.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1656: t=729.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1658: t=730.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1660: t=731.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1662: t=732.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1664: t=733.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1666: t=734.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1668: t=735.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1670: t=736.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1672: t=737.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1674: t=738.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1676: t=739.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1678: t=740.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1680: t=741.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1682: t=742.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1684: t=743.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1686: t=744.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1688: t=745.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1690: t=746.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1692: t=747.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1694: t=748.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1696: t=749.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1698: t=750.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1700: t=751.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1702: t=752.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1704: t=753.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1706: t=754.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1708: t=755.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1710: t=756.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1712: t=757.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1714: t=758.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1716: t=759.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1718: t=760.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1720: t=761.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1722: t=762.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1724: t=763.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1726: t=764.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1728: t=765.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1730: t=766.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1732: t=767.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1734: t=768.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1736: t=769.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1738: t=770.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1740: t=771.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1742: t=772.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1744: t=773.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1746: t=774.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1748: t=775.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1750: t=776.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1752: t=777.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1754: t=778.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1756: t=779.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1758: t=780.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1760: t=781.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1762: t=782.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1764: t=783.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1766: t=784.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1768: t=785.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1770: t=786.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1772: t=787.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1774: t=788.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1776: t=789.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1778: t=790.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1780: t=791.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1782: t=792.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1784: t=793.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1786: t=794.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1788: t=795.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1790: t=796.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1792: t=797.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1794: t=798.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1796: t=799.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1798: t=800.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1800: t=801.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1802: t=802.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1804: t=803.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1806: t=804.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1808: t=805.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1810: t=806.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1812: t=807.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1814: t=808.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1816: t=809.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1818: t=810.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1820: t=811.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1822: t=812.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1824: t=813.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1826: t=814.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1828: t=815.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1830: t=816.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1832: t=817.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1834: t=818.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1836: t=819.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1838: t=820.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1840: t=821.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1842: t=822.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1844: t=823.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1846: t=824.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1848: t=825.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1850: t=826.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1852: t=827.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1854: t=828.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1856: t=829.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1858: t=830.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1860: t=831.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1862: t=832.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1864: t=833.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1866: t=834.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1868: t=835.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1870: t=836.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1872: t=837.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1874: t=838.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1876: t=839.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1878: t=840.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1880: t=841.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1882: t=842.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1884: t=843.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1886: t=844.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1888: t=845.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1890: t=846.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1892: t=847.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1894: t=848.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1896: t=849.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1898: t=850.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1900: t=851.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1902: t=852.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1904: t=853.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1906: t=854.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1908: t=855.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1910: t=856.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1912: t=857.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1914: t=858.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1916: t=859.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1918: t=860.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1920: t=861.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1922: t=862.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1924: t=863.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1926: t=864.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1928: t=865.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1930: t=866.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1932: t=867.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1934: t=868.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1936: t=869.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1938: t=870.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1940: t=871.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1942: t=872.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1944: t=873.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1946: t=874.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1948: t=875.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1950: t=876.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1952: t=877.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1954: t=878.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1956: t=879.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1958: t=880.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1960: t=881.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1962: t=882.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1964: t=883.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1966: t=884.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1968: t=885.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1970: t=886.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1972: t=887.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1974: t=888.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1976: t=889.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1978: t=890.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1980: t=891.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1982: t=892.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1984: t=893.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1986: t=894.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1988: t=895.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1990: t=896.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1992: t=897.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1994: t=898.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1996: t=899.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 1998: t=900.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2000: t=901.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2002: t=902.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2004: t=903.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2006: t=904.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2008: t=905.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2010: t=906.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2012: t=907.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2014: t=908.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2016: t=909.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2018: t=910.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2020: t=911.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2022: t=912.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2024: t=913.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2026: t=914.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2028: t=915.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2030: t=916.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2032: t=917.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2034: t=918.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2036: t=919.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2038: t=920.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2040: t=921.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2042: t=922.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2044: t=923.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2046: t=924.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2048: t=925.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2050: t=926.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2052: t=927.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2054: t=928.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2056: t=929.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2058: t=930.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2060: t=931.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2062: t=932.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2064: t=933.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2066: t=934.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2068: t=935.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2070: t=936.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2072: t=937.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2074: t=938.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2076: t=939.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2078: t=940.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2080: t=941.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2082: t=942.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2084: t=943.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2086: t=944.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2088: t=945.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2090: t=946.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2092: t=947.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2094: t=948.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2096: t=949.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2098: t=950.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2100: t=951.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2102: t=952.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2104: t=953.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2106: t=954.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2108: t=955.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2110: t=956.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2112: t=957.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2114: t=958.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2116: t=959.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2118: t=960.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2120: t=961.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2122: t=962.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2124: t=963.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2126: t=964.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2128: t=965.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2130: t=966.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2132: t=967.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2134: t=968.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2136: t=969.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2138: t=970.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2140: t=971.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2142: t=972.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2144: t=973.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2146: t=974.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2148: t=975.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2150: t=976.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2152: t=977.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2154: t=978.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2156: t=979.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2158: t=980.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2160: t=981.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2162: t=982.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2164: t=983.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2166: t=984.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2168: t=985.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2170: t=986.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2172: t=987.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2174: t=988.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2176: t=989.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2178: t=990.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2180: t=991.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2182: t=992.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2184: t=993.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2186: t=994.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2188: t=995.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2190: t=996.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2192: t=997.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2194: t=998.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2196: t=999.000, cavg*=1, r_mart=218.176, r_aust=1.57066
 2198: t=1000.000, cavg*=1, r_mart=218.176, r_aust=1.57066
Time elapsed: 3.24 s

