t mart aust
1.693085e+02 4.796069e-05 5.972292e-02
1.693585e+02 4.795669e-05 5.972291e-02
1.694085e+02 4.795270e-05 5.972289e-02
1.694585e+02 4.794871e-05 5.972288e-02
1.695085e+02 4.794473e-05 5.972287e-02
1.695585e+02 4.794074e-05 5.972285e-02
1.696085e+02 4.793676e-05 5.972284e-02
1.696585e+02 4.793278e-05 5.972283e-02
1.697085e+02 4.792880e-05 5.972281e-02
1.697585e+02 4.792482e-05 5.972280e-02
1.698085e+02 4.792085e-05 5.972279e-02
1.698585e+02 4.791688e-05 5.972277e-02
1.699085e+02 4.791291e-05 5.972276e-02
1.699585e+02 4.790894e-05 5.972275e-02
1.700085e+02 4.790497e-05 5.972273e-02
1.700585e+02 4.790101e-05 5.972272e-02
1.701085e+02 4.789705e-05 5.972271e-02
1.701585e+02 4.789309e-05 5.972269e-02
1.702085e+02 4.788913e-05 5.972268e-02
1.702585e+02 4.788517e-05 5.972267e-02
1.703085e+02 4.788122e-05 5.972265e-02
1.703585e+02 4.787727e-05 5.972264e-02
1.704085e+02 4.787332e-05 5.972263e-02
1.704585e+02 4.786937e-05 5.972261e-02
1.705085e+02 4.786542e-05 5.972260e-02
1.705585e+02 4.786148e-05 5.972259e-02
1.706085e+02 4.785754e-05 5.972257e-02
1.706585e+02 4.785360e-05 5.972256e-02
1.707085e+02 4.784966e-05 5.972255e-02
1.707585e+02 4.784573e-05 5.972253e-02
1.708085e+02 4.784179e-05 5.972252e-02
1.708585e+02 4.783786e-05 5.972251e-02
1.709085e+02 4.783393e-05 5.972249e-02
1.709585e+02 4.783001e-05 5.972248e-02
1.710086e+02 4.782608e-05 5.972247e-02
1.710586e+02 4.782216e-05 5.972245e-02
1.711086e+02 4.781824e-05 5.972244e-02
1.711586e+02 4.781432e-05 5.972243e-02
1.712086e+02 4.781040e-05 5.972241e-02
1.712586e+02 4.780649e-05 5.972240e-02
1.713086e+02 4.780258e-05 5.972239e-02
1.713586e+02 4.779867e-05 5.972238e-02
1.714086e+02 4.779476e-05 5.972236e-02
1.714586e+02 4.779085e-05 5.972235e-02
1.715086e+02 4.778695e-05 5.972234e-02
1.715586e+02 4.778304e-05 5.972232e-02
1.716086e+02 4.777914e-05 5.972231e-02
1.716586e+02 4.777525e-05 5.972230e-02
1.717086e+02 4.777135e-05 5.972228e-02
1.717586e+02 4.776746e-05 5.972227e-02
1.718086e+02 4.776356e-05 5.972226e-02
1.718586e+02 4.775967e-05 5.972224e-02
1.719086e+02 4.775579e-05 5.972223e-02
1.719586e+02 4.775190e-05 5.972222e-02
1.720086e+02 4.774802e-05 5.972220e-02
1.720586e+02 4.774413e-05 5.972219e-02
1.721086e+02 4.774025e-05 5.972218e-02
1.721586e+02 4.773638e-05 5.972216e-02
1.722086e+02 4.773250e-05 5.972215e-02
1.722586e+02 4.772863e-05 5.972214e-02
1.723086e+02 4.772475e-05 5.972212e-02
1.723586e+02 4.772088e-05 5.972211e-02
1.724086e+02 4.771702e-05 5.972210e-02
1.724586e+02 4.771315e-05 5.972208e-02
1.725086e+02 4.770929e-05 5.972207e-02
1.725586e+02 4.770542e-05 5.972206e-02
1.726086e+02 4.770157e-05 5.972205e-02
1.726586e+02 4.769771e-05 5.972203e-02
1.727086e+02 4.769385e-05 5.972202e-02
1.727586e+02 4.769000e-05 5.972201e-02
1.728086e+02 4.768615e-05 5.972199e-02
1.728586e+02 4.768230e-05 5.972198e-02
1.729086e+02 4.767845e-05 5.972197e-02
1.729586e+02 4.767460e-05 5.972195e-02
1.730087e+02 4.767076e-05 5.972194e-02
1.730587e+02 4.766692e-05 5.972193e-02
1.731087e+02 4.766308e-05 5.972191e-02
1.731587e+02 4.765924e-05 5.972190e-02
1.732087e+02 4.765540e-05 5.972189e-02
1.732587e+02 4.765157e-05 5.972188e-02
1.733087e+02 4.764774e-05 5.972186e-02
1.733587e+02 4.764391e-05 5.972185e-02
1.734087e+02 4.764008e-05 5.972184e-02
1.734587e+02 4.763626e-05 5.972182e-02
1.735087e+02 4.763243e-05 5.972181e-02
1.735587e+02 4.762861e-05 5.972180e-02
1.736087e+02 4.762479e-05 5.972178e-02
1.736587e+02 4.762097e-05 5.972177e-02
1.737087e+02 4.761716e-05 5.972176e-02
1.737587e+02 4.761334e-05 5.972174e-02
1.738087e+02 4.760953e-05 5.972173e-02
1.738587e+02 4.760572e-05 5.972172e-02
1.739087e+02 4.760192e-05 5.972171e-02
1.739587e+02 4.759811e-05 5.972169e-02
1.740087e+02 4.759431e-05 5.972168e-02
1.740587e+02 4.759050e-05 5.972167e-02
1.741087e+02 4.758670e-05 5.972165e-02
1.741587e+02 4.758291e-05 5.972164e-02
1.742087e+02 4.757911e-05 5.972163e-02
1.742587e+02 4.757532e-05 5.972161e-02
1.743087e+02 4.757152e-05 5.972160e-02
1.743587e+02 4.756773e-05 5.972159e-02
1.744087e+02 4.756395e-05 5.972158e-02
1.744587e+02 4.756016e-05 5.972156e-02
1.745087e+02 4.755638e-05 5.972155e-02
1.745587e+02 4.755259e-05 5.972154e-02
1.746087e+02 4.754881e-05 5.972152e-02
1.746587e+02 4.754504e-05 5.972151e-02
1.747087e+02 4.754126e-05 5.972150e-02
1.747587e+02 4.753749e-05 5.972149e-02
1.748087e+02 4.753371e-05 5.972147e-02
1.748587e+02 4.752994e-05 5.972146e-02
1.749087e+02 4.752618e-05 5.972145e-02
1.749587e+02 4.752241e-05 5.972143e-02
1.750088e+02 4.751864e-05 5.972142e-02
1.750588e+02 4.751488e-05 5.972141e-02
1.751088e+02 4.751112e-05 5.972139e-02
1.751588e+02 4.750736e-05 5.972138e-02
1.752088e+02 4.750361e-05 5.972137e-02
1.752588e+02 4.749985e-05 5.972136e-02
1.753088e+02 4.749610e-05 5.972134e-02
1.753588e+02 4.749235e-05 5.972133e-02
1.754088e+02 4.748860e-05 5.972132e-02
1.754588e+02 4.748485e-05 5.972130e-02
1.755088e+02 4.748111e-05 5.972129e-02
1.755588e+02 4.747737e-05 5.972128e-02
1.756088e+02 4.747362e-05 5.972127e-02
1.756588e+02 4.746989e-05 5.972125e-02
1.757088e+02 4.746615e-05 5.972124e-02
1.757588e+02 4.746241e-05 5.972123e-02
1.758088e+02 4.745868e-05 5.972121e-02
1.758588e+02 4.745495e-05 5.972120e-02
1.759088e+02 4.745122e-05 5.972119e-02
1.759588e+02 4.744749e-05 5.972118e-02
1.760088e+02 4.744377e-05 5.972116e-02
1.760588e+02 4.744004e-05 5.972115e-02
1.761088e+02 4.743632e-05 5.972114e-02
1.761588e+02 4.743260e-05 5.972112e-02
1.762088e+02 4.742889e-05 5.972111e-02
1.762588e+02 4.742517e-05 5.972110e-02
1.763088e+02 4.742146e-05 5.972109e-02
1.763588e+02 4.741774e-05 5.972107e-02
1.764088e+02 4.741403e-05 5.972106e-02
1.764588e+02 4.741033e-05 5.972105e-02
1.765088e+02 4.740662e-05 5.972104e-02
1.765588e+02 4.740292e-05 5.972102e-02
1.766088e+02 4.739921e-05 5.972101e-02
1.766588e+02 4.739551e-05 5.972100e-02
1.767088e+02 4.739182e-05 5.972098e-02
1.767588e+02 4.738812e-05 5.972097e-02
1.768088e+02 4.738442e-05 5.972096e-02
1.768588e+02 4.738073e-05 5.972095e-02
1.769088e+02 4.737704e-05 5.972093e-02
1.769588e+02 4.737335e-05 5.972092e-02
1.770089e+02 4.736967e-05 5.972091e-02
1.770589e+02 4.736598e-05 5.972089e-02
1.771089e+02 4.736230e-05 5.972088e-02
1.771589e+02 4.735862e-05 5.972087e-02
1.772089e+02 4.735494e-05 5.972086e-02
1.772589e+02 4.735126e-05 5.972084e-02
1.773089e+02 4.734759e-05 5.972083e-02
1.773589e+02 4.734391e-05 5.972082e-02
1.774089e+02 4.734024e-05 5.972081e-02
1.774589e+02 4.733657e-05 5.972079e-02
1.775089e+02 4.733290e-05 5.972078e-02
1.775589e+02 4.732924e-05 5.972077e-02
1.776089e+02 4.732557e-05 5.972076e-02
1.776589e+02 4.732191e-05 5.972074e-02
1.777089e+02 4.731825e-05 5.972073e-02
1.777589e+02 4.731459e-05 5.972072e-02
1.778089e+02 4.731094e-05 5.972070e-02
1.778589e+02 4.730728e-05 5.972069e-02
1.779089e+02 4.730363e-05 5.972068e-02
1.779589e+02 4.729998e-05 5.972067e-02
1.780089e+02 4.729633e-05 5.972065e-02
1.780589e+02 4.729268e-05 5.972064e-02
1.781089e+02 4.728904e-05 5.972063e-02
1.781589e+02 4.728540e-05 5.972062e-02
1.782089e+02 4.728175e-05 5.972060e-02
1.782589e+02 4.727812e-05 5.972059e-02
1.783089e+02 4.727448e-05 5.972058e-02
1.783589e+02 4.727084e-05 5.972057e-02
1.784089e+02 4.726721e-05 5.972055e-02
1.784589e+02 4.726358e-05 5.972054e-02
1.785089e+02 4.725995e-05 5.972053e-02
1.785589e+02 4.725632e-05 5.972051e-02
1.786089e+02 4.725269e-05 5.972050e-02
1.786589e+02 4.724907e-05 5.972049e-02
1.787089e+02 4.724545e-05 5.972048e-02
1.787589e+02 4.724183e-05 5.972046e-02
1.788089e+02 4.723820e-05 5.972045e-02
1.788589e+02 4.723457e-05 5.972044e-02
1.789089e+02 4.723095e-05 5.972043e-02
1.789589e+02 4.722732e-05 5.972041e-02
1.790090e+02 4.722370e-05 5.972040e-02
1.790590e+02 4.722007e-05 5.972039e-02
1.791090e+02 4.721645e-05 5.972038e-02
1.791590e+02 4.721282e-05 5.972036e-02
1.792090e+02 4.720920e-05 5.972035e-02
1.792590e+02 4.720558e-05 5.972034e-02
1.793090e+02 4.720196e-05 5.972033e-02
1.793590e+02 4.719834e-05 5.972031e-02
1.794090e+02 4.719472e-05 5.972030e-02
1.794590e+02 4.719110e-05 5.972029e-02
1.795090e+02 4.718749e-05 5.972028e-02
1.795590e+02 4.718388e-05 5.972026e-02
1.796090e+02 4.718026e-05 5.972025e-02
1.796590e+02 4.717665e-05 5.972024e-02
1.797090e+02 4.717305e-05 5.972023e-02
1.797590e+02 4.716944e-05 5.972021e-02
1.798090e+02 4.716583e-05 5.972020e-02
1.798590e+02 4.716223e-05 5.972019e-02
1.799090e+02 4.715863e-05 5.972018e-02
1.799590e+02 4.715503e-05 5.972016e-02
1.800090e+02 4.715143e-05 5.972015e-02
1.800590e+02 4.714784e-05 5.972014e-02
1.801090e+02 4.714424e-05 5.972013e-02
1.801590e+02 4.714065e-05 5.972011e-02
1.802090e+02 4.713706e-05 5.972010e-02
1.802590e+02 4.713347e-05 5.972009e-02
1.803090e+02 4.712988e-05 5.972008e-02
1.803590e+02 4.712630e-05 5.972007e-02
1.804090e+02 4.712271e-05 5.972005e-02
1.804590e+02 4.711913e-05 5.972004e-02
1.805090e+02 4.711555e-05 5.972003e-02
1.805590e+02 4.711197e-05 5.972002e-02
1.806090e+02 4.710840e-05 5.972000e-02
1.806590e+02 4.710482e-05 5.971999e-02
1.807090e+02 4.710125e-05 5.971998e-02
1.807590e+02 4.709768e-05 5.971997e-02
1.808090e+02 4.709411e-05 5.971995e-02
1.808590e+02 4.709055e-05 5.971994e-02
1.809090e+02 4.708698e-05 5.971993e-02
1.809590e+02 4.708342e-05 5.971992e-02
1.810091e+02 4.707986e-05 5.971990e-02
1.810591e+02 4.707630e-05 5.971989e-02
1.811091e+02 4.707274e-05 5.971988e-02
1.811591e+02 4.706918e-05 5.971987e-02
1.812091e+02 4.706563e-05 5.971985e-02
1.812591e+02 4.706208e-05 5.971984e-02
1.813091e+02 4.705853e-05 5.971983e-02
1.813591e+02 4.705498e-05 5.971982e-02
1.814091e+02 4.705143e-05 5.971981e-02
1.814591e+02 4.704789e-05 5.971979e-02
1.815091e+02 4.704434e-05 5.971978e-02
1.815591e+02 4.704080e-05 5.971977e-02
1.816091e+02 4.703726e-05 5.971976e-02
1.816591e+02 4.703372e-05 5.971974e-02
1.817091e+02 4.703019e-05 5.971973e-02
1.817591e+02 4.702666e-05 5.971972e-02
1.818091e+02 4.702312e-05 5.971971e-02
1.818591e+02 4.701959e-05 5.971969e-02
1.819091e+02 4.701606e-05 5.971968e-02
1.819591e+02 4.701254e-05 5.971967e-02
1.820091e+02 4.700901e-05 5.971966e-02
1.820591e+02 4.700549e-05 5.971965e-02
1.821091e+02 4.700197e-05 5.971963e-02
1.821591e+02 4.699845e-05 5.971962e-02
1.822091e+02 4.699493e-05 5.971961e-02
1.822591e+02 4.699142e-05 5.971960e-02
1.823091e+02 4.698790e-05 5.971958e-02
1.823591e+02 4.698439e-05 5.971957e-02
1.824091e+02 4.698088e-05 5.971956e-02
1.824591e+02 4.697737e-05 5.971955e-02
1.825091e+02 4.697387e-05 5.971954e-02
1.825591e+02 4.697036e-05 5.971952e-02
1.826091e+02 4.696686e-05 5.971951e-02
1.826591e+02 4.696336e-05 5.971950e-02
1.827091e+02 4.695986e-05 5.971949e-02
1.827591e+02 4.695636e-05 5.971947e-02
1.828091e+02 4.695286e-05 5.971946e-02
1.828591e+02 4.694937e-05 5.971945e-02
1.829091e+02 4.694588e-05 5.971944e-02
1.829591e+02 4.694239e-05 5.971943e-02
1.830092e+02 4.693890e-05 5.971941e-02
1.830592e+02 4.693541e-05 5.971940e-02
1.831092e+02 4.693193e-05 5.971939e-02
1.831592e+02 4.692844e-05 5.971938e-02
1.832092e+02 4.692496e-05 5.971937e-02
1.832592e+02 4.692148e-05 5.971935e-02
1.833092e+02 4.691801e-05 5.971934e-02
1.833592e+02 4.691453e-05 5.971933e-02
1.834092e+02 4.691106e-05 5.971932e-02
1.834592e+02 4.690758e-05 5.971930e-02
1.835092e+02 4.690411e-05 5.971929e-02
1.835592e+02 4.690064e-05 5.971928e-02
1.836092e+02 4.689718e-05 5.971927e-02
1.836592e+02 4.689371e-05 5.971926e-02
1.837092e+02 4.689025e-05 5.971924e-02
1.837592e+02 4.688679e-05 5.971923e-02
1.838092e+02 4.688333e-05 5.971922e-02
1.838592e+02 4.687987e-05 5.971921e-02
1.839092e+02 4.687641e-05 5.971920e-02
1.839592e+02 4.687296e-05 5.971918e-02
1.840092e+02 4.686951e-05 5.971917e-02
1.840592e+02 4.686606e-05 5.971916e-02
1.841092e+02 4.686261e-05 5.971915e-02
1.841592e+02 4.685916e-05 5.971913e-02
1.842092e+02 4.685571e-05 5.971912e-02
1.842592e+02 4.685227e-05 5.971911e-02
1.843092e+02 4.684883e-05 5.971910e-02
1.843592e+02 4.684539e-05 5.971909e-02
1.844092e+02 4.684195e-05 5.971907e-02
1.844592e+02 4.683851e-05 5.971906e-02
1.845092e+02 4.683508e-05 5.971905e-02
1.845592e+02 4.683164e-05 5.971904e-02
1.846092e+02 4.682821e-05 5.971903e-02
1.846592e+02 4.682478e-05 5.971901e-02
1.847092e+02 4.682136e-05 5.971900e-02
1.847592e+02 4.681793e-05 5.971899e-02
1.848092e+02 4.681451e-05 5.971898e-02
1.848592e+02 4.681108e-05 5.971897e-02
1.849092e+02 4.680766e-05 5.971895e-02
1.849592e+02 4.680424e-05 5.971894e-02
1.850093e+02 4.680083e-05 5.971893e-02
1.850593e+02 4.679741e-05 5.971892e-02
1.851093e+02 4.679400e-05 5.971891e-02
1.851593e+02 4.679059e-05 5.971889e-02
1.852093e+02 4.678718e-05 5.971888e-02
1.852593e+02 4.678377e-05 5.971887e-02
1.853093e+02 4.678036e-05 5.971886e-02
1.853593e+02 4.677696e-05 5.971885e-02
1.854093e+02 4.677355e-05 5.971883e-02
1.854593e+02 4.677015e-05 5.971882e-02
1.855093e+02 4.676675e-05 5.971881e-02
1.855593e+02 4.676336e-05 5.971880e-02
1.856093e+02 4.675996e-05 5.971879e-02
1.856593e+02 4.675657e-05 5.971877e-02
1.857093e+02 4.675317e-05 5.971876e-02
1.857593e+02 4.674978e-05 5.971875e-02
1.858093e+02 4.674639e-05 5.971874e-02
1.858593e+02 4.674301e-05 5.971873e-02
1.859093e+02 4.673962e-05 5.971871e-02
1.859593e+02 4.673624e-05 5.971870e-02
1.860093e+02 4.673286e-05 5.971869e-02
1.860593e+02 4.672947e-05 5.971868e-02
1.861093e+02 4.672610e-05 5.971867e-02
1.861593e+02 4.672272e-05 5.971866e-02
1.862093e+02 4.671934e-05 5.971864e-02
1.862593e+02 4.671597e-05 5.971863e-02
1.863093e+02 4.671260e-05 5.971862e-02
1.863593e+02 4.670923e-05 5.971861e-02
1.864093e+02 4.670586e-05 5.971860e-02
1.864593e+02 4.670250e-05 5.971858e-02
1.865093e+02 4.669913e-05 5.971857e-02
1.865593e+02 4.669577e-05 5.971856e-02
1.866093e+02 4.669241e-05 5.971855e-02
1.866593e+02 4.668905e-05 5.971854e-02
1.867093e+02 4.668569e-05 5.971852e-02
1.867593e+02 4.668234e-05 5.971851e-02
1.868093e+02 4.667898e-05 5.971850e-02
1.868593e+02 4.667563e-05 5.971849e-02
1.869093e+02 4.667228e-05 5.971848e-02
1.869593e+02 4.666893e-05 5.971847e-02
1.870094e+02 4.666558e-05 5.971845e-02
1.870594e+02 4.666224e-05 5.971844e-02
1.871094e+02 4.665889e-05 5.971843e-02
1.871594e+02 4.665555e-05 5.971842e-02
1.872094e+02 4.665221e-05 5.971841e-02
1.872594e+02 4.664887e-05 5.971839e-02
1.873094e+02 4.664554e-05 5.971838e-02
1.873594e+02 4.664220e-05 5.971837e-02
1.874094e+02 4.663887e-05 5.971836e-02
1.874594e+02 4.663554e-05 5.971835e-02
1.875094e+02 4.663221e-05 5.971834e-02
1.875594e+02 4.662888e-05 5.971832e-02
1.876094e+02 4.662555e-05 5.971831e-02
1.876594e+02 4.662223e-05 5.971830e-02
1.877094e+02 4.661890e-05 5.971829e-02
1.877594e+02 4.661558e-05 5.971828e-02
1.878094e+02 4.661226e-05 5.971826e-02
1.878594e+02 4.660894e-05 5.971825e-02
1.879094e+02 4.660563e-05 5.971824e-02
1.879594e+02 4.660231e-05 5.971823e-02
1.880094e+02 4.659900e-05 5.971822e-02
1.880594e+02 4.659569e-05 5.971821e-02
1.881094e+02 4.659238e-05 5.971819e-02
1.881594e+02 4.658907e-05 5.971818e-02
1.882094e+02 4.658577e-05 5.971817e-02
1.882594e+02 4.658246e-05 5.971816e-02
1.883094e+02 4.657916e-05 5.971815e-02
1.883594e+02 4.657586e-05 5.971814e-02
1.884094e+02 4.657256e-05 5.971812e-02
1.884594e+02 4.656926e-05 5.971811e-02
1.885094e+02 4.656597e-05 5.971810e-02
1.885594e+02 4.656267e-05 5.971809e-02
1.886094e+02 4.655938e-05 5.971808e-02
1.886594e+02 4.655609e-05 5.971807e-02
1.887094e+02 4.655280e-05 5.971805e-02
1.887594e+02 4.654951e-05 5.971804e-02
1.888094e+02 4.654623e-05 5.971803e-02
1.888594e+02 4.654294e-05 5.971802e-02
1.889094e+02 4.653966e-05 5.971801e-02
1.889594e+02 4.653638e-05 5.971800e-02
1.890095e+02 4.653310e-05 5.971798e-02
1.890595e+02 4.652983e-05 5.971797e-02
1.891095e+02 4.652655e-05 5.971796e-02
1.891595e+02 4.652328e-05 5.971795e-02
1.892095e+02 4.652000e-05 5.971794e-02
1.892595e+02 4.651673e-05 5.971793e-02
1.893095e+02 4.651347e-05 5.971791e-02
1.893595e+02 4.651020e-05 5.971790e-02
1.894095e+02 4.650693e-05 5.971789e-02
1.894595e+02 4.650367e-05 5.971788e-02
1.895095e+02 4.650041e-05 5.971787e-02
1.895595e+02 4.649715e-05 5.971786e-02
1.896095e+02 4.649389e-05 5.971784e-02
1.896595e+02 4.649063e-05 5.971783e-02
1.897095e+02 4.648738e-05 5.971782e-02
1.897595e+02 4.648412e-05 5.971781e-02
1.898095e+02 4.648087e-05 5.971780e-02
1.898595e+02 4.647762e-05 5.971779e-02
1.899095e+02 4.647437e-05 5.971777e-02
1.899595e+02 4.647113e-05 5.971776e-02
1.900095e+02 4.646788e-05 5.971775e-02
1.900595e+02 4.646464e-05 5.971774e-02
1.901095e+02 4.646140e-05 5.971773e-02
1.901595e+02 4.645816e-05 5.971772e-02
1.902095e+02 4.645492e-05 5.971770e-02
1.902595e+02 4.645168e-05 5.971769e-02
1.903095e+02 4.644845e-05 5.971768e-02
1.903595e+02 4.644521e-05 5.971767e-02
1.904095e+02 4.644198e-05 5.971766e-02
1.904595e+02 4.643875e-05 5.971765e-02
1.905095e+02 4.643552e-05 5.971764e-02
1.905595e+02 4.643230e-05 5.971762e-02
1.906095e+02 4.642907e-05 5.971761e-02
1.906595e+02 4.642585e-05 5.971760e-02
1.907095e+02 4.642263e-05 5.971759e-02
1.907595e+02 4.641941e-05 5.971758e-02
1.908095e+02 4.641619e-05 5.971757e-02
1.908595e+02 4.641297e-05 5.971756e-02
1.909095e+02 4.640976e-05 5.971754e-02
1.909595e+02 4.640654e-05 5.971753e-02
1.910096e+02 4.640333e-05 5.971752e-02
1.910596e+02 4.640012e-05 5.971751e-02
1.911096e+02 4.639691e-05 5.971750e-02
1.911596e+02 4.639371e-05 5.971749e-02
1.912096e+02 4.639050e-05 5.971747e-02
1.912596e+02 4.638730e-05 5.971746e-02
1.913096e+02 4.638410e-05 5.971745e-02
1.913596e+02 4.638090e-05 5.971744e-02
1.914096e+02 4.637770e-05 5.971743e-02
1.914596e+02 4.637450e-05 5.971742e-02
1.915096e+02 4.637130e-05 5.971741e-02
1.915596e+02 4.636811e-05 5.971739e-02
1.916096e+02 4.636492e-05 5.971738e-02
1.916596e+02 4.636173e-05 5.971737e-02
1.917096e+02 4.635854e-05 5.971736e-02
1.917596e+02 4.635535e-05 5.971735e-02
1.918096e+02 4.635217e-05 5.971734e-02
1.918596e+02 4.634898e-05 5.971733e-02
1.919096e+02 4.634580e-05 5.971731e-02
1.919596e+02 4.634262e-05 5.971730e-02
1.920096e+02 4.633944e-05 5.971729e-02
1.920596e+02 4.633627e-05 5.971728e-02
1.921096e+02 4.633309e-05 5.971727e-02
1.921596e+02 4.632992e-05 5.971726e-02
1.922096e+02 4.632674e-05 5.971725e-02
1.922596e+02 4.632357e-05 5.971723e-02
1.923096e+02 4.632040e-05 5.971722e-02
1.923596e+02 4.631724e-05 5.971721e-02
1.924096e+02 4.631407e-05 5.971720e-02
1.924596e+02 4.631091e-05 5.971719e-02
1.925096e+02 4.630774e-05 5.971718e-02
1.925596e+02 4.630458e-05 5.971717e-02
1.926096e+02 4.630142e-05 5.971716e-02
1.926596e+02 4.629827e-05 5.971714e-02
1.927096e+02 4.629511e-05 5.971713e-02
1.927596e+02 4.629196e-05 5.971712e-02
1.928096e+02 4.628880e-05 5.971711e-02
1.928596e+02 4.628565e-05 5.971710e-02
1.929096e+02 4.628250e-05 5.971709e-02
1.929596e+02 4.627936e-05 5.971708e-02
1.930097e+02 4.627621e-05 5.971706e-02
1.930597e+02 4.627307e-05 5.971705e-02
1.931097e+02 4.626992e-05 5.971704e-02
1.931597e+02 4.626678e-05 5.971703e-02
1.932097e+02 4.626364e-05 5.971702e-02
1.932597e+02 4.626050e-05 5.971701e-02
1.933097e+02 4.625737e-05 5.971700e-02
1.933597e+02 4.625423e-05 5.971699e-02
1.934097e+02 4.625110e-05 5.971697e-02
1.934597e+02 4.624797e-05 5.971696e-02
1.935097e+02 4.624484e-05 5.971695e-02
1.935597e+02 4.624171e-05 5.971694e-02
1.936097e+02 4.623858e-05 5.971693e-02
1.936597e+02 4.623546e-05 5.971692e-02
1.937097e+02 4.623233e-05 5.971691e-02
1.937597e+02 4.622921e-05 5.971689e-02
1.938097e+02 4.622609e-05 5.971688e-02
1.938597e+02 4.622297e-05 5.971687e-02
1.939097e+02 4.621986e-05 5.971686e-02
1.939597e+02 4.621674e-05 5.971685e-02
1.940097e+02 4.621363e-05 5.971684e-02
1.940597e+02 4.621051e-05 5.971683e-02
1.941097e+02 4.620740e-05 5.971682e-02
1.941597e+02 4.620429e-05 5.971681e-02
1.942097e+02 4.620119e-05 5.971679e-02
1.942597e+02 4.619808e-05 5.971678e-02
1.943097e+02 4.619498e-05 5.971677e-02
1.943597e+02 4.619187e-05 5.971676e-02
1.944097e+02 4.618877e-05 5.971675e-02
1.944597e+02 4.618567e-05 5.971674e-02
1.945097e+02 4.618258e-05 5.971673e-02
1.945597e+02 4.617948e-05 5.971672e-02
1.946097e+02 4.617638e-05 5.971670e-02
1.946597e+02 4.617329e-05 5.971669e-02
1.947097e+02 4.617020e-05 5.971668e-02
1.947597e+02 4.616711e-05 5.971667e-02
1.948097e+02 4.616402e-05 5.971666e-02
1.948597e+02 4.616093e-05 5.971665e-02
1.949097e+02 4.615785e-05 5.971664e-02
1.949597e+02 4.615477e-05 5.971663e-02
1.950098e+02 4.615168e-05 5.971661e-02
1.950598e+02 4.614860e-05 5.971660e-02
1.951098e+02 4.614552e-05 5.971659e-02
1.951598e+02 4.614245e-05 5.971658e-02
1.952098e+02 4.613937e-05 5.971657e-02
1.952598e+02 4.613630e-05 5.971656e-02
1.953098e+02 4.613323e-05 5.971655e-02
1.953598e+02 4.613015e-05 5.971654e-02
1.954098e+02 4.612709e-05 5.971653e-02
1.954598e+02 4.612402e-05 5.971651e-02
1.955098e+02 4.612095e-05 5.971650e-02
1.955598e+02 4.611789e-05 5.971649e-02
1.956098e+02 4.611482e-05 5.971648e-02
1.956598e+02 4.611176e-05 5.971647e-02
1.957098e+02 4.610870e-05 5.971646e-02
1.957598e+02 4.610564e-05 5.971645e-02
1.958098e+02 4.610259e-05 5.971644e-02
1.958598e+02 4.609953e-05 5.971643e-02
1.959098e+02 4.609648e-05 5.971641e-02
1.959598e+02 4.609343e-05 5.971640e-02
1.960098e+02 4.609038e-05 5.971639e-02
1.960598e+02 4.608733e-05 5.971638e-02
1.961098e+02 4.608428e-05 5.971637e-02
1.961598e+02 4.608124e-05 5.971636e-02
1.962098e+02 4.607819e-05 5.971635e-02
1.962598e+02 4.607515e-05 5.971634e-02
1.963098e+02 4.607211e-05 5.971633e-02
1.963598e+02 4.606907e-05 5.971632e-02
1.964098e+02 4.606603e-05 5.971630e-02
1.964598e+02 4.606299e-05 5.971629e-02
1.965098e+02 4.605996e-05 5.971628e-02
1.965598e+02 4.605693e-05 5.971627e-02
1.966098e+02 4.605390e-05 5.971626e-02
1.966598e+02 4.605087e-05 5.971625e-02
1.967098e+02 4.604784e-05 5.971624e-02
1.967598e+02 4.604481e-05 5.971623e-02
1.968098e+02 4.604178e-05 5.971622e-02
1.968598e+02 4.603876e-05 5.971620e-02
1.969098e+02 4.603574e-05 5.971619e-02
1.969598e+02 4.603272e-05 5.971618e-02
1.970099e+02 4.602970e-05 5.971617e-02
1.970599e+02 4.602668e-05 5.971616e-02
1.971099e+02 4.602367e-05 5.971615e-02
1.971599e+02 4.602065e-05 5.971614e-02
1.972099e+02 4.601764e-05 5.971613e-02
1.972599e+02 4.601463e-05 5.971612e-02
1.973099e+02 4.601162e-05 5.971611e-02
1.973599e+02 4.600861e-05 5.971610e-02
1.974099e+02 4.600560e-05 5.971608e-02
1.974599e+02 4.600260e-05 5.971607e-02
1.975099e+02 4.599959e-05 5.971606e-02
1.975599e+02 4.599659e-05 5.971605e-02
1.976099e+02 4.599359e-05 5.971604e-02
1.976599e+02 4.599059e-05 5.971603e-02
1.977099e+02 4.598759e-05 5.971602e-02
1.977599e+02 4.598460e-05 5.971601e-02
1.978099e+02 4.598160e-05 5.971600e-02
1.978599e+02 4.597861e-05 5.971599e-02
1.979099e+02 4.597562e-05 5.971597e-02
1.979599e+02 4.597263e-05 5.971596e-02
1.980099e+02 4.596964e-05 5.971595e-02
1.980599e+02 4.596666e-05 5.971594e-02
1.981099e+02 4.596367e-05 5.971593e-02
1.981599e+02 4.596069e-05 5.971592e-02
1.982099e+02 4.595771e-05 5.971591e-02
1.982599e+02 4.595473e-05 5.971590e-02
1.983099e+02 4.595175e-05 5.971589e-02
1.983599e+02 4.594877e-05 5.971588e-02
1.984099e+02 4.594579e-05 5.971587e-02
