t mart.cavg aust.cavg
2.815000e-02 3.315709e-02 3.368108e-02
2.820000e-02 3.315667e-02 3.368119e-02
2.825000e-02 3.315624e-02 3.368130e-02
2.830000e-02 3.315582e-02 3.368142e-02
2.835000e-02 3.315540e-02 3.368153e-02
2.840000e-02 3.315498e-02 3.368164e-02
2.845000e-02 3.315455e-02 3.368176e-02
2.850000e-02 3.315413e-02 3.368187e-02
2.855000e-02 3.315371e-02 3.368199e-02
2.860000e-02 3.315329e-02 3.368210e-02
2.865000e-02 3.315286e-02 3.368221e-02
2.870000e-02 3.315244e-02 3.368233e-02
2.875000e-02 3.315202e-02 3.368244e-02
2.880000e-02 3.315160e-02 3.368256e-02
2.885000e-02 3.315118e-02 3.368267e-02
2.890000e-02 3.315076e-02 3.368278e-02
2.895000e-02 3.315034e-02 3.368290e-02
2.900000e-02 3.314992e-02 3.368301e-02
