t mart.cavg aust.cavg
1.930000e-02 3.345112e-02 3.331277e-02
1.935000e-02 3.345114e-02 3.331274e-02
1.940000e-02 3.345116e-02 3.331272e-02
1.945000e-02 3.345119e-02 3.331269e-02
1.950000e-02 3.345121e-02 3.331266e-02
1.955000e-02 3.345123e-02 3.331263e-02
1.960000e-02 3.345126e-02 3.331261e-02
1.965000e-02 3.345128e-02 3.331258e-02
1.970000e-02 3.345130e-02 3.331255e-02
1.975000e-02 3.345133e-02 3.331252e-02
1.980000e-02 3.345135e-02 3.331250e-02
1.985000e-02 3.345137e-02 3.331247e-02
1.990000e-02 3.345140e-02 3.331244e-02
1.995000e-02 3.345142e-02 3.331241e-02
2.000000e-02 3.345144e-02 3.331239e-02
2.005000e-02 3.345146e-02 3.331236e-02
2.010000e-02 3.345149e-02 3.331233e-02
2.015000e-02 3.345151e-02 3.331231e-02
2.020000e-02 3.345153e-02 3.331228e-02
2.025000e-02 3.345156e-02 3.331225e-02
2.030000e-02 3.345158e-02 3.331222e-02
2.035000e-02 3.345160e-02 3.331220e-02
2.040000e-02 3.345163e-02 3.331217e-02
2.045000e-02 3.345165e-02 3.331214e-02
2.050000e-02 3.345167e-02 3.331211e-02
2.055000e-02 3.345170e-02 3.331209e-02
2.060000e-02 3.345172e-02 3.331206e-02
2.065000e-02 3.345174e-02 3.331203e-02
2.070000e-02 3.345177e-02 3.331201e-02
2.075000e-02 3.345179e-02 3.331198e-02
2.080000e-02 3.345181e-02 3.331195e-02
2.085000e-02 3.345183e-02 3.331192e-02
2.090000e-02 3.345186e-02 3.331190e-02
2.095000e-02 3.345188e-02 3.331187e-02
2.100000e-02 3.345190e-02 3.331184e-02
2.105000e-02 3.345193e-02 3.331181e-02
2.110000e-02 3.345195e-02 3.331179e-02
2.115000e-02 3.345197e-02 3.331176e-02
2.120000e-02 3.345200e-02 3.331173e-02
2.125000e-02 3.345202e-02 3.331171e-02
2.130000e-02 3.345204e-02 3.331168e-02
2.135000e-02 3.345207e-02 3.331165e-02
2.140000e-02 3.345209e-02 3.331162e-02
2.145000e-02 3.345211e-02 3.331160e-02
2.150000e-02 3.345213e-02 3.331157e-02
2.155000e-02 3.345216e-02 3.331154e-02
2.160000e-02 3.345218e-02 3.331152e-02
2.165000e-02 3.345220e-02 3.331149e-02
2.170000e-02 3.345223e-02 3.331146e-02
2.175000e-02 3.345225e-02 3.331143e-02
2.180000e-02 3.345227e-02 3.331141e-02
2.185000e-02 3.345230e-02 3.331138e-02
2.190000e-02 3.345232e-02 3.331135e-02
2.195000e-02 3.345234e-02 3.331133e-02
2.200000e-02 3.345236e-02 3.331130e-02
2.205000e-02 3.345239e-02 3.331127e-02
2.210000e-02 3.345241e-02 3.331125e-02
2.215000e-02 3.345243e-02 3.331122e-02
2.220000e-02 3.345246e-02 3.331119e-02
2.225000e-02 3.345248e-02 3.331116e-02
2.230000e-02 3.345250e-02 3.331114e-02
2.235000e-02 3.345253e-02 3.331111e-02
2.240000e-02 3.345255e-02 3.331108e-02
2.245000e-02 3.345257e-02 3.331106e-02
2.250000e-02 3.345259e-02 3.331103e-02
2.255000e-02 3.345262e-02 3.331100e-02
2.260000e-02 3.345264e-02 3.331098e-02
2.265000e-02 3.345266e-02 3.331095e-02
2.270000e-02 3.345269e-02 3.331092e-02
2.275000e-02 3.345271e-02 3.331089e-02
2.280000e-02 3.345273e-02 3.331087e-02
2.285000e-02 3.345276e-02 3.331084e-02
2.290000e-02 3.345278e-02 3.331081e-02
2.295000e-02 3.345280e-02 3.331079e-02
2.300000e-02 3.345282e-02 3.331076e-02
2.305000e-02 3.345285e-02 3.331073e-02
2.310000e-02 3.345287e-02 3.331071e-02
2.315000e-02 3.345289e-02 3.331068e-02
2.320000e-02 3.345292e-02 3.331065e-02
2.325000e-02 3.345294e-02 3.331063e-02
2.330000e-02 3.345296e-02 3.331060e-02
2.335000e-02 3.345298e-02 3.331057e-02
2.340000e-02 3.345301e-02 3.331055e-02
2.345000e-02 3.345303e-02 3.331052e-02
2.350000e-02 3.345305e-02 3.331049e-02
2.355000e-02 3.345308e-02 3.331046e-02
2.360000e-02 3.345310e-02 3.331044e-02
2.365000e-02 3.345312e-02 3.331041e-02
2.370000e-02 3.345314e-02 3.331038e-02
2.375000e-02 3.345317e-02 3.331036e-02
2.380000e-02 3.345319e-02 3.331033e-02
2.385000e-02 3.345321e-02 3.331030e-02
2.390000e-02 3.345324e-02 3.331028e-02
2.395000e-02 3.345326e-02 3.331025e-02
2.400000e-02 3.345328e-02 3.331022e-02
2.405000e-02 3.345331e-02 3.331020e-02
2.410000e-02 3.345333e-02 3.331017e-02
2.415000e-02 3.345335e-02 3.331014e-02
2.420000e-02 3.345337e-02 3.331012e-02
2.425000e-02 3.345340e-02 3.331009e-02
2.430000e-02 3.345342e-02 3.331006e-02
2.435000e-02 3.345344e-02 3.331004e-02
2.440000e-02 3.345346e-02 3.331001e-02
2.445000e-02 3.345349e-02 3.330998e-02
2.450000e-02 3.345351e-02 3.330996e-02
2.455000e-02 3.345353e-02 3.330993e-02
2.460000e-02 3.345356e-02 3.330990e-02
2.465000e-02 3.345358e-02 3.330988e-02
2.470000e-02 3.345360e-02 3.330985e-02
2.475000e-02 3.345362e-02 3.330982e-02
2.480000e-02 3.345365e-02 3.330980e-02
2.485000e-02 3.345367e-02 3.330977e-02
2.490000e-02 3.345369e-02 3.330974e-02
2.495000e-02 3.345372e-02 3.330972e-02
2.500000e-02 3.345374e-02 3.330969e-02
2.505000e-02 3.345376e-02 3.330966e-02
2.510000e-02 3.345378e-02 3.330964e-02
2.515000e-02 3.345381e-02 3.330961e-02
2.520000e-02 3.345383e-02 3.330958e-02
2.525000e-02 3.345385e-02 3.330956e-02
2.530000e-02 3.345388e-02 3.330953e-02
2.535000e-02 3.345390e-02 3.330950e-02
2.540000e-02 3.345392e-02 3.330948e-02
