t fer1.cavg aus1.cavg fer2.cavg aus2.cavg
5.000000e-05 1.365192e-05 3.855349e-02 1.365192e-05 3.855349e-02
1.000000e-04 1.365193e-05 3.855349e-02 1.365193e-05 3.855349e-02
1.500000e-04 1.365197e-05 3.855349e-02 1.365197e-05 3.855349e-02
2.000000e-04 1.365201e-05 3.855349e-02 1.365201e-05 3.855349e-02
2.500000e-04 1.365208e-05 3.855349e-02 1.365208e-05 3.855349e-02
3.000000e-04 1.365216e-05 3.855349e-02 1.365216e-05 3.855349e-02
3.500000e-04 1.365225e-05 3.855350e-02 1.365225e-05 3.855349e-02
4.000000e-04 1.365236e-05 3.855350e-02 1.365236e-05 3.855349e-02
4.500000e-04 1.365249e-05 3.855350e-02 1.365249e-05 3.855349e-02
5.000000e-04 1.365263e-05 3.855350e-02 1.365263e-05 3.855350e-02
5.500000e-04 1.365279e-05 3.855350e-02 1.365279e-05 3.855350e-02
6.000000e-04 1.365297e-05 3.855351e-02 1.365297e-05 3.855350e-02
6.500000e-04 1.365316e-05 3.855351e-02 1.365316e-05 3.855350e-02
7.000000e-04 1.365337e-05 3.855351e-02 1.365337e-05 3.855350e-02
7.500000e-04 1.365359e-05 3.855352e-02 1.365359e-05 3.855350e-02
8.000000e-04 1.365383e-05 3.855352e-02 1.365383e-05 3.855351e-02
8.500000e-04 1.365408e-05 3.855353e-02 1.365408e-05 3.855351e-02
9.000000e-04 1.365436e-05 3.855353e-02 1.365435e-05 3.855351e-02
9.500000e-04 1.365464e-05 3.855354e-02 1.365464e-05 3.855351e-02
1.000000e-03 1.365494e-05 3.855354e-02 1.365494e-05 3.855352e-02
1.050000e-03 1.365526e-05 3.855355e-02 1.365526e-05 3.855352e-02
1.100000e-03 1.365560e-05 3.855355e-02 1.365560e-05 3.855352e-02
1.150000e-03 1.365595e-05 3.855356e-02 1.365595e-05 3.855353e-02
1.200000e-03 1.365631e-05 3.855357e-02 1.365631e-05 3.855353e-02
1.250000e-03 1.365669e-05 3.855357e-02 1.365669e-05 3.855353e-02
1.300000e-03 1.365709e-05 3.855358e-02 1.365709e-05 3.855354e-02
1.350000e-03 1.365751e-05 3.855359e-02 1.365750e-05 3.855354e-02
1.400000e-03 1.365793e-05 3.855360e-02 1.365793e-05 3.855354e-02
1.450000e-03 1.365838e-05 3.855360e-02 1.365838e-05 3.855355e-02
1.500000e-03 1.365884e-05 3.855361e-02 1.365884e-05 3.855355e-02
1.550000e-03 1.365932e-05 3.855362e-02 1.365931e-05 3.855356e-02
1.600000e-03 1.365981e-05 3.855363e-02 1.365981e-05 3.855356e-02
1.650000e-03 1.366032e-05 3.855364e-02 1.366031e-05 3.855357e-02
1.700000e-03 1.366084e-05 3.855365e-02 1.366084e-05 3.855357e-02
1.750000e-03 1.366138e-05 3.855366e-02 1.366138e-05 3.855357e-02
1.800000e-03 1.366194e-05 3.855367e-02 1.366193e-05 3.855358e-02
1.850000e-03 1.366251e-05 3.855368e-02 1.366250e-05 3.855359e-02
1.900000e-03 1.366309e-05 3.855369e-02 1.366309e-05 3.855359e-02
1.950000e-03 1.366370e-05 3.855370e-02 1.366369e-05 3.855360e-02
2.000000e-03 1.366431e-05 3.855371e-02 1.366431e-05 3.855360e-02
2.050000e-03 1.366495e-05 3.855372e-02 1.366494e-05 3.855361e-02
2.100000e-03 1.366560e-05 3.855373e-02 1.366559e-05 3.855361e-02
2.150000e-03 1.366626e-05 3.855374e-02 1.366625e-05 3.855362e-02
2.200000e-03 1.366694e-05 3.855375e-02 1.366693e-05 3.855363e-02
2.250000e-03 1.366764e-05 3.855377e-02 1.366763e-05 3.855363e-02
2.300000e-03 1.366835e-05 3.855378e-02 1.366834e-05 3.855364e-02
2.350000e-03 1.366908e-05 3.855379e-02 1.366907e-05 3.855364e-02
2.400000e-03 1.366982e-05 3.855381e-02 1.366981e-05 3.855365e-02
2.450000e-03 1.367058e-05 3.855382e-02 1.367056e-05 3.855366e-02
2.500000e-03 1.367135e-05 3.855383e-02 1.367134e-05 3.855367e-02
2.550000e-03 1.367214e-05 3.855385e-02 1.367213e-05 3.855367e-02
2.600000e-03 1.367294e-05 3.855386e-02 1.367293e-05 3.855368e-02
2.650000e-03 1.367376e-05 3.855388e-02 1.367375e-05 3.855369e-02
2.700000e-03 1.367460e-05 3.855389e-02 1.367458e-05 3.855369e-02
2.750000e-03 1.367545e-05 3.855391e-02 1.367543e-05 3.855370e-02
2.800000e-03 1.367632e-05 3.855392e-02 1.367630e-05 3.855371e-02
2.850000e-03 1.367720e-05 3.855394e-02 1.367718e-05 3.855372e-02
2.900000e-03 1.367810e-05 3.855395e-02 1.367807e-05 3.855373e-02
2.950000e-03 1.367901e-05 3.855397e-02 1.367898e-05 3.855374e-02
3.000000e-03 1.367993e-05 3.855399e-02 1.367991e-05 3.855374e-02
3.050000e-03 1.368088e-05 3.855400e-02 1.368085e-05 3.855375e-02
3.100000e-03 1.368183e-05 3.855402e-02 1.368181e-05 3.855376e-02
3.150000e-03 1.368281e-05 3.855404e-02 1.368278e-05 3.855377e-02
3.200000e-03 1.368380e-05 3.855405e-02 1.368376e-05 3.855378e-02
3.250000e-03 1.368480e-05 3.855407e-02 1.368477e-05 3.855379e-02
3.300000e-03 1.368582e-05 3.855409e-02 1.368578e-05 3.855380e-02
3.350000e-03 1.368685e-05 3.855411e-02 1.368682e-05 3.855381e-02
3.400000e-03 1.368790e-05 3.855413e-02 1.368786e-05 3.855382e-02
3.450000e-03 1.368896e-05 3.855415e-02 1.368892e-05 3.855383e-02
3.500000e-03 1.369004e-05 3.855417e-02 1.369000e-05 3.855384e-02
3.550000e-03 1.369114e-05 3.855419e-02 1.369109e-05 3.855385e-02
3.600000e-03 1.369224e-05 3.855421e-02 1.369220e-05 3.855386e-02
3.650000e-03 1.369337e-05 3.855423e-02 1.369332e-05 3.855387e-02
3.700000e-03 1.369451e-05 3.855425e-02 1.369446e-05 3.855388e-02
3.750000e-03 1.369566e-05 3.855427e-02 1.369561e-05 3.855389e-02
3.800000e-03 1.369683e-05 3.855429e-02 1.369677e-05 3.855390e-02
3.850000e-03 1.369801e-05 3.855431e-02 1.369796e-05 3.855391e-02
3.900000e-03 1.369921e-05 3.855433e-02 1.369915e-05 3.855392e-02
3.950000e-03 1.370042e-05 3.855435e-02 1.370036e-05 3.855393e-02
4.000000e-03 1.370165e-05 3.855437e-02 1.370159e-05 3.855394e-02
4.050000e-03 1.370289e-05 3.855440e-02 1.370283e-05 3.855395e-02
4.100000e-03 1.370415e-05 3.855442e-02 1.370408e-05 3.855397e-02
4.150000e-03 1.370542e-05 3.855444e-02 1.370535e-05 3.855398e-02
4.200000e-03 1.370670e-05 3.855446e-02 1.370663e-05 3.855399e-02
4.250000e-03 1.370801e-05 3.855449e-02 1.370793e-05 3.855400e-02
4.300000e-03 1.370932e-05 3.855451e-02 1.370924e-05 3.855401e-02
4.350000e-03 1.371065e-05 3.855453e-02 1.371057e-05 3.855403e-02
4.400000e-03 1.371199e-05 3.855456e-02 1.371191e-05 3.855404e-02
4.450000e-03 1.371335e-05 3.855458e-02 1.371326e-05 3.855405e-02
4.500000e-03 1.371473e-05 3.855461e-02 1.371463e-05 3.855406e-02
4.550000e-03 1.371611e-05 3.855463e-02 1.371602e-05 3.855408e-02
4.600000e-03 1.371751e-05 3.855466e-02 1.371742e-05 3.855409e-02
4.650000e-03 1.371893e-05 3.855468e-02 1.371883e-05 3.855410e-02
4.700000e-03 1.372036e-05 3.855471e-02 1.372026e-05 3.855412e-02
4.750000e-03 1.372180e-05 3.855473e-02 1.372170e-05 3.855413e-02
4.800000e-03 1.372326e-05 3.855476e-02 1.372315e-05 3.855414e-02
4.850000e-03 1.372474e-05 3.855479e-02 1.372462e-05 3.855416e-02
4.900000e-03 1.372622e-05 3.855481e-02 1.372610e-05 3.855417e-02
4.950000e-03 1.372772e-05 3.855484e-02 1.372760e-05 3.855418e-02
5.000000e-03 1.372924e-05 3.855487e-02 1.372911e-05 3.855420e-02
5.050000e-03 1.373077e-05 3.855489e-02 1.373064e-05 3.855421e-02
5.100000e-03 1.373231e-05 3.855492e-02 1.373218e-05 3.855423e-02
5.150000e-03 1.373387e-05 3.855495e-02 1.373373e-05 3.855424e-02
5.200000e-03 1.373544e-05 3.855498e-02 1.373530e-05 3.855426e-02
5.250000e-03 1.373702e-05 3.855501e-02 1.373688e-05 3.855427e-02
5.300000e-03 1.373862e-05 3.855503e-02 1.373847e-05 3.855429e-02
5.350000e-03 1.374023e-05 3.855506e-02 1.374008e-05 3.855430e-02
5.400000e-03 1.374186e-05 3.855509e-02 1.374170e-05 3.855432e-02
5.450000e-03 1.374350e-05 3.855512e-02 1.374334e-05 3.855433e-02
5.500000e-03 1.374515e-05 3.855515e-02 1.374498e-05 3.855435e-02
5.550000e-03 1.374682e-05 3.855518e-02 1.374665e-05 3.855436e-02
5.600000e-03 1.374850e-05 3.855521e-02 1.374832e-05 3.855438e-02
5.650000e-03 1.375019e-05 3.855524e-02 1.375001e-05 3.855439e-02
5.700000e-03 1.375190e-05 3.855527e-02 1.375171e-05 3.855441e-02
5.750000e-03 1.375362e-05 3.855530e-02 1.375343e-05 3.855443e-02
5.800000e-03 1.375536e-05 3.855533e-02 1.375516e-05 3.855444e-02
5.850000e-03 1.375710e-05 3.855537e-02 1.375690e-05 3.855446e-02
5.900000e-03 1.375887e-05 3.855540e-02 1.375866e-05 3.855448e-02
5.950000e-03 1.376064e-05 3.855543e-02 1.376043e-05 3.855449e-02
6.000000e-03 1.376243e-05 3.855546e-02 1.376221e-05 3.855451e-02
6.050000e-03 1.376423e-05 3.855550e-02 1.376400e-05 3.855453e-02
6.100000e-03 1.376604e-05 3.855553e-02 1.376581e-05 3.855454e-02
6.150000e-03 1.376787e-05 3.855556e-02 1.376763e-05 3.855456e-02
6.200000e-03 1.376971e-05 3.855560e-02 1.376947e-05 3.855458e-02
6.250000e-03 1.377156e-05 3.855563e-02 1.377131e-05 3.855460e-02
6.300000e-03 1.377343e-05 3.855566e-02 1.377317e-05 3.855461e-02
6.350000e-03 1.377531e-05 3.855570e-02 1.377505e-05 3.855463e-02
6.400000e-03 1.377720e-05 3.855573e-02 1.377693e-05 3.855465e-02
6.450000e-03 1.377910e-05 3.855577e-02 1.377883e-05 3.855467e-02
6.500000e-03 1.378102e-05 3.855580e-02 1.378074e-05 3.855469e-02
6.550000e-03 1.378295e-05 3.855584e-02 1.378266e-05 3.855470e-02
6.600000e-03 1.378489e-05 3.855587e-02 1.378460e-05 3.855472e-02
6.650000e-03 1.378685e-05 3.855591e-02 1.378655e-05 3.855474e-02
6.700000e-03 1.378881e-05 3.855594e-02 1.378851e-05 3.855476e-02
6.750000e-03 1.379079e-05 3.855598e-02 1.379048e-05 3.855478e-02
6.800000e-03 1.379279e-05 3.855602e-02 1.379247e-05 3.855480e-02
6.850000e-03 1.379479e-05 3.855605e-02 1.379447e-05 3.855482e-02
6.900000e-03 1.379681e-05 3.855609e-02 1.379648e-05 3.855484e-02
6.950000e-03 1.379884e-05 3.855613e-02 1.379850e-05 3.855486e-02
7.000000e-03 1.380088e-05 3.855616e-02 1.380053e-05 3.855488e-02
7.050000e-03 1.380293e-05 3.855620e-02 1.380258e-05 3.855490e-02
7.100000e-03 1.380500e-05 3.855624e-02 1.380464e-05 3.855492e-02
7.150000e-03 1.380708e-05 3.855628e-02 1.380671e-05 3.855494e-02
7.200000e-03 1.380917e-05 3.855631e-02 1.380879e-05 3.855496e-02
7.250000e-03 1.381127e-05 3.855635e-02 1.381089e-05 3.855498e-02
7.300000e-03 1.381338e-05 3.855639e-02 1.381299e-05 3.855500e-02
7.350000e-03 1.381551e-05 3.855643e-02 1.381511e-05 3.855502e-02
7.400000e-03 1.381765e-05 3.855647e-02 1.381724e-05 3.855504e-02
7.450000e-03 1.381980e-05 3.855651e-02 1.381938e-05 3.855506e-02
7.500000e-03 1.382196e-05 3.855655e-02 1.382154e-05 3.855508e-02
7.550000e-03 1.382413e-05 3.855659e-02 1.382370e-05 3.855510e-02
7.600000e-03 1.382632e-05 3.855663e-02 1.382588e-05 3.855512e-02
7.650000e-03 1.382851e-05 3.855667e-02 1.382806e-05 3.855514e-02
7.700000e-03 1.383072e-05 3.855671e-02 1.383026e-05 3.855516e-02
7.750000e-03 1.383294e-05 3.855675e-02 1.383247e-05 3.855518e-02
7.800000e-03 1.383517e-05 3.855679e-02 1.383470e-05 3.855521e-02
7.850000e-03 1.383742e-05 3.855683e-02 1.383693e-05 3.855523e-02
7.900000e-03 1.383967e-05 3.855687e-02 1.383917e-05 3.855525e-02
7.950000e-03 1.384193e-05 3.855691e-02 1.384143e-05 3.855527e-02
8.000000e-03 1.384421e-05 3.855695e-02 1.384370e-05 3.855529e-02
8.050000e-03 1.384650e-05 3.855699e-02 1.384598e-05 3.855531e-02
8.100000e-03 1.384880e-05 3.855703e-02 1.384826e-05 3.855534e-02
8.150000e-03 1.385111e-05 3.855708e-02 1.385056e-05 3.855536e-02
8.200000e-03 1.385343e-05 3.855712e-02 1.385287e-05 3.855538e-02
8.250000e-03 1.385576e-05 3.855716e-02 1.385520e-05 3.855540e-02
8.300000e-03 1.385810e-05 3.855720e-02 1.385753e-05 3.855543e-02
8.350000e-03 1.386045e-05 3.855725e-02 1.385987e-05 3.855545e-02
8.400000e-03 1.386282e-05 3.855729e-02 1.386223e-05 3.855547e-02
8.450000e-03 1.386519e-05 3.855733e-02 1.386459e-05 3.855550e-02
8.500000e-03 1.386758e-05 3.855738e-02 1.386696e-05 3.855552e-02
8.550000e-03 1.386997e-05 3.855742e-02 1.386935e-05 3.855554e-02
8.600000e-03 1.387238e-05 3.855746e-02 1.387175e-05 3.855556e-02
8.650000e-03 1.387480e-05 3.855751e-02 1.387415e-05 3.855559e-02
8.700000e-03 1.387722e-05 3.855755e-02 1.387657e-05 3.855561e-02
8.750000e-03 1.387966e-05 3.855760e-02 1.387899e-05 3.855564e-02
8.800000e-03 1.388211e-05 3.855764e-02 1.388143e-05 3.855566e-02
8.850000e-03 1.388457e-05 3.855768e-02 1.388388e-05 3.855568e-02
8.900000e-03 1.388703e-05 3.855773e-02 1.388634e-05 3.855571e-02
8.950000e-03 1.388951e-05 3.855777e-02 1.388880e-05 3.855573e-02
9.000000e-03 1.389200e-05 3.855782e-02 1.389128e-05 3.855575e-02
9.050000e-03 1.389450e-05 3.855787e-02 1.389377e-05 3.855578e-02
9.100000e-03 1.389701e-05 3.855791e-02 1.389626e-05 3.855580e-02
9.150000e-03 1.389953e-05 3.855796e-02 1.389877e-05 3.855583e-02
9.200000e-03 1.390206e-05 3.855800e-02 1.390129e-05 3.855585e-02
9.250000e-03 1.390459e-05 3.855805e-02 1.390381e-05 3.855588e-02
9.300000e-03 1.390714e-05 3.855810e-02 1.390635e-05 3.855590e-02
9.350000e-03 1.390970e-05 3.855814e-02 1.390889e-05 3.855593e-02
9.400000e-03 1.391227e-05 3.855819e-02 1.391145e-05 3.855595e-02
9.450000e-03 1.391484e-05 3.855824e-02 1.391401e-05 3.855598e-02
9.500000e-03 1.391743e-05 3.855828e-02 1.391659e-05 3.855600e-02
9.550000e-03 1.392003e-05 3.855833e-02 1.391917e-05 3.855603e-02
9.600000e-03 1.392263e-05 3.855838e-02 1.392176e-05 3.855605e-02
9.650000e-03 1.392525e-05 3.855842e-02 1.392436e-05 3.855608e-02
9.700000e-03 1.392787e-05 3.855847e-02 1.392697e-05 3.855610e-02
9.750000e-03 1.393050e-05 3.855852e-02 1.392959e-05 3.855613e-02
9.800000e-03 1.393314e-05 3.855857e-02 1.393222e-05 3.855616e-02
9.850000e-03 1.393579e-05 3.855862e-02 1.393486e-05 3.855618e-02
9.900000e-03 1.393845e-05 3.855866e-02 1.393751e-05 3.855621e-02
9.950000e-03 1.394112e-05 3.855871e-02 1.394016e-05 3.855623e-02
1.000000e-02 1.394380e-05 3.855876e-02 1.394283e-05 3.855626e-02
1.005000e-02 1.394649e-05 3.855881e-02 1.394550e-05 3.855629e-02
1.010000e-02 1.394918e-05 3.855886e-02 1.394818e-05 3.855631e-02
1.015000e-02 1.395189e-05 3.855891e-02 1.395087e-05 3.855634e-02
1.020000e-02 1.395460e-05 3.855896e-02 1.395357e-05 3.855637e-02
1.025000e-02 1.395732e-05 3.855901e-02 1.395628e-05 3.855639e-02
1.030000e-02 1.396005e-05 3.855906e-02 1.395899e-05 3.855642e-02
1.035000e-02 1.396279e-05 3.855911e-02 1.396172e-05 3.855645e-02
1.040000e-02 1.396554e-05 3.855916e-02 1.396445e-05 3.855647e-02
1.045000e-02 1.396829e-05 3.855921e-02 1.396719e-05 3.855650e-02
1.050000e-02 1.397106e-05 3.855926e-02 1.396994e-05 3.855653e-02
1.055000e-02 1.397383e-05 3.855931e-02 1.397269e-05 3.855655e-02
1.060000e-02 1.397661e-05 3.855936e-02 1.397546e-05 3.855658e-02
1.065000e-02 1.397939e-05 3.855941e-02 1.397823e-05 3.855661e-02
1.070000e-02 1.398219e-05 3.855946e-02 1.398101e-05 3.855664e-02
1.075000e-02 1.398499e-05 3.855951e-02 1.398380e-05 3.855666e-02
1.080000e-02 1.398781e-05 3.855956e-02 1.398660e-05 3.855669e-02
1.085000e-02 1.399063e-05 3.855961e-02 1.398940e-05 3.855672e-02
1.090000e-02 1.399345e-05 3.855967e-02 1.399221e-05 3.855675e-02
1.095000e-02 1.399629e-05 3.855972e-02 1.399503e-05 3.855678e-02
1.100000e-02 1.399913e-05 3.855977e-02 1.399786e-05 3.855680e-02
1.105000e-02 1.400198e-05 3.855982e-02 1.400069e-05 3.855683e-02
1.110000e-02 1.400484e-05 3.855987e-02 1.400353e-05 3.855686e-02
1.115000e-02 1.400770e-05 3.855992e-02 1.400638e-05 3.855689e-02
1.120000e-02 1.401058e-05 3.855998e-02 1.400924e-05 3.855692e-02
1.125000e-02 1.401346e-05 3.856003e-02 1.401210e-05 3.855695e-02
1.130000e-02 1.401634e-05 3.856008e-02 1.401497e-05 3.855697e-02
1.135000e-02 1.401924e-05 3.856013e-02 1.401785e-05 3.855700e-02
1.140000e-02 1.402214e-05 3.856019e-02 1.402074e-05 3.855703e-02
1.145000e-02 1.402505e-05 3.856024e-02 1.402363e-05 3.855706e-02
1.150000e-02 1.402796e-05 3.856029e-02 1.402653e-05 3.855709e-02
1.155000e-02 1.403089e-05 3.856035e-02 1.402943e-05 3.855712e-02
1.160000e-02 1.403382e-05 3.856040e-02 1.403234e-05 3.855715e-02
1.165000e-02 1.403675e-05 3.856045e-02 1.403526e-05 3.855718e-02
1.170000e-02 1.403970e-05 3.856051e-02 1.403819e-05 3.855720e-02
1.175000e-02 1.404265e-05 3.856056e-02 1.404112e-05 3.855723e-02
1.180000e-02 1.404560e-05 3.856061e-02 1.404406e-05 3.855726e-02
1.185000e-02 1.404857e-05 3.856067e-02 1.404701e-05 3.855729e-02
1.190000e-02 1.405154e-05 3.856072e-02 1.404996e-05 3.855732e-02
1.195000e-02 1.405451e-05 3.856077e-02 1.405291e-05 3.855735e-02
1.200000e-02 1.405749e-05 3.856083e-02 1.405588e-05 3.855738e-02
1.205000e-02 1.406048e-05 3.856088e-02 1.405885e-05 3.855741e-02
1.210000e-02 1.406348e-05 3.856094e-02 1.406183e-05 3.855744e-02
1.215000e-02 1.406648e-05 3.856099e-02 1.406481e-05 3.855747e-02
1.220000e-02 1.406949e-05 3.856105e-02 1.406780e-05 3.855750e-02
1.225000e-02 1.407250e-05 3.856110e-02 1.407079e-05 3.855753e-02
1.230000e-02 1.407552e-05 3.856116e-02 1.407379e-05 3.855756e-02
1.235000e-02 1.407854e-05 3.856121e-02 1.407680e-05 3.855759e-02
1.240000e-02 1.408158e-05 3.856127e-02 1.407981e-05 3.855762e-02
1.245000e-02 1.408461e-05 3.856132e-02 1.408283e-05 3.855765e-02
1.250000e-02 1.408766e-05 3.856138e-02 1.408585e-05 3.855768e-02
1.255000e-02 1.409070e-05 3.856143e-02 1.408888e-05 3.855771e-02
1.260000e-02 1.409376e-05 3.856149e-02 1.409192e-05 3.855774e-02
1.265000e-02 1.409682e-05 3.856154e-02 1.409496e-05 3.855777e-02
1.270000e-02 1.409988e-05 3.856160e-02 1.409800e-05 3.855780e-02
1.275000e-02 1.410295e-05 3.856166e-02 1.410105e-05 3.855784e-02
1.280000e-02 1.410603e-05 3.856171e-02 1.410411e-05 3.855787e-02
1.285000e-02 1.410911e-05 3.856177e-02 1.410717e-05 3.855790e-02
1.290000e-02 1.411220e-05 3.856182e-02 1.411024e-05 3.855793e-02
1.295000e-02 1.411529e-05 3.856188e-02 1.411331e-05 3.855796e-02
1.300000e-02 1.411839e-05 3.856194e-02 1.411638e-05 3.855799e-02
1.305000e-02 1.412149e-05 3.856199e-02 1.411947e-05 3.855802e-02
1.310000e-02 1.412460e-05 3.856205e-02 1.412255e-05 3.855805e-02
1.315000e-02 1.412771e-05 3.856210e-02 1.412564e-05 3.855808e-02
1.320000e-02 1.413082e-05 3.856216e-02 1.412874e-05 3.855811e-02
1.325000e-02 1.413395e-05 3.856222e-02 1.413184e-05 3.855815e-02
1.330000e-02 1.413707e-05 3.856228e-02 1.413494e-05 3.855818e-02
1.335000e-02 1.414020e-05 3.856233e-02 1.413805e-05 3.855821e-02
1.340000e-02 1.414334e-05 3.856239e-02 1.414117e-05 3.855824e-02
1.345000e-02 1.414648e-05 3.856245e-02 1.414429e-05 3.855827e-02
1.350000e-02 1.414962e-05 3.856250e-02 1.414741e-05 3.855830e-02
1.355000e-02 1.415277e-05 3.856256e-02 1.415054e-05 3.855834e-02
1.360000e-02 1.415593e-05 3.856262e-02 1.415367e-05 3.855837e-02
1.365000e-02 1.415908e-05 3.856267e-02 1.415681e-05 3.855840e-02
1.370000e-02 1.416225e-05 3.856273e-02 1.415995e-05 3.855843e-02
1.375000e-02 1.416541e-05 3.856279e-02 1.416309e-05 3.855846e-02
1.380000e-02 1.416858e-05 3.856285e-02 1.416624e-05 3.855849e-02
1.385000e-02 1.417176e-05 3.856291e-02 1.416939e-05 3.855853e-02
1.390000e-02 1.417493e-05 3.856296e-02 1.417255e-05 3.855856e-02
1.395000e-02 1.417812e-05 3.856302e-02 1.417570e-05 3.855859e-02
1.400000e-02 1.418130e-05 3.856308e-02 1.417887e-05 3.855862e-02
1.405000e-02 1.418449e-05 3.856314e-02 1.418204e-05 3.855866e-02
1.410000e-02 1.418769e-05 3.856319e-02 1.418521e-05 3.855869e-02
1.415000e-02 1.419088e-05 3.856325e-02 1.418838e-05 3.855872e-02
1.420000e-02 1.419408e-05 3.856331e-02 1.419156e-05 3.855875e-02
1.425000e-02 1.419729e-05 3.856337e-02 1.419474e-05 3.855879e-02
1.430000e-02 1.420050e-05 3.856343e-02 1.419792e-05 3.855882e-02
1.435000e-02 1.420371e-05 3.856349e-02 1.420111e-05 3.855885e-02
1.440000e-02 1.420692e-05 3.856354e-02 1.420430e-05 3.855888e-02
1.445000e-02 1.421014e-05 3.856360e-02 1.420750e-05 3.855892e-02
1.450000e-02 1.421336e-05 3.856366e-02 1.421070e-05 3.855895e-02
1.455000e-02 1.421659e-05 3.856372e-02 1.421390e-05 3.855898e-02
1.460000e-02 1.421981e-05 3.856378e-02 1.421710e-05 3.855901e-02
1.465000e-02 1.422304e-05 3.856384e-02 1.422031e-05 3.855905e-02
1.470000e-02 1.422628e-05 3.856390e-02 1.422352e-05 3.855908e-02
1.475000e-02 1.422951e-05 3.856395e-02 1.422673e-05 3.855911e-02
1.480000e-02 1.423275e-05 3.856401e-02 1.422994e-05 3.855915e-02
1.485000e-02 1.423600e-05 3.856407e-02 1.423316e-05 3.855918e-02
1.490000e-02 1.423924e-05 3.856413e-02 1.423638e-05 3.855921e-02
1.495000e-02 1.424249e-05 3.856419e-02 1.423961e-05 3.855925e-02
1.500000e-02 1.424574e-05 3.856425e-02 1.424283e-05 3.855928e-02
1.505000e-02 1.424899e-05 3.856431e-02 1.424606e-05 3.855931e-02
1.510000e-02 1.425225e-05 3.856437e-02 1.424929e-05 3.855935e-02
1.515000e-02 1.425550e-05 3.856443e-02 1.425252e-05 3.855938e-02
1.520000e-02 1.425876e-05 3.856449e-02 1.425576e-05 3.855941e-02
1.525000e-02 1.426203e-05 3.856454e-02 1.425900e-05 3.855945e-02
1.530000e-02 1.426529e-05 3.856460e-02 1.426224e-05 3.855948e-02
1.535000e-02 1.426856e-05 3.856466e-02 1.426548e-05 3.855951e-02
1.540000e-02 1.427183e-05 3.856472e-02 1.426872e-05 3.855955e-02
1.545000e-02 1.427510e-05 3.856478e-02 1.427197e-05 3.855958e-02
1.550000e-02 1.427837e-05 3.856484e-02 1.427522e-05 3.855961e-02
1.555000e-02 1.428165e-05 3.856490e-02 1.427847e-05 3.855965e-02
1.560000e-02 1.428493e-05 3.856496e-02 1.428172e-05 3.855968e-02
1.565000e-02 1.428820e-05 3.856502e-02 1.428497e-05 3.855971e-02
1.570000e-02 1.429149e-05 3.856508e-02 1.428823e-05 3.855975e-02
1.575000e-02 1.429477e-05 3.856514e-02 1.429148e-05 3.855978e-02
1.580000e-02 1.429805e-05 3.856520e-02 1.429474e-05 3.855982e-02
1.585000e-02 1.430134e-05 3.856526e-02 1.429800e-05 3.855985e-02
1.590000e-02 1.430463e-05 3.856532e-02 1.430126e-05 3.855988e-02
1.595000e-02 1.430792e-05 3.856538e-02 1.430453e-05 3.855992e-02
1.600000e-02 1.431121e-05 3.856544e-02 1.430779e-05 3.855995e-02
1.605000e-02 1.431450e-05 3.856550e-02 1.431105e-05 3.855999e-02
1.610000e-02 1.431779e-05 3.856556e-02 1.431432e-05 3.856002e-02
1.615000e-02 1.432109e-05 3.856562e-02 1.431759e-05 3.856005e-02
1.620000e-02 1.432438e-05 3.856568e-02 1.432086e-05 3.856009e-02
1.625000e-02 1.432768e-05 3.856574e-02 1.432413e-05 3.856012e-02
1.630000e-02 1.433098e-05 3.856580e-02 1.432740e-05 3.856016e-02
1.635000e-02 1.433428e-05 3.856586e-02 1.433067e-05 3.856019e-02
1.640000e-02 1.433758e-05 3.856592e-02 1.433394e-05 3.856022e-02
1.645000e-02 1.434088e-05 3.856598e-02 1.433722e-05 3.856026e-02
1.650000e-02 1.434418e-05 3.856604e-02 1.434049e-05 3.856029e-02
1.655000e-02 1.434748e-05 3.856610e-02 1.434377e-05 3.856033e-02
1.660000e-02 1.435078e-05 3.856616e-02 1.434704e-05 3.856036e-02
1.665000e-02 1.435409e-05 3.856622e-02 1.435032e-05 3.856040e-02
1.670000e-02 1.435739e-05 3.856629e-02 1.435359e-05 3.856043e-02
1.675000e-02 1.436069e-05 3.856635e-02 1.435687e-05 3.856047e-02
1.680000e-02 1.436400e-05 3.856641e-02 1.436015e-05 3.856050e-02
1.685000e-02 1.436730e-05 3.856647e-02 1.436342e-05 3.856054e-02
1.690000e-02 1.437061e-05 3.856653e-02 1.436670e-05 3.856057e-02
1.695000e-02 1.437392e-05 3.856659e-02 1.436998e-05 3.856061e-02
1.700000e-02 1.437722e-05 3.856665e-02 1.437326e-05 3.856064e-02
1.705000e-02 1.438053e-05 3.856671e-02 1.437653e-05 3.856068e-02
1.710000e-02 1.438383e-05 3.856677e-02 1.437981e-05 3.856071e-02
1.715000e-02 1.438714e-05 3.856683e-02 1.438309e-05 3.856075e-02
1.720000e-02 1.439045e-05 3.856689e-02 1.438637e-05 3.856078e-02
1.725000e-02 1.439375e-05 3.856696e-02 1.438964e-05 3.856082e-02
1.730000e-02 1.439706e-05 3.856702e-02 1.439292e-05 3.856085e-02
1.735000e-02 1.440036e-05 3.856708e-02 1.439620e-05 3.856089e-02
1.740000e-02 1.440367e-05 3.856714e-02 1.439947e-05 3.856092e-02
1.745000e-02 1.440697e-05 3.856720e-02 1.440275e-05 3.856096e-02
