t mart.cavg aus1.cavg fer1.cavg aus2.cavg fer2.cavg
5.000000e-05 3.344140e-02 3.367381e-02 1.077469e-05 3.344140e-02 1.077469e-05
1.000000e-04 3.343304e-02 3.367466e-02 1.077471e-05 3.344140e-02 1.077470e-05
1.500000e-04 3.343043e-02 3.367550e-02 1.077475e-05 3.344140e-02 1.077472e-05
2.000000e-04 3.342784e-02 3.367634e-02 1.077481e-05 3.344140e-02 1.077475e-05
2.500000e-04 3.342528e-02 3.367719e-02 1.077489e-05 3.344140e-02 1.077479e-05
3.000000e-04 3.342274e-02 3.367803e-02 1.077499e-05 3.344140e-02 1.077484e-05
3.500000e-04 3.342023e-02 3.367888e-02 1.077511e-05 3.344141e-02 1.077490e-05
4.000000e-04 3.341773e-02 3.367973e-02 1.077525e-05 3.344141e-02 1.077497e-05
4.500000e-04 3.341525e-02 3.368057e-02 1.077541e-05 3.344141e-02 1.077505e-05
5.000000e-04 3.341278e-02 3.368142e-02 1.077559e-05 3.344141e-02 1.077514e-05
5.500000e-04 3.341033e-02 3.368227e-02 1.077578e-05 3.344142e-02 1.077524e-05
6.000000e-04 3.340789e-02 3.368312e-02 1.077600e-05 3.344142e-02 1.077535e-05
6.500000e-04 3.340546e-02 3.368397e-02 1.077624e-05 3.344142e-02 1.077547e-05
7.000000e-04 3.340304e-02 3.368483e-02 1.077650e-05 3.344143e-02 1.077560e-05
7.500000e-04 3.340063e-02 3.368568e-02 1.077678e-05 3.344143e-02 1.077573e-05
8.000000e-04 3.339823e-02 3.368653e-02 1.077708e-05 3.344144e-02 1.077588e-05
8.500000e-04 3.339583e-02 3.368738e-02 1.077740e-05 3.344144e-02 1.077604e-05
9.000000e-04 3.339345e-02 3.368824e-02 1.077774e-05 3.344145e-02 1.077621e-05
9.500000e-04 3.339107e-02 3.368909e-02 1.077810e-05 3.344145e-02 1.077639e-05
1.000000e-03 3.338871e-02 3.368995e-02 1.077847e-05 3.344146e-02 1.077658e-05
1.050000e-03 3.338635e-02 3.369081e-02 1.077887e-05 3.344147e-02 1.077678e-05
1.100000e-03 3.338399e-02 3.369167e-02 1.077929e-05 3.344147e-02 1.077699e-05
1.150000e-03 3.338165e-02 3.369252e-02 1.077973e-05 3.344148e-02 1.077721e-05
1.200000e-03 3.337931e-02 3.369338e-02 1.078018e-05 3.344149e-02 1.077744e-05
1.250000e-03 3.337698e-02 3.369424e-02 1.078066e-05 3.344149e-02 1.077768e-05
1.300000e-03 3.337466e-02 3.369510e-02 1.078116e-05 3.344150e-02 1.077793e-05
1.350000e-03 3.337234e-02 3.369596e-02 1.078167e-05 3.344151e-02 1.077819e-05
1.400000e-03 3.337003e-02 3.369683e-02 1.078221e-05 3.344152e-02 1.077845e-05
1.450000e-03 3.336772e-02 3.369769e-02 1.078277e-05 3.344153e-02 1.077873e-05
1.500000e-03 3.336543e-02 3.369855e-02 1.078334e-05 3.344154e-02 1.077902e-05
1.550000e-03 3.336314e-02 3.369942e-02 1.078394e-05 3.344155e-02 1.077932e-05
1.600000e-03 3.336085e-02 3.370028e-02 1.078455e-05 3.344156e-02 1.077963e-05
1.650000e-03 3.335858e-02 3.370115e-02 1.078518e-05 3.344157e-02 1.077995e-05
1.700000e-03 3.335631e-02 3.370201e-02 1.078584e-05 3.344158e-02 1.078027e-05
1.750000e-03 3.335404e-02 3.370288e-02 1.078651e-05 3.344159e-02 1.078061e-05
1.800000e-03 3.335179e-02 3.370375e-02 1.078720e-05 3.344160e-02 1.078096e-05
1.850000e-03 3.334953e-02 3.370462e-02 1.078791e-05 3.344161e-02 1.078132e-05
1.900000e-03 3.334729e-02 3.370548e-02 1.078864e-05 3.344162e-02 1.078168e-05
1.950000e-03 3.334505e-02 3.370635e-02 1.078939e-05 3.344163e-02 1.078206e-05
2.000000e-03 3.334282e-02 3.370722e-02 1.079016e-05 3.344165e-02 1.078245e-05
2.050000e-03 3.334059e-02 3.370809e-02 1.079095e-05 3.344166e-02 1.078285e-05
2.100000e-03 3.333837e-02 3.370897e-02 1.079176e-05 3.344167e-02 1.078325e-05
