t mart.cavg aus1.cavg fer1.cavg aus2.cavg fer2.cavg
5.000000e-04 3.344140e-02 3.352701e-02 1.077469e-05 3.344140e-02 1.077469e-05
1.000000e-03 3.343852e-02 3.352838e-02 1.077489e-05 3.344140e-02 1.077479e-05
1.500000e-03 3.343624e-02 3.352974e-02 1.077529e-05 3.344141e-02 1.077499e-05
2.000000e-03 3.343401e-02 3.353111e-02 1.077588e-05 3.344143e-02 1.077529e-05
2.500000e-03 3.343181e-02 3.353248e-02 1.077668e-05 3.344144e-02 1.077569e-05
3.000000e-03 3.342964e-02 3.353384e-02 1.077768e-05 3.344146e-02 1.077618e-05
3.500000e-03 3.342749e-02 3.353521e-02 1.077887e-05 3.344149e-02 1.077678e-05
4.000000e-03 3.342536e-02 3.353657e-02 1.078026e-05 3.344152e-02 1.077748e-05
4.500000e-03 3.342326e-02 3.353794e-02 1.078185e-05 3.344155e-02 1.077827e-05
5.000000e-03 3.342119e-02 3.353930e-02 1.078364e-05 3.344159e-02 1.077917e-05
5.500000e-03 3.341914e-02 3.354066e-02 1.078562e-05 3.344164e-02 1.078016e-05
6.000000e-03 3.341711e-02 3.354202e-02 1.078779e-05 3.344169e-02 1.078126e-05
6.500000e-03 3.341510e-02 3.354338e-02 1.079016e-05 3.344174e-02 1.078245e-05
7.000000e-03 3.341311e-02 3.354474e-02 1.079272e-05 3.344180e-02 1.078374e-05
7.500000e-03 3.341115e-02 3.354610e-02 1.079547e-05 3.344186e-02 1.078512e-05
8.000000e-03 3.340920e-02 3.354746e-02 1.079842e-05 3.344192e-02 1.078661e-05
8.500000e-03 3.340728e-02 3.354881e-02 1.080155e-05 3.344200e-02 1.078819e-05
9.000000e-03 3.340538e-02 3.355016e-02 1.080487e-05 3.344207e-02 1.078987e-05
9.500000e-03 3.340350e-02 3.355152e-02 1.080838e-05 3.344215e-02 1.079165e-05
1.000000e-02 3.340164e-02 3.355287e-02 1.081207e-05 3.344224e-02 1.079352e-05
1.050000e-02 3.339980e-02 3.355421e-02 1.081595e-05 3.344233e-02 1.079549e-05
1.100000e-02 3.339798e-02 3.355556e-02 1.082000e-05 3.344242e-02 1.079755e-05
1.150000e-02 3.339618e-02 3.355690e-02 1.082424e-05 3.344252e-02 1.079971e-05
1.200000e-02 3.339440e-02 3.355825e-02 1.082866e-05 3.344263e-02 1.080196e-05
1.250000e-02 3.339264e-02 3.355959e-02 1.083325e-05 3.344273e-02 1.080431e-05
1.300000e-02 3.339090e-02 3.356092e-02 1.083802e-05 3.344285e-02 1.080675e-05
1.350000e-02 3.338918e-02 3.356226e-02 1.084297e-05 3.344296e-02 1.080929e-05
1.400000e-02 3.338747e-02 3.356359e-02 1.084808e-05 3.344309e-02 1.081192e-05
1.450000e-02 3.338578e-02 3.356492e-02 1.085337e-05 3.344321e-02 1.081464e-05
1.500000e-02 3.338412e-02 3.356625e-02 1.085882e-05 3.344335e-02 1.081746e-05
1.550000e-02 3.338247e-02 3.356758e-02 1.086443e-05 3.344348e-02 1.082036e-05
1.600000e-02 3.338083e-02 3.356890e-02 1.087021e-05 3.344362e-02 1.082336e-05
1.650000e-02 3.337922e-02 3.357022e-02 1.087616e-05 3.344377e-02 1.082645e-05
1.700000e-02 3.337762e-02 3.357154e-02 1.088226e-05 3.344392e-02 1.082963e-05
1.750000e-02 3.337604e-02 3.357286e-02 1.088852e-05 3.344407e-02 1.083290e-05
1.800000e-02 3.337448e-02 3.357417e-02 1.089493e-05 3.344423e-02 1.083626e-05
1.850000e-02 3.337293e-02 3.357548e-02 1.090149e-05 3.344440e-02 1.083970e-05
1.900000e-02 3.337140e-02 3.357679e-02 1.090821e-05 3.344456e-02 1.084324e-05
1.950000e-02 3.336988e-02 3.357809e-02 1.091507e-05 3.344474e-02 1.084686e-05
2.000000e-02 3.336838e-02 3.357940e-02 1.092207e-05 3.344492e-02 1.085057e-05
2.050000e-02 3.336690e-02 3.358070e-02 1.092922e-05 3.344510e-02 1.085437e-05
2.100000e-02 3.336543e-02 3.358199e-02 1.093651e-05 3.344529e-02 1.085825e-05
2.150000e-02 3.336398e-02 3.358329e-02 1.094393e-05 3.344548e-02 1.086222e-05
2.200000e-02 3.336254e-02 3.358458e-02 1.095149e-05 3.344568e-02 1.086628e-05
2.250000e-02 3.336112e-02 3.358587e-02 1.095918e-05 3.344588e-02 1.087042e-05
2.300000e-02 3.335971e-02 3.358715e-02 1.096700e-05 3.344609e-02 1.087464e-05
2.350000e-02 3.335832e-02 3.358844e-02 1.097495e-05 3.344630e-02 1.087894e-05
2.400000e-02 3.335694e-02 3.358972e-02 1.098301e-05 3.344651e-02 1.088333e-05
2.450000e-02 3.335558e-02 3.359099e-02 1.099120e-05 3.344673e-02 1.088780e-05
2.500000e-02 3.335423e-02 3.359226e-02 1.099951e-05 3.344695e-02 1.089236e-05
2.550000e-02 3.335289e-02 3.359353e-02 1.100794e-05 3.344718e-02 1.089699e-05
2.600000e-02 3.335157e-02 3.359480e-02 1.101647e-05 3.344741e-02 1.090170e-05
2.650000e-02 3.335026e-02 3.359607e-02 1.102512e-05 3.344764e-02 1.090650e-05
2.700000e-02 3.334896e-02 3.359733e-02 1.103387e-05 3.344788e-02 1.091137e-05
2.750000e-02 3.334768e-02 3.359858e-02 1.104273e-05 3.344812e-02 1.091632e-05
2.800000e-02 3.334641e-02 3.359984e-02 1.105169e-05 3.344837e-02 1.092135e-05
2.850000e-02 3.334515e-02 3.360109e-02 1.106075e-05 3.344862e-02 1.092645e-05
2.900000e-02 3.334391e-02 3.360234e-02 1.106991e-05 3.344887e-02 1.093163e-05
2.950000e-02 3.334267e-02 3.360358e-02 1.107916e-05 3.344913e-02 1.093689e-05
3.000000e-02 3.334145e-02 3.360482e-02 1.108850e-05 3.344939e-02 1.094222e-05
3.050000e-02 3.334024e-02 3.360606e-02 1.109793e-05 3.344965e-02 1.094763e-05
3.100000e-02 3.333905e-02 3.360729e-02 1.110744e-05 3.344992e-02 1.095311e-05
3.150000e-02 3.333786e-02 3.360852e-02 1.111704e-05 3.345019e-02 1.095866e-05
3.200000e-02 3.333669e-02 3.360975e-02 1.112672e-05 3.345047e-02 1.096428e-05
3.250000e-02 3.333552e-02 3.361098e-02 1.113647e-05 3.345075e-02 1.096998e-05
3.300000e-02 3.333437e-02 3.361220e-02 1.114630e-05 3.345103e-02 1.097575e-05
3.350000e-02 3.333323e-02 3.361342e-02 1.115620e-05 3.345131e-02 1.098158e-05
3.400000e-02 3.333210e-02 3.361463e-02 1.116617e-05 3.345160e-02 1.098749e-05
3.450000e-02 3.333098e-02 3.361584e-02 1.117621e-05 3.345189e-02 1.099346e-05
3.500000e-02 3.332987e-02 3.361705e-02 1.118631e-05 3.345219e-02 1.099951e-05
3.550000e-02 3.332877e-02 3.361826e-02 1.119648e-05 3.345248e-02 1.100562e-05
3.600000e-02 3.332769e-02 3.361946e-02 1.120670e-05 3.345278e-02 1.101179e-05
3.650000e-02 3.332661e-02 3.362066e-02 1.121698e-05 3.345309e-02 1.101804e-05
3.700000e-02 3.332554e-02 3.362185e-02 1.122731e-05 3.345339e-02 1.102435e-05
3.750000e-02 3.332448e-02 3.362304e-02 1.123769e-05 3.345370e-02 1.103072e-05
3.800000e-02 3.332343e-02 3.362423e-02 1.124812e-05 3.345402e-02 1.103716e-05
3.850000e-02 3.332239e-02 3.362542e-02 1.125860e-05 3.345433e-02 1.104366e-05
3.900000e-02 3.332136e-02 3.362660e-02 1.126912e-05 3.345465e-02 1.105022e-05
3.950000e-02 3.332034e-02 3.362778e-02 1.127968e-05 3.345497e-02 1.105685e-05
4.000000e-02 3.331933e-02 3.362895e-02 1.129029e-05 3.345529e-02 1.106353e-05
4.050000e-02 3.331832e-02 3.363012e-02 1.130092e-05 3.345562e-02 1.107028e-05
4.100000e-02 3.331733e-02 3.363129e-02 1.131160e-05 3.345594e-02 1.107709e-05
4.150000e-02 3.331634e-02 3.363246e-02 1.132230e-05 3.345627e-02 1.108396e-05
4.200000e-02 3.331536e-02 3.363362e-02 1.133303e-05 3.345661e-02 1.109088e-05
4.250000e-02 3.331440e-02 3.363478e-02 1.134379e-05 3.345694e-02 1.109786e-05
4.300000e-02 3.331343e-02 3.363594e-02 1.135458e-05 3.345728e-02 1.110490e-05
4.350000e-02 3.331248e-02 3.363709e-02 1.136539e-05 3.345762e-02 1.111200e-05
4.400000e-02 3.331154e-02 3.363824e-02 1.137622e-05 3.345796e-02 1.111915e-05
4.450000e-02 3.331060e-02 3.363938e-02 1.138707e-05 3.345831e-02 1.112636e-05
4.500000e-02 3.330967e-02 3.364053e-02 1.139793e-05 3.345865e-02 1.113362e-05
4.550000e-02 3.330875e-02 3.364167e-02 1.140881e-05 3.345900e-02 1.114093e-05
4.600000e-02 3.330783e-02 3.364281e-02 1.141970e-05 3.345935e-02 1.114830e-05
4.650000e-02 3.330692e-02 3.364394e-02 1.143060e-05 3.345971e-02 1.115572e-05
4.700000e-02 3.330602e-02 3.364508e-02 1.144150e-05 3.346007e-02 1.116319e-05
4.750000e-02 3.330513e-02 3.364620e-02 1.145241e-05 3.346043e-02 1.117071e-05
4.800000e-02 3.330425e-02 3.364733e-02 1.146332e-05 3.346079e-02 1.117828e-05
4.850000e-02 3.330337e-02 3.364845e-02 1.147423e-05 3.346115e-02 1.118591e-05
4.900000e-02 3.330249e-02 3.364958e-02 1.148513e-05 3.346152e-02 1.119358e-05
4.950000e-02 3.330163e-02 3.365069e-02 1.149604e-05 3.346189e-02 1.120129e-05
5.000000e-02 3.330077e-02 3.365181e-02 1.150694e-05 3.346225e-02 1.120906e-05
5.050000e-02 3.329992e-02 3.365292e-02 1.151783e-05 3.346263e-02 1.121687e-05
5.100000e-02 3.329907e-02 3.365403e-02 1.152871e-05 3.346300e-02 1.122473e-05
5.150000e-02 3.329823e-02 3.365513e-02 1.153959e-05 3.346337e-02 1.123263e-05
5.200000e-02 3.329740e-02 3.365623e-02 1.155045e-05 3.346375e-02 1.124058e-05
5.250000e-02 3.329657e-02 3.365733e-02 1.156130e-05 3.346412e-02 1.124857e-05
5.300000e-02 3.329575e-02 3.365843e-02 1.157213e-05 3.346450e-02 1.125661e-05
5.350000e-02 3.329493e-02 3.365952e-02 1.158295e-05 3.346488e-02 1.126469e-05
5.400000e-02 3.329412e-02 3.366061e-02 1.159375e-05 3.346526e-02 1.127281e-05
5.450000e-02 3.329332e-02 3.366170e-02 1.160453e-05 3.346564e-02 1.128097e-05
5.500000e-02 3.329252e-02 3.366278e-02 1.161530e-05 3.346602e-02 1.128917e-05
5.550000e-02 3.329173e-02 3.366387e-02 1.162604e-05 3.346641e-02 1.129741e-05
5.600000e-02 3.329094e-02 3.366495e-02 1.163676e-05 3.346679e-02 1.130569e-05
5.650000e-02 3.329016e-02 3.366602e-02 1.164746e-05 3.346718e-02 1.131401e-05
5.700000e-02 3.328938e-02 3.366709e-02 1.165813e-05 3.346757e-02 1.132237e-05
5.750000e-02 3.328861e-02 3.366816e-02 1.166878e-05 3.346795e-02 1.133076e-05
5.800000e-02 3.328785e-02 3.366923e-02 1.167940e-05 3.346834e-02 1.133919e-05
5.850000e-02 3.328709e-02 3.367030e-02 1.168999e-05 3.346873e-02 1.134766e-05
5.900000e-02 3.328633e-02 3.367136e-02 1.170055e-05 3.346913e-02 1.135616e-05
5.950000e-02 3.328558e-02 3.367242e-02 1.171109e-05 3.346952e-02 1.136469e-05
6.000000e-02 3.328483e-02 3.367347e-02 1.172159e-05 3.346991e-02 1.137326e-05
6.050000e-02 3.328409e-02 3.367453e-02 1.173206e-05 3.347031e-02 1.138186e-05
6.100000e-02 3.328335e-02 3.367558e-02 1.174250e-05 3.347070e-02 1.139049e-05
6.150000e-02 3.328262e-02 3.367663e-02 1.175291e-05 3.347110e-02 1.139916e-05
6.200000e-02 3.328190e-02 3.367767e-02 1.176328e-05 3.347149e-02 1.140785e-05
6.250000e-02 3.328117e-02 3.367872e-02 1.177362e-05 3.347189e-02 1.141658e-05
6.300000e-02 3.328045e-02 3.367976e-02 1.178392e-05 3.347229e-02 1.142533e-05
6.350000e-02 3.327974e-02 3.368079e-02 1.179419e-05 3.347269e-02 1.143411e-05
6.400000e-02 3.327903e-02 3.368183e-02 1.180442e-05 3.347309e-02 1.144292e-05
6.450000e-02 3.327832e-02 3.368286e-02 1.181462e-05 3.347349e-02 1.145175e-05
6.500000e-02 3.327762e-02 3.368389e-02 1.182478e-05 3.347389e-02 1.146061e-05
6.550000e-02 3.327693e-02 3.368492e-02 1.183490e-05 3.347429e-02 1.146949e-05
6.600000e-02 3.327623e-02 3.368594e-02 1.184498e-05 3.347469e-02 1.147840e-05
6.650000e-02 3.327554e-02 3.368696e-02 1.185502e-05 3.347510e-02 1.148732e-05
6.700000e-02 3.327486e-02 3.368798e-02 1.186502e-05 3.347550e-02 1.149627e-05
6.750000e-02 3.327418e-02 3.368900e-02 1.187498e-05 3.347590e-02 1.150525e-05
6.800000e-02 3.327350e-02 3.369001e-02 1.188491e-05 3.347631e-02 1.151424e-05
6.850000e-02 3.327282e-02 3.369103e-02 1.189479e-05 3.347671e-02 1.152325e-05
6.900000e-02 3.327215e-02 3.369204e-02 1.190463e-05 3.347712e-02 1.153229e-05
6.950000e-02 3.327149e-02 3.369304e-02 1.191443e-05 3.347753e-02 1.154134e-05
7.000000e-02 3.327082e-02 3.369405e-02 1.192419e-05 3.347793e-02 1.155041e-05
7.050000e-02 3.327017e-02 3.369505e-02 1.193390e-05 3.347834e-02 1.155950e-05
7.100000e-02 3.326951e-02 3.369606e-02 1.194356e-05 3.347875e-02 1.156861e-05
7.150000e-02 3.326886e-02 3.369705e-02 1.195318e-05 3.347917e-02 1.157773e-05
7.200000e-02 3.326821e-02 3.369805e-02 1.196276e-05 3.347958e-02 1.158686e-05
7.250000e-02 3.326756e-02 3.369905e-02 1.197229e-05 3.347999e-02 1.159602e-05
7.300000e-02 3.326692e-02 3.370004e-02 1.198177e-05 3.348040e-02 1.160518e-05
7.350000e-02 3.326628e-02 3.370103e-02 1.199121e-05 3.348081e-02 1.161436e-05
7.400000e-02 3.326565e-02 3.370201e-02 1.200060e-05 3.348122e-02 1.162356e-05
7.450000e-02 3.326501e-02 3.370300e-02 1.200994e-05 3.348164e-02 1.163276e-05
7.500000e-02 3.326438e-02 3.370398e-02 1.201925e-05 3.348205e-02 1.164198e-05
7.550000e-02 3.326376e-02 3.370496e-02 1.202850e-05 3.348246e-02 1.165121e-05
7.600000e-02 3.326313e-02 3.370594e-02 1.203771e-05 3.348287e-02 1.166045e-05
7.650000e-02 3.326251e-02 3.370692e-02 1.204687e-05 3.348329e-02 1.166970e-05
7.700000e-02 3.326190e-02 3.370789e-02 1.205599e-05 3.348370e-02 1.167896e-05
7.750000e-02 3.326128e-02 3.370886e-02 1.206507e-05 3.348411e-02 1.168823e-05
7.800000e-02 3.326067e-02 3.370983e-02 1.207409e-05 3.348453e-02 1.169750e-05
7.850000e-02 3.326006e-02 3.371080e-02 1.208308e-05 3.348494e-02 1.170678e-05
7.900000e-02 3.325946e-02 3.371176e-02 1.209202e-05 3.348536e-02 1.171607e-05
7.950000e-02 3.325885e-02 3.371273e-02 1.210091e-05 3.348577e-02 1.172537e-05
8.000000e-02 3.325825e-02 3.371369e-02 1.210976e-05 3.348619e-02 1.173467e-05
8.050000e-02 3.325766e-02 3.371465e-02 1.211857e-05 3.348660e-02 1.174398e-05
8.100000e-02 3.325706e-02 3.371560e-02 1.212733e-05 3.348701e-02 1.175329e-05
8.150000e-02 3.325647e-02 3.371656e-02 1.213605e-05 3.348743e-02 1.176261e-05
8.200000e-02 3.325588e-02 3.371751e-02 1.214472e-05 3.348784e-02 1.177193e-05
8.250000e-02 3.325529e-02 3.371846e-02 1.215335e-05 3.348826e-02 1.178125e-05
8.300000e-02 3.325471e-02 3.371941e-02 1.216194e-05 3.348867e-02 1.179057e-05
8.350000e-02 3.325413e-02 3.372035e-02 1.217049e-05 3.348909e-02 1.179989e-05
8.400000e-02 3.325355e-02 3.372130e-02 1.217899e-05 3.348951e-02 1.180922e-05
8.450000e-02 3.325297e-02 3.372224e-02 1.218745e-05 3.348992e-02 1.181855e-05
8.500000e-02 3.325240e-02 3.372318e-02 1.219587e-05 3.349034e-02 1.182787e-05
8.550000e-02 3.325182e-02 3.372412e-02 1.220425e-05 3.349075e-02 1.183720e-05
8.600000e-02 3.325125e-02 3.372505e-02 1.221259e-05 3.349117e-02 1.184652e-05
8.650000e-02 3.325069e-02 3.372599e-02 1.222088e-05 3.349158e-02 1.185585e-05
8.700000e-02 3.325012e-02 3.372692e-02 1.222914e-05 3.349200e-02 1.186517e-05
8.750000e-02 3.324956e-02 3.372785e-02 1.223735e-05 3.349242e-02 1.187448e-05
8.800000e-02 3.324900e-02 3.372878e-02 1.224553e-05 3.349283e-02 1.188380e-05
8.850000e-02 3.324844e-02 3.372971e-02 1.225367e-05 3.349325e-02 1.189311e-05
8.900000e-02 3.324788e-02 3.373063e-02 1.226176e-05 3.349366e-02 1.190241e-05
8.950000e-02 3.324733e-02 3.373155e-02 1.226982e-05 3.349408e-02 1.191171e-05
9.000000e-02 3.324678e-02 3.373248e-02 1.227784e-05 3.349450e-02 1.192101e-05
9.050000e-02 3.324623e-02 3.373339e-02 1.228582e-05 3.349491e-02 1.193029e-05
9.100000e-02 3.324568e-02 3.373431e-02 1.229376e-05 3.349533e-02 1.193957e-05
9.150000e-02 3.324513e-02 3.373523e-02 1.230167e-05 3.349575e-02 1.194884e-05
9.200000e-02 3.324459e-02 3.373614e-02 1.230954e-05 3.349616e-02 1.195810e-05
9.250000e-02 3.324405e-02 3.373705e-02 1.231737e-05 3.349658e-02 1.196735e-05
9.300000e-02 3.324351e-02 3.373796e-02 1.232516e-05 3.349699e-02 1.197658e-05
9.350000e-02 3.324297e-02 3.373887e-02 1.233292e-05 3.349741e-02 1.198581e-05
9.400000e-02 3.324244e-02 3.373978e-02 1.234065e-05 3.349783e-02 1.199502e-05
9.450000e-02 3.324190e-02 3.374068e-02 1.234834e-05 3.349824e-02 1.200423e-05
9.500000e-02 3.324137e-02 3.374159e-02 1.235599e-05 3.349866e-02 1.201342e-05
9.550000e-02 3.324084e-02 3.374249e-02 1.236361e-05 3.349908e-02 1.202260e-05
9.600000e-02 3.324031e-02 3.374339e-02 1.237119e-05 3.349949e-02 1.203176e-05
9.650000e-02 3.323979e-02 3.374429e-02 1.237874e-05 3.349991e-02 1.204091e-05
9.700000e-02 3.323926e-02 3.374518e-02 1.238626e-05 3.350033e-02 1.205005e-05
9.750000e-02 3.323874e-02 3.374608e-02 1.239374e-05 3.350074e-02 1.205917e-05
9.800000e-02 3.323822e-02 3.374697e-02 1.240119e-05 3.350116e-02 1.206828e-05
9.850000e-02 3.323770e-02 3.374786e-02 1.240861e-05 3.350158e-02 1.207737e-05
9.900000e-02 3.323719e-02 3.374875e-02 1.241600e-05 3.350199e-02 1.208645e-05
9.950000e-02 3.323667e-02 3.374964e-02 1.242335e-05 3.350241e-02 1.209551e-05
1.000000e-01 3.323616e-02 3.375053e-02 1.243068e-05 3.350283e-02 1.210455e-05
1.005000e-01 3.323564e-02 3.375142e-02 1.243797e-05 3.350324e-02 1.211358e-05
1.010000e-01 3.323513e-02 3.375230e-02 1.244522e-05 3.350366e-02 1.212259e-05
1.015000e-01 3.323463e-02 3.375318e-02 1.245245e-05 3.350408e-02 1.213158e-05
1.020000e-01 3.323412e-02 3.375406e-02 1.245963e-05 3.350450e-02 1.214056e-05
1.025000e-01 3.323361e-02 3.375494e-02 1.246679e-05 3.350492e-02 1.214951e-05
1.030000e-01 3.323311e-02 3.375582e-02 1.247391e-05 3.350534e-02 1.215845e-05
1.035000e-01 3.323261e-02 3.375670e-02 1.248100e-05 3.350576e-02 1.216737e-05
