t mart.cavg aus1.cavg fer1.cavg aus2.cavg fer2.cavg
1.040000e-01 3.323211e-02 3.375758e-02 1.248805e-05 3.350618e-02 1.217627e-05
1.045000e-01 3.323161e-02 3.375845e-02 1.249508e-05 3.350660e-02 1.218515e-05
1.050000e-01 3.323111e-02 3.375932e-02 1.250207e-05 3.350701e-02 1.219401e-05
1.055000e-01 3.323062e-02 3.376019e-02 1.250904e-05 3.350743e-02 1.220286e-05
1.060000e-01 3.323012e-02 3.376106e-02 1.251597e-05 3.350785e-02 1.221168e-05
1.065000e-01 3.322963e-02 3.376193e-02 1.252287e-05 3.350827e-02 1.222048e-05
1.070000e-01 3.322914e-02 3.376280e-02 1.252974e-05 3.350869e-02 1.222926e-05
1.075000e-01 3.322865e-02 3.376366e-02 1.253659e-05 3.350911e-02 1.223802e-05
1.080000e-01 3.322816e-02 3.376452e-02 1.254340e-05 3.350953e-02 1.224676e-05
1.085000e-01 3.322767e-02 3.376539e-02 1.255019e-05 3.350994e-02 1.225547e-05
1.090000e-01 3.322719e-02 3.376625e-02 1.255695e-05 3.351036e-02 1.226417e-05
1.095000e-01 3.322670e-02 3.376711e-02 1.256368e-05 3.351078e-02 1.227284e-05
1.100000e-01 3.322622e-02 3.376796e-02 1.257039e-05 3.351120e-02 1.228150e-05
1.105000e-01 3.322574e-02 3.376882e-02 1.257707e-05 3.351162e-02 1.229012e-05
1.110000e-01 3.322526e-02 3.376968e-02 1.258372e-05 3.351204e-02 1.229873e-05
1.115000e-01 3.322478e-02 3.377053e-02 1.259034e-05 3.351246e-02 1.230731e-05
1.120000e-01 3.322430e-02 3.377138e-02 1.259694e-05 3.351287e-02 1.231587e-05
1.125000e-01 3.322383e-02 3.377223e-02 1.260352e-05 3.351329e-02 1.232441e-05
1.130000e-01 3.322336e-02 3.377308e-02 1.261007e-05 3.351371e-02 1.233293e-05
1.135000e-01 3.322288e-02 3.377393e-02 1.261659e-05 3.351413e-02 1.234142e-05
1.140000e-01 3.322241e-02 3.377478e-02 1.262310e-05 3.351455e-02 1.234988e-05
1.145000e-01 3.322194e-02 3.377562e-02 1.262957e-05 3.351496e-02 1.235833e-05
1.150000e-01 3.322147e-02 3.377647e-02 1.263603e-05 3.351538e-02 1.236675e-05
1.155000e-01 3.322100e-02 3.377731e-02 1.264246e-05 3.351580e-02 1.237514e-05
1.160000e-01 3.322054e-02 3.377815e-02 1.264886e-05 3.351622e-02 1.238351e-05
1.165000e-01 3.322007e-02 3.377899e-02 1.265525e-05 3.351664e-02 1.239186e-05
1.170000e-01 3.321961e-02 3.377983e-02 1.266161e-05 3.351706e-02 1.240018e-05
1.175000e-01 3.321915e-02 3.378067e-02 1.266795e-05 3.351747e-02 1.240848e-05
1.180000e-01 3.321868e-02 3.378150e-02 1.267427e-05 3.351789e-02 1.241675e-05
1.185000e-01 3.321822e-02 3.378234e-02 1.268056e-05 3.351831e-02 1.242500e-05
1.190000e-01 3.321776e-02 3.378317e-02 1.268684e-05 3.351873e-02 1.243322e-05
1.195000e-01 3.321731e-02 3.378401e-02 1.269309e-05 3.351915e-02 1.244142e-05
1.200000e-01 3.321685e-02 3.378484e-02 1.269933e-05 3.351956e-02 1.244958e-05
1.205000e-01 3.321640e-02 3.378567e-02 1.270554e-05 3.351998e-02 1.245772e-05
1.210000e-01 3.321594e-02 3.378650e-02 1.271173e-05 3.352040e-02 1.246583e-05
1.215000e-01 3.321549e-02 3.378732e-02 1.271790e-05 3.352082e-02 1.247392e-05
1.220000e-01 3.321504e-02 3.378815e-02 1.272406e-05 3.352124e-02 1.248197e-05
1.225000e-01 3.321459e-02 3.378898e-02 1.273019e-05 3.352166e-02 1.249000e-05
1.230000e-01 3.321414e-02 3.378980e-02 1.273630e-05 3.352207e-02 1.249799e-05
1.235000e-01 3.321369e-02 3.379062e-02 1.274240e-05 3.352249e-02 1.250596e-05
1.240000e-01 3.321324e-02 3.379145e-02 1.274847e-05 3.352291e-02 1.251390e-05
1.245000e-01 3.321279e-02 3.379227e-02 1.275453e-05 3.352333e-02 1.252182e-05
1.250000e-01 3.321235e-02 3.379309e-02 1.276057e-05 3.352375e-02 1.252970e-05
1.255000e-01 3.321190e-02 3.379390e-02 1.276659e-05 3.352416e-02 1.253756e-05
1.260000e-01 3.321146e-02 3.379472e-02 1.277259e-05 3.352458e-02 1.254539e-05
1.265000e-01 3.321102e-02 3.379554e-02 1.277858e-05 3.352500e-02 1.255318e-05
1.270000e-01 3.321058e-02 3.379635e-02 1.278455e-05 3.352542e-02 1.256096e-05
1.275000e-01 3.321014e-02 3.379717e-02 1.279050e-05 3.352584e-02 1.256870e-05
1.280000e-01 3.320970e-02 3.379798e-02 1.279643e-05 3.352625e-02 1.257641e-05
1.285000e-01 3.320926e-02 3.379879e-02 1.280234e-05 3.352667e-02 1.258410e-05
1.290000e-01 3.320883e-02 3.379960e-02 1.280824e-05 3.352709e-02 1.259176e-05
1.295000e-01 3.320839e-02 3.380041e-02 1.281413e-05 3.352751e-02 1.259939e-05
1.300000e-01 3.320796e-02 3.380122e-02 1.281999e-05 3.352793e-02 1.260699e-05
1.305000e-01 3.320752e-02 3.380202e-02 1.282584e-05 3.352835e-02 1.261456e-05
1.310000e-01 3.320709e-02 3.380283e-02 1.283168e-05 3.352876e-02 1.262211e-05
1.315000e-01 3.320666e-02 3.380364e-02 1.283749e-05 3.352918e-02 1.262962e-05
1.320000e-01 3.320623e-02 3.380444e-02 1.284329e-05 3.352960e-02 1.263711e-05
1.325000e-01 3.320580e-02 3.380524e-02 1.284908e-05 3.353002e-02 1.264457e-05
1.330000e-01 3.320537e-02 3.380604e-02 1.285485e-05 3.353044e-02 1.265201e-05
1.335000e-01 3.320494e-02 3.380684e-02 1.286061e-05 3.353085e-02 1.265941e-05
1.340000e-01 3.320451e-02 3.380764e-02 1.286635e-05 3.353127e-02 1.266679e-05
1.345000e-01 3.320409e-02 3.380844e-02 1.287207e-05 3.353169e-02 1.267414e-05
1.350000e-01 3.320366e-02 3.380924e-02 1.287778e-05 3.353211e-02 1.268147e-05
1.355000e-01 3.320324e-02 3.381004e-02 1.288348e-05 3.353253e-02 1.268876e-05
1.360000e-01 3.320282e-02 3.381083e-02 1.288916e-05 3.353295e-02 1.269603e-05
1.365000e-01 3.320240e-02 3.381163e-02 1.289483e-05 3.353336e-02 1.270327e-05
1.370000e-01 3.320197e-02 3.381242e-02 1.290048e-05 3.353378e-02 1.271048e-05
1.375000e-01 3.320155e-02 3.381321e-02 1.290612e-05 3.353420e-02 1.271767e-05
1.380000e-01 3.320114e-02 3.381400e-02 1.291174e-05 3.353462e-02 1.272483e-05
1.385000e-01 3.320072e-02 3.381479e-02 1.291735e-05 3.353504e-02 1.273196e-05
1.390000e-01 3.320030e-02 3.381558e-02 1.292295e-05 3.353546e-02 1.273907e-05
1.395000e-01 3.319988e-02 3.381637e-02 1.292853e-05 3.353587e-02 1.274615e-05
1.400000e-01 3.319947e-02 3.381716e-02 1.293410e-05 3.353629e-02 1.275320e-05
1.405000e-01 3.319905e-02 3.381795e-02 1.293965e-05 3.353671e-02 1.276023e-05
1.410000e-01 3.319864e-02 3.381873e-02 1.294520e-05 3.353713e-02 1.276723e-05
1.415000e-01 3.319823e-02 3.381952e-02 1.295073e-05 3.353755e-02 1.277420e-05
1.420000e-01 3.319781e-02 3.382030e-02 1.295624e-05 3.353797e-02 1.278115e-05
1.425000e-01 3.319740e-02 3.382108e-02 1.296175e-05 3.353838e-02 1.278807e-05
1.430000e-01 3.319699e-02 3.382186e-02 1.296724e-05 3.353880e-02 1.279497e-05
1.435000e-01 3.319658e-02 3.382264e-02 1.297271e-05 3.353922e-02 1.280184e-05
1.440000e-01 3.319618e-02 3.382343e-02 1.297817e-05 3.353964e-02 1.280869e-05
1.445000e-01 3.319577e-02 3.382420e-02 1.298361e-05 3.354006e-02 1.281551e-05
1.450000e-01 3.319536e-02 3.382498e-02 1.298904e-05 3.354048e-02 1.282230e-05
