t mart.ci0 mart.cin aus1.ci0 aus1.cin fer1.ci0 fer1.cin aus2.ci0 aus2.cin fer2.ci0 fer2.cin
3.600180e-01 2.643682e-02 2.461233e-02 1.128870e-01 5.859065e-02 2.782022e-05 2.783583e-05 5.860765e-02 5.801055e-02 2.729283e-05 2.729283e-05
3.650183e-01 2.638630e-02 2.457626e-02 1.128870e-01 5.866930e-02 2.789251e-05 2.790784e-05 5.868596e-02 5.809981e-02 2.737333e-05 2.737333e-05
3.700185e-01 2.633621e-02 2.454027e-02 1.128870e-01 5.874638e-02 2.796340e-05 2.797840e-05 5.876275e-02 5.818716e-02 2.745232e-05 2.745232e-05
3.750188e-01 2.628655e-02 2.450437e-02 1.128870e-01 5.882200e-02 2.803275e-05 2.804741e-05 5.883796e-02 5.827264e-02 2.752986e-05 2.752986e-05
3.800190e-01 2.623729e-02 2.446856e-02 1.128870e-01 5.889584e-02 2.810062e-05 2.811499e-05 5.891145e-02 5.835633e-02 2.760598e-05 2.760598e-05
3.850193e-01 2.618844e-02 2.443284e-02 1.128870e-01 5.896812e-02 2.816723e-05 2.818132e-05 5.898340e-02 5.843827e-02 2.768071e-05 2.768071e-05
3.900195e-01 2.613998e-02 2.439721e-02 1.128870e-01 5.903894e-02 2.823264e-05 2.824645e-05 5.905388e-02 5.851853e-02 2.775410e-05 2.775410e-05
3.950198e-01 2.609189e-02 2.436168e-02 1.128870e-01 5.910835e-02 2.829689e-05 2.831042e-05 5.912294e-02 5.859714e-02 2.782618e-05 2.782618e-05
4.000200e-01 2.604418e-02 2.432624e-02 1.128870e-01 5.917637e-02 2.836000e-05 2.837325e-05 5.919063e-02 5.867415e-02 2.789698e-05 2.789698e-05
4.050203e-01 2.599683e-02 2.429090e-02 1.128870e-01 5.924307e-02 2.842202e-05 2.843499e-05 5.925699e-02 5.874972e-02 2.796647e-05 2.796647e-05
4.100205e-01 2.594983e-02 2.425566e-02 1.128870e-01 5.930847e-02 2.848297e-05 2.849565e-05 5.932207e-02 5.882394e-02 2.803453e-05 2.803453e-05
4.150208e-01 2.590318e-02 2.422052e-02 1.128870e-01 5.937262e-02 2.854287e-05 2.855528e-05 5.938589e-02 5.889649e-02 2.810123e-05 2.810123e-05
4.200210e-01 2.585686e-02 2.418548e-02 1.128870e-01 5.943555e-02 2.860176e-05 2.861389e-05 5.944849e-02 5.896754e-02 2.816669e-05 2.816669e-05
4.250213e-01 2.581087e-02 2.415054e-02 1.128870e-01 5.949729e-02 2.865966e-05 2.867151e-05 5.950992e-02 5.903717e-02 2.823099e-05 2.823099e-05
4.300215e-01 2.576521e-02 2.411570e-02 1.128870e-01 5.955789e-02 2.871659e-05 2.872817e-05 5.957020e-02 5.910543e-02 2.829418e-05 2.829418e-05
4.350218e-01 2.571986e-02 2.408096e-02 1.128870e-01 5.961736e-02 2.877259e-05 2.878390e-05 5.962936e-02 5.917237e-02 2.835629e-05 2.835629e-05
4.400220e-01 2.567482e-02 2.404632e-02 1.128870e-01 5.967576e-02 2.882767e-05 2.883871e-05 5.968745e-02 5.923804e-02 2.841734e-05 2.841734e-05
4.450223e-01 2.563007e-02 2.401179e-02 1.128870e-01 5.973312e-02 2.888183e-05 2.889255e-05 5.974454e-02 5.930246e-02 2.847736e-05 2.847736e-05
4.500225e-01 2.558563e-02 2.397736e-02 1.128870e-01 5.978959e-02 2.893487e-05 2.894527e-05 5.980065e-02 5.936568e-02 2.853639e-05 2.853639e-05
4.550228e-01 2.554147e-02 2.394303e-02 1.128870e-01 5.984474e-02 2.898677e-05 2.899691e-05 5.985550e-02 5.942774e-02 2.859444e-05 2.859444e-05
4.600230e-01 2.549760e-02 2.390880e-02 1.128870e-01 5.989886e-02 2.903778e-05 2.904766e-05 5.990933e-02 5.948865e-02 2.865154e-05 2.865154e-05
4.650233e-01 2.545400e-02 2.387468e-02 1.128870e-01 5.995199e-02 2.908796e-05 2.909759e-05 5.996218e-02 5.954845e-02 2.870772e-05 2.870772e-05
4.700235e-01 2.541068e-02 2.384066e-02 1.128870e-01 6.000419e-02 2.913734e-05 2.914672e-05 6.001410e-02 5.960719e-02 2.876300e-05 2.876300e-05
4.750238e-01 2.536762e-02 2.380674e-02 1.128870e-01 6.005548e-02 2.918593e-05 2.919507e-05 6.006511e-02 5.966487e-02 2.881739e-05 2.881739e-05
4.800240e-01 2.532482e-02 2.377292e-02 1.128870e-01 6.010588e-02 2.923377e-05 2.924266e-05 6.011524e-02 5.972154e-02 2.887092e-05 2.887092e-05
4.850243e-01 2.528228e-02 2.373920e-02 1.128870e-01 6.015542e-02 2.928086e-05 2.928951e-05 6.016451e-02 5.977744e-02 2.892346e-05 2.892346e-05
4.900245e-01 2.524000e-02 2.370559e-02 1.128870e-01 6.020412e-02 2.932723e-05 2.933565e-05 6.021295e-02 5.983215e-02 2.897492e-05 2.897492e-05
4.950248e-01 2.519796e-02 2.367207e-02 1.128870e-01 6.025201e-02 2.937290e-05 2.938109e-05 6.026058e-02 5.988580e-02 2.902547e-05 2.902547e-05
5.000250e-01 2.515616e-02 2.363866e-02 1.128870e-01 6.029911e-02 2.941789e-05 2.942584e-05 6.030743e-02 5.993847e-02 2.907518e-05 2.907518e-05
5.050253e-01 2.511460e-02 2.360535e-02 1.128870e-01 6.034543e-02 2.946220e-05 2.946993e-05 6.035351e-02 5.999021e-02 2.912411e-05 2.912411e-05
5.100255e-01 2.507327e-02 2.357213e-02 1.128870e-01 6.039101e-02 2.950586e-05 2.951337e-05 6.039884e-02 6.004106e-02 2.917227e-05 2.917227e-05
5.150258e-01 2.503218e-02 2.353902e-02 1.128870e-01 6.043586e-02 2.954889e-05 2.955617e-05 6.044344e-02 6.009105e-02 2.921968e-05 2.921968e-05
5.200260e-01 2.499131e-02 2.350601e-02 1.128870e-01 6.047999e-02 2.959129e-05 2.959836e-05 6.048734e-02 6.014020e-02 2.926638e-05 2.926638e-05
5.250263e-01 2.495066e-02 2.347309e-02 1.128870e-01 6.052343e-02 2.963309e-05 2.963995e-05 6.053055e-02 6.018853e-02 2.931238e-05 2.931238e-05
5.300265e-01 2.491023e-02 2.344027e-02 1.128870e-01 6.056619e-02 2.967429e-05 2.968094e-05 6.057309e-02 6.023606e-02 2.935769e-05 2.935769e-05
5.350268e-01 2.487002e-02 2.340755e-02 1.128870e-01 6.060830e-02 2.971491e-05 2.972136e-05 6.061497e-02 6.028283e-02 2.940233e-05 2.940233e-05
5.400270e-01 2.483002e-02 2.337493e-02 1.128870e-01 6.064976e-02 2.975497e-05 2.976121e-05 6.065621e-02 6.032884e-02 2.944632e-05 2.944632e-05
5.450273e-01 2.479022e-02 2.334240e-02 1.128870e-01 6.069059e-02 2.979448e-05 2.980052e-05 6.069683e-02 6.037411e-02 2.948967e-05 2.948967e-05
5.500275e-01 2.475063e-02 2.330997e-02 1.128870e-01 6.073082e-02 2.983343e-05 2.983925e-05 6.073687e-02 6.041868e-02 2.953240e-05 2.953240e-05
5.550278e-01 2.471124e-02 2.327764e-02 1.128870e-01 6.077055e-02 2.987167e-05 2.987727e-05 6.077636e-02 6.046254e-02 2.957452e-05 2.957452e-05
5.600280e-01 2.467205e-02 2.324540e-02 1.128870e-01 6.080949e-02 2.990921e-05 2.991462e-05 6.081510e-02 6.050573e-02 2.961605e-05 2.961605e-05
5.650283e-01 2.463306e-02 2.321325e-02 1.128870e-01 6.084782e-02 2.994621e-05 2.995143e-05 6.085323e-02 6.054826e-02 2.965700e-05 2.965700e-05
5.700285e-01 2.459425e-02 2.318120e-02 1.128870e-01 6.088558e-02 2.998269e-05 2.998774e-05 6.089079e-02 6.059014e-02 2.969739e-05 2.969739e-05
5.750288e-01 2.455564e-02 2.314924e-02 1.128870e-01 6.092277e-02 3.001868e-05 3.002355e-05 6.092780e-02 6.063139e-02 2.973722e-05 2.973722e-05
5.800290e-01 2.451721e-02 2.311738e-02 1.128870e-01 6.095943e-02 3.005419e-05 3.005889e-05 6.096427e-02 6.067202e-02 2.977650e-05 2.977650e-05
5.850293e-01 2.447896e-02 2.308560e-02 1.128870e-01 6.099556e-02 3.008923e-05 3.009376e-05 6.100022e-02 6.071206e-02 2.981526e-05 2.981526e-05
5.900295e-01 2.444090e-02 2.305392e-02 1.128870e-01 6.103118e-02 3.012381e-05 3.012817e-05 6.103566e-02 6.075160e-02 2.985342e-05 2.985342e-05
5.950298e-01 2.440301e-02 2.302233e-02 1.128870e-01 6.106629e-02 3.015795e-05 3.016213e-05 6.107059e-02 6.079052e-02 2.989092e-05 2.989092e-05
6.000300e-01 2.436530e-02 2.299083e-02 1.128870e-01 6.110091e-02 3.019164e-05 3.019566e-05 6.110504e-02 6.082878e-02 2.992782e-05 2.992782e-05
6.050303e-01 2.432776e-02 2.295942e-02 1.128870e-01 6.113506e-02 3.022490e-05 3.022877e-05 6.113902e-02 6.086644e-02 2.996419e-05 2.996419e-05
6.100305e-01 2.429040e-02 2.292809e-02 1.128870e-01 6.116873e-02 3.025775e-05 3.026146e-05 6.117253e-02 6.090354e-02 3.000007e-05 3.000007e-05
6.150308e-01 2.425320e-02 2.289686e-02 1.128870e-01 6.120195e-02 3.029018e-05 3.029373e-05 6.120559e-02 6.094010e-02 3.003546e-05 3.003546e-05
6.200310e-01 2.421616e-02 2.286571e-02 1.128870e-01 6.123473e-02 3.032222e-05 3.032562e-05 6.123820e-02 6.097614e-02 3.007039e-05 3.007039e-05
6.250313e-01 2.417929e-02 2.283465e-02 1.128870e-01 6.126706e-02 3.035386e-05 3.035711e-05 6.127038e-02 6.101167e-02 3.010487e-05 3.010487e-05
6.300315e-01 2.414258e-02 2.280368e-02 1.128870e-01 6.129897e-02 3.038511e-05 3.038821e-05 6.130214e-02 6.104670e-02 3.013890e-05 3.013890e-05
6.350318e-01 2.410603e-02 2.277280e-02 1.128870e-01 6.133047e-02 3.041599e-05 3.041895e-05 6.133348e-02 6.108125e-02 3.017250e-05 3.017250e-05
6.400320e-01 2.406964e-02 2.274200e-02 1.128870e-01 6.136155e-02 3.044649e-05 3.044931e-05 6.136442e-02 6.111533e-02 3.020568e-05 3.020568e-05
6.450323e-01 2.403340e-02 2.271128e-02 1.128870e-01 6.139224e-02 3.047664e-05 3.047932e-05 6.139496e-02 6.114894e-02 3.023844e-05 3.023844e-05
6.500325e-01 2.399731e-02 2.268065e-02 1.128870e-01 6.142253e-02 3.050643e-05 3.050897e-05 6.142511e-02 6.118210e-02 3.027080e-05 3.027080e-05
6.550328e-01 2.396138e-02 2.265010e-02 1.128870e-01 6.145244e-02 3.053587e-05 3.053828e-05 6.145489e-02 6.121482e-02 3.030276e-05 3.030276e-05
6.600330e-01 2.392559e-02 2.261964e-02 1.128870e-01 6.148198e-02 3.056498e-05 3.056725e-05 6.148429e-02 6.124711e-02 3.033433e-05 3.033433e-05
6.650333e-01 2.388995e-02 2.258926e-02 1.128870e-01 6.151115e-02 3.059374e-05 3.059589e-05 6.151332e-02 6.127897e-02 3.036552e-05 3.036552e-05
6.700335e-01 2.385446e-02 2.255896e-02 1.128870e-01 6.153996e-02 3.062218e-05 3.062420e-05 6.154200e-02 6.131042e-02 3.039633e-05 3.039633e-05
6.750338e-01 2.381911e-02 2.252874e-02 1.128870e-01 6.156842e-02 3.065030e-05 3.065219e-05 6.157033e-02 6.134147e-02 3.042678e-05 3.042678e-05
6.800340e-01 2.378390e-02 2.249860e-02 1.128870e-01 6.159653e-02 3.067810e-05 3.067987e-05 6.159832e-02 6.137212e-02 3.045688e-05 3.045688e-05
