t mart.ci0 mart.cin aus1.ci0 aus1.cin fer1.ci0 fer1.cin aus2.ci0 aus2.cin fer2.ci0 fer2.cin
5.000000e-05 3.344140e-02 3.344140e-02 5.018286e-02 3.344140e-02 1.077469e-05 1.077469e-05 3.344140e-02 3.344140e-02 1.077469e-05 1.077469e-05
1.000000e-04 3.344140e-02 3.338108e-02 5.018286e-02 3.344551e-02 1.077668e-05 1.077668e-05 3.344551e-02 3.344551e-02 1.077569e-05 1.077569e-05
1.500000e-04 3.344140e-02 3.337309e-02 5.018286e-02 3.345371e-02 1.078067e-05 1.078067e-05 3.345371e-02 3.345371e-02 1.077768e-05 1.077768e-05
2.000000e-04 3.344140e-02 3.336579e-02 5.018286e-02 3.346601e-02 1.078666e-05 1.078666e-05 3.346601e-02 3.346601e-02 1.078067e-05 1.078067e-05
2.500000e-04 3.344140e-02 3.335905e-02 5.018286e-02 3.348240e-02 1.079463e-05 1.079463e-05 3.348240e-02 3.348240e-02 1.078466e-05 1.078466e-05
3.000000e-04 3.344140e-02 3.335279e-02 5.018286e-02 3.350285e-02 1.080460e-05 1.080460e-05 3.350285e-02 3.350285e-02 1.078965e-05 1.078965e-05
3.500000e-04 3.344140e-02 3.334692e-02 5.018286e-02 3.352735e-02 1.081654e-05 1.081654e-05 3.352735e-02 3.352735e-02 1.079563e-05 1.079563e-05
4.000000e-04 3.344140e-02 3.334140e-02 5.018286e-02 3.355587e-02 1.083047e-05 1.083047e-05 3.355587e-02 3.355587e-02 1.080260e-05 1.080260e-05
4.500000e-04 3.344140e-02 3.333617e-02 5.018286e-02 3.358838e-02 1.084637e-05 1.084637e-05 3.358838e-02 3.358838e-02 1.081057e-05 1.081057e-05
5.000000e-04 3.344140e-02 3.333120e-02 5.018286e-02 3.362486e-02 1.086423e-05 1.086423e-05 3.362486e-02 3.362486e-02 1.081953e-05 1.081953e-05
5.500000e-04 3.344140e-02 3.332645e-02 5.018286e-02 3.366527e-02 1.088405e-05 1.088405e-05 3.366527e-02 3.366527e-02 1.082947e-05 1.082947e-05
6.000000e-04 3.344140e-02 3.332191e-02 5.018286e-02 3.370956e-02 1.090582e-05 1.090582e-05 3.370956e-02 3.370956e-02 1.084040e-05 1.084040e-05
6.500000e-04 3.344140e-02 3.331754e-02 5.018286e-02 3.375827e-02 1.092952e-05 1.092952e-05 3.375827e-02 3.375827e-02 1.085231e-05 1.085231e-05
7.000000e-04 3.344140e-02 3.331333e-02 5.018286e-02 3.381120e-02 1.095515e-05 1.095515e-05 3.381120e-02 3.381120e-02 1.086521e-05 1.086521e-05
7.500000e-04 3.344140e-02 3.330928e-02 5.018286e-02 3.386794e-02 1.098270e-05 1.098270e-05 3.386794e-02 3.386794e-02 1.087908e-05 1.087908e-05
8.000000e-04 3.344140e-02 3.330535e-02 5.018286e-02 3.392844e-02 1.101214e-05 1.101214e-05 3.392844e-02 3.392844e-02 1.089393e-05 1.089393e-05
8.500000e-04 3.344140e-02 3.330155e-02 5.018286e-02 3.399263e-02 1.104347e-05 1.104347e-05 3.399263e-02 3.399263e-02 1.090975e-05 1.090975e-05
9.000000e-04 3.344140e-02 3.329786e-02 5.018286e-02 3.406046e-02 1.107667e-05 1.107667e-05 3.406046e-02 3.406046e-02 1.092654e-05 1.092654e-05
9.500000e-04 3.344140e-02 3.329427e-02 5.018286e-02 3.413186e-02 1.111173e-05 1.111173e-05 3.413186e-02 3.413186e-02 1.094429e-05 1.094429e-05
1.000000e-03 3.344140e-02 3.329078e-02 5.018286e-02 3.420675e-02 1.114862e-05 1.114862e-05 3.420675e-02 3.420675e-02 1.096299e-05 1.096299e-05
1.050000e-03 3.344140e-02 3.328738e-02 5.018286e-02 3.428507e-02 1.118733e-05 1.118733e-05 3.428507e-02 3.428507e-02 1.098266e-05 1.098266e-05
1.100000e-03 3.344140e-02 3.328406e-02 5.018286e-02 3.436674e-02 1.122784e-05 1.122784e-05 3.436674e-02 3.436674e-02 1.100327e-05 1.100327e-05
1.150000e-03 3.344140e-02 3.328082e-02 5.018286e-02 3.445168e-02 1.127013e-05 1.127013e-05 3.445168e-02 3.445168e-02 1.102483e-05 1.102483e-05
1.200000e-03 3.344140e-02 3.327766e-02 5.018286e-02 3.453981e-02 1.131417e-05 1.131417e-05 3.453981e-02 3.453981e-02 1.104733e-05 1.104733e-05
1.250000e-03 3.344140e-02 3.327456e-02 5.018286e-02 3.463105e-02 1.135995e-05 1.135995e-05 3.463105e-02 3.463105e-02 1.107076e-05 1.107076e-05
1.300000e-03 3.344140e-02 3.327153e-02 5.018286e-02 3.472531e-02 1.140744e-05 1.140743e-05 3.472530e-02 3.472530e-02 1.109512e-05 1.109512e-05
1.350000e-03 3.344140e-02 3.326856e-02 5.018286e-02 3.482428e-02 1.145661e-05 1.145661e-05 3.482427e-02 3.482427e-02 1.112040e-05 1.112040e-05
1.400000e-03 3.344140e-02 3.326565e-02 5.018286e-02 3.492618e-02 1.150743e-05 1.150743e-05 3.492617e-02 3.492617e-02 1.114659e-05 1.114659e-05
1.450000e-03 3.344140e-02 3.326280e-02 5.018286e-02 3.503087e-02 1.155988e-05 1.155988e-05 3.503086e-02 3.503086e-02 1.117370e-05 1.117370e-05
1.500000e-03 3.344140e-02 3.326000e-02 5.018286e-02 3.513825e-02 1.161393e-05 1.161393e-05 3.513825e-02 3.513825e-02 1.120171e-05 1.120171e-05
1.550000e-03 3.344140e-02 3.325725e-02 5.018286e-02 3.524823e-02 1.166955e-05 1.166955e-05 3.524822e-02 3.524822e-02 1.123061e-05 1.123061e-05
1.600000e-03 3.344140e-02 3.325455e-02 5.018286e-02 3.536070e-02 1.172671e-05 1.172671e-05 3.536070e-02 3.536070e-02 1.126041e-05 1.126041e-05
1.650000e-03 3.344140e-02 3.325190e-02 5.018286e-02 3.547557e-02 1.178537e-05 1.178537e-05 3.547556e-02 3.547556e-02 1.129108e-05 1.129108e-05
1.700000e-03 3.344140e-02 3.324929e-02 5.018286e-02 3.559273e-02 1.184551e-05 1.184550e-05 3.559272e-02 3.559272e-02 1.132263e-05 1.132263e-05
1.750000e-03 3.344140e-02 3.324673e-02 5.018286e-02 3.571208e-02 1.190708e-05 1.190707e-05 3.571207e-02 3.571207e-02 1.135504e-05 1.135504e-05
1.800000e-03 3.344140e-02 3.324420e-02 5.018286e-02 3.583531e-02 1.197006e-05 1.197005e-05 3.583530e-02 3.583530e-02 1.138830e-05 1.138830e-05
1.850000e-03 3.344140e-02 3.324172e-02 5.018286e-02 3.596080e-02 1.203439e-05 1.203439e-05 3.596079e-02 3.596079e-02 1.142242e-05 1.142242e-05
1.900000e-03 3.344140e-02 3.323927e-02 5.018286e-02 3.608818e-02 1.210006e-05 1.210005e-05 3.608817e-02 3.608817e-02 1.145737e-05 1.145737e-05
1.950000e-03 3.344140e-02 3.323686e-02 5.018286e-02 3.621735e-02 1.216700e-05 1.216699e-05 3.621733e-02 3.621733e-02 1.149315e-05 1.149315e-05
2.000000e-03 3.344140e-02 3.323448e-02 5.018286e-02 3.634819e-02 1.223519e-05 1.223518e-05 3.634817e-02 3.634817e-02 1.152975e-05 1.152975e-05
2.050000e-03 3.344140e-02 3.323214e-02 5.018286e-02 3.648060e-02 1.230459e-05 1.230458e-05 3.648058e-02 3.648058e-02 1.156715e-05 1.156715e-05
2.100000e-03 3.344140e-02 3.322983e-02 5.018286e-02 3.661447e-02 1.237516e-05 1.237515e-05 3.661445e-02 3.661445e-02 1.160535e-05 1.160535e-05
2.150000e-03 3.344140e-02 3.322755e-02 5.018286e-02 3.675007e-02 1.244684e-05 1.244683e-05 3.675004e-02 3.675004e-02 1.164434e-05 1.164434e-05
2.200000e-03 3.344140e-02 3.322531e-02 5.018286e-02 3.688887e-02 1.251960e-05 1.251959e-05 3.688884e-02 3.688884e-02 1.168411e-05 1.168411e-05
2.250000e-03 3.344140e-02 3.322309e-02 5.018286e-02 3.702880e-02 1.259339e-05 1.259337e-05 3.702878e-02 3.702878e-02 1.172464e-05 1.172464e-05
2.300000e-03 3.344140e-02 3.322090e-02 5.018286e-02 3.716976e-02 1.266815e-05 1.266814e-05 3.716973e-02 3.716973e-02 1.176593e-05 1.176593e-05
2.350000e-03 3.344140e-02 3.321874e-02 5.018286e-02 3.731163e-02 1.274385e-05 1.274383e-05 3.731159e-02 3.731159e-02 1.180796e-05 1.180796e-05
2.400000e-03 3.344140e-02 3.321661e-02 5.018286e-02 3.745431e-02 1.282043e-05 1.282041e-05 3.745427e-02 3.745427e-02 1.185072e-05 1.185072e-05
2.450000e-03 3.344140e-02 3.321450e-02 5.018286e-02 3.759768e-02 1.289785e-05 1.289783e-05 3.759764e-02 3.759764e-02 1.189421e-05 1.189421e-05
2.500000e-03 3.344140e-02 3.321242e-02 5.018286e-02 3.774188e-02 1.297607e-05 1.297604e-05 3.774184e-02 3.774184e-02 1.193839e-05 1.193839e-05
2.550000e-03 3.344140e-02 3.321037e-02 5.018286e-02 3.788868e-02 1.305502e-05 1.305500e-05 3.788863e-02 3.788863e-02 1.198328e-05 1.198328e-05
2.600000e-03 3.344140e-02 3.320834e-02 5.018286e-02 3.803584e-02 1.313466e-05 1.313463e-05 3.803579e-02 3.803579e-02 1.202884e-05 1.202884e-05
2.650000e-03 3.344140e-02 3.320633e-02 5.018286e-02 3.818328e-02 1.321493e-05 1.321490e-05 3.818322e-02 3.818322e-02 1.207506e-05 1.207506e-05
2.700000e-03 3.344140e-02 3.320435e-02 5.018286e-02 3.833089e-02 1.329579e-05 1.329575e-05 3.833083e-02 3.833083e-02 1.212194e-05 1.212194e-05
2.750000e-03 3.344140e-02 3.320238e-02 5.018286e-02 3.847857e-02 1.337718e-05 1.337714e-05 3.847851e-02 3.847851e-02 1.216946e-05 1.216946e-05
2.800000e-03 3.344140e-02 3.320044e-02 5.018286e-02 3.862624e-02 1.345906e-05 1.345902e-05 3.862617e-02 3.862617e-02 1.221761e-05 1.221761e-05
2.850000e-03 3.344140e-02 3.319852e-02 5.018286e-02 3.877450e-02 1.354137e-05 1.354133e-05 3.877442e-02 3.877442e-02 1.226636e-05 1.226636e-05
2.900000e-03 3.344140e-02 3.319663e-02 5.018286e-02 3.892410e-02 1.362406e-05 1.362402e-05 3.892402e-02 3.892402e-02 1.231571e-05 1.231571e-05
2.950000e-03 3.344140e-02 3.319475e-02 5.018286e-02 3.907336e-02 1.370707e-05 1.370702e-05 3.907328e-02 3.907328e-02 1.236565e-05 1.236565e-05
3.000000e-03 3.344140e-02 3.319289e-02 5.018286e-02 3.922221e-02 1.379034e-05 1.379029e-05 3.922211e-02 3.922211e-02 1.241615e-05 1.241615e-05
3.050000e-03 3.344140e-02 3.319105e-02 5.018286e-02 3.937054e-02 1.387384e-05 1.387378e-05 3.937044e-02 3.937044e-02 1.246721e-05 1.246721e-05
3.100000e-03 3.344140e-02 3.318923e-02 5.018286e-02 3.951827e-02 1.395750e-05 1.395744e-05 3.951817e-02 3.951817e-02 1.251880e-05 1.251880e-05
3.150000e-03 3.344140e-02 3.318743e-02 5.018286e-02 3.966534e-02 1.404128e-05 1.404122e-05 3.966523e-02 3.966523e-02 1.257091e-05 1.257091e-05
3.200000e-03 3.344140e-02 3.318565e-02 5.018286e-02 3.981293e-02 1.412513e-05 1.412506e-05 3.981281e-02 3.981281e-02 1.262352e-05 1.262352e-05
3.250000e-03 3.344140e-02 3.318388e-02 5.018286e-02 3.996059e-02 1.420898e-05 1.420891e-05 3.996047e-02 3.996047e-02 1.267661e-05 1.267661e-05
3.300000e-03 3.344140e-02 3.318213e-02 5.018286e-02 4.010730e-02 1.429277e-05 1.429270e-05 4.010717e-02 4.010717e-02 1.273018e-05 1.273018e-05
3.350000e-03 3.344140e-02 3.318040e-02 5.018286e-02 4.025297e-02 1.437647e-05 1.437639e-05 4.025284e-02 4.025284e-02 1.278419e-05 1.278419e-05
3.400000e-03 3.344140e-02 3.317869e-02 5.018286e-02 4.039755e-02 1.446002e-05 1.445994e-05 4.039741e-02 4.039741e-02 1.283865e-05 1.283865e-05
3.450000e-03 3.344140e-02 3.317699e-02 5.018286e-02 4.054096e-02 1.454338e-05 1.454329e-05 4.054081e-02 4.054081e-02 1.289353e-05 1.289353e-05
