t mart.ci0 mart.cin aust.ci0 aust.cin
5.000000e-04 3.344140e-02 3.344140e-02 6.828630e-02 3.344140e-02
1.000000e-03 3.344140e-02 3.304056e-02 6.828630e-02 3.344140e-02
1.500000e-03 3.344140e-02 3.297281e-02 6.828630e-02 3.344140e-02
2.000000e-03 3.344140e-02 3.291246e-02 6.828630e-02 3.344140e-02
2.500000e-03 3.344140e-02 3.285817e-02 6.828630e-02 3.344140e-02
3.000000e-03 3.344140e-02 3.280872e-02 6.828630e-02 3.344140e-02
3.500000e-03 3.344140e-02 3.276322e-02 6.828630e-02 3.344140e-02
4.000000e-03 3.344140e-02 3.272100e-02 6.828630e-02 3.344140e-02
4.500000e-03 3.344140e-02 3.268154e-02 6.828630e-02 3.344140e-02
5.000000e-03 3.344140e-02 3.264446e-02 6.828630e-02 3.344140e-02
5.500000e-03 3.344140e-02 3.260944e-02 6.828630e-02 3.344140e-02
6.000000e-03 3.344140e-02 3.257624e-02 6.828630e-02 3.344140e-02
6.500000e-03 3.344140e-02 3.254465e-02 6.828630e-02 3.344140e-02
7.000000e-03 3.344140e-02 3.251451e-02 6.828630e-02 3.344140e-02
7.500000e-03 3.344140e-02 3.248568e-02 6.828630e-02 3.344140e-02
8.000000e-03 3.344140e-02 3.245804e-02 6.828630e-02 3.344140e-02
8.500000e-03 3.344140e-02 3.243149e-02 6.828630e-02 3.344140e-02
9.000000e-03 3.344140e-02 3.240594e-02 6.828630e-02 3.344140e-02
9.500000e-03 3.344140e-02 3.238132e-02 6.828630e-02 3.344140e-02
1.000000e-02 3.344140e-02 3.235756e-02 6.828630e-02 3.344140e-02
1.050000e-02 3.344140e-02 3.233461e-02 6.828630e-02 3.344140e-02
1.100000e-02 3.344140e-02 3.231241e-02 6.828630e-02 3.344140e-02
1.150000e-02 3.344140e-02 3.229092e-02 6.828630e-02 3.344140e-02
1.200000e-02 3.344140e-02 3.227010e-02 6.828630e-02 3.344140e-02
1.250000e-02 3.344140e-02 3.224990e-02 6.828630e-02 3.344140e-02
1.300000e-02 3.344140e-02 3.223031e-02 6.828630e-02 3.344140e-02
1.350000e-02 3.344140e-02 3.221128e-02 6.828630e-02 3.344140e-02
1.400000e-02 3.344140e-02 3.219278e-02 6.828630e-02 3.344140e-02
1.450000e-02 3.344140e-02 3.217480e-02 6.828630e-02 3.344140e-02
1.500000e-02 3.344140e-02 3.215731e-02 6.828630e-02 3.344140e-02
1.550000e-02 3.344140e-02 3.214029e-02 6.828630e-02 3.344140e-02
1.600000e-02 3.344140e-02 3.212372e-02 6.828630e-02 3.344140e-02
1.650000e-02 3.344140e-02 3.210757e-02 6.828630e-02 3.344140e-02
1.700000e-02 3.344140e-02 3.209184e-02 6.828630e-02 3.344140e-02
1.750000e-02 3.344139e-02 3.207650e-02 6.828630e-02 3.344140e-02
1.800000e-02 3.344139e-02 3.206155e-02 6.828630e-02 3.344140e-02
1.850000e-02 3.344139e-02 3.204697e-02 6.828630e-02 3.344140e-02
1.900000e-02 3.344139e-02 3.203274e-02 6.828630e-02 3.344140e-02
1.950000e-02 3.344139e-02 3.201885e-02 6.828630e-02 3.344140e-02
2.000000e-02 3.344138e-02 3.200529e-02 6.828630e-02 3.344140e-02
2.050000e-02 3.344138e-02 3.199206e-02 6.828630e-02 3.344140e-02
2.100000e-02 3.344137e-02 3.197913e-02 6.828630e-02 3.344140e-02
2.150000e-02 3.344137e-02 3.196651e-02 6.828630e-02 3.344140e-02
2.200000e-02 3.344136e-02 3.195418e-02 6.828630e-02 3.344140e-02
2.250000e-02 3.344135e-02 3.194213e-02 6.828630e-02 3.344140e-02
2.300000e-02 3.344134e-02 3.193036e-02 6.828630e-02 3.344140e-02
2.350000e-02 3.344133e-02 3.191885e-02 6.828630e-02 3.344140e-02
